AREACD,AREANM,Geography,Variable Name,Indicator,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
E08000010,Wigan,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,48,Percentage,%,,,,1,
E07000117,Burnley,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,79,Percentage,%,,,,1,
E07000118,Chorley,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,63,Percentage,%,,,,1,
E07000119,Fylde,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,69,Percentage,%,,,,1,
E07000120,Hyndburn,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,70,Percentage,%,,,,1,
E07000121,Lancaster,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,63,Percentage,%,,,,1,
E07000122,Pendle,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,68,Percentage,%,,,,1,
E07000123,Preston,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,29,Percentage,%,,,,1,
E07000124,Ribble Valley,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,51,Percentage,%,,,,1,
E07000125,Rossendale,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,0,Percentage,%,,,,1,
E07000126,South Ribble,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,57,Percentage,%,,,,1,
E07000127,West Lancashire,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,50,Percentage,%,,,,1,
E07000128,Wyre,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,58,Percentage,%,,,,1,
E47000004,Liverpool City Region,Combined Authority or City Region,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,78,Percentage,%,,,,1,
E08000011,Knowsley,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,80,Percentage,%,,,,1,
E08000012,Liverpool,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,71,Percentage,%,,,,1,
E08000014,Sefton,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,88,Percentage,%,,,,1,
E08000013,St. Helens,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,71,Percentage,%,,,,1,
E08000015,Wirral,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,83,Percentage,%,,,,1,
E12000003,Yorkshire and The Humber,Region,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,47,Percentage,%,,,,1,
E06000011,East Riding of Yorkshire,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,45,Percentage,%,,,,1,
E06000010,"Kingston upon Hull, City of",County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,23,Percentage,%,,,,1,
E06000012,North East Lincolnshire,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,57,Percentage,%,,,,1,
E06000013,North Lincolnshire,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,37,Percentage,%,,,,1,
E47000012,York and North Yorkshire,Combined Authority or City Region,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,40,Percentage,%,,,,1,
E06000014,York,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,34,Percentage,%,,,,1,
E06000065,North Yorkshire,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,42,Percentage,%,,,,1,
E47000002,South Yorkshire,Combined Authority or City Region,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,50,Percentage,%,,,,1,
E08000016,Barnsley,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,51,Percentage,%,,,,1,
E08000017,Doncaster,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,47,Percentage,%,,,,1,
E08000018,Rotherham,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,24,Percentage,%,,,,1,
E08000019,Sheffield,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,63,Percentage,%,,,,1,
E47000003,West Yorkshire,Combined Authority or City Region,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,50,Percentage,%,,,,1,
E08000032,Bradford ,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,54,Percentage,%,,,,1,
E08000033,Calderdale,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,48,Percentage,%,,,,1,
E08000034,Kirklees ,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,48,Percentage,%,,,,1,
E08000035,Leeds,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,46,Percentage,%,,,,1,
E08000036,Wakefield,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,60,Percentage,%,,,,1,
E12000004,East Midlands,Region,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,36,Percentage,%,,,,1,
E47000013,East Midlands,Combined Authority or City Region,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,45,Percentage,%,,,,1,
E06000015,Derby,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,37,Percentage,%,,,,1,
E06000016,Leicester,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,31,Percentage,%,,,,1,
E06000061,North Northamptonshire,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,22,Percentage,%,,,,1,
E06000018,Nottingham,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,80,Percentage,%,,,,1,
E06000017,Rutland,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,33,Percentage,%,,,,1,
E06000062,West Northamptonshire,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,15,Percentage,%,,,,1,
E07000032,Amber Valley,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,41,Percentage,%,,,,1,
E07000033,Bolsover,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,36,Percentage,%,,,,1,
E07000034,Chesterfield,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,26,Percentage,%,,,,1,
E07000035,Derbyshire Dales,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,23,Percentage,%,,,,1,
E07000036,Erewash,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,41,Percentage,%,,,,1,
E07000037,High Peak,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,86,Percentage,%,,,,1,
E07000038,North East Derbyshire,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,23,Percentage,%,,,,1,
E07000039,South Derbyshire,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,6,Percentage,%,,,,1,
E07000129,Blaby,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,14,Percentage,%,,,,1,
E07000130,Charnwood,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,33,Percentage,%,,,,1,
E07000131,Harborough,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,24,Percentage,%,,,,1,
E07000132,Hinckley and Bosworth,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,34,Percentage,%,,,,1,
E07000133,Melton,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,53,Percentage,%,,,,1,
E07000134,North West Leicestershire,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,0,Percentage,%,,,,1,
E07000135,Oadby and Wigston,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,25,Percentage,%,,,,1,
E07000136,Boston,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,48,Percentage,%,,,,1,
E07000137,East Lindsey,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,16,Percentage,%,,,,1,
E07000138,Lincoln,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,45,Percentage,%,,,,1,
E07000139,North Kesteven,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,43,Percentage,%,,,,1,
E07000140,South Holland,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,32,Percentage,%,,,,1,
E07000141,South Kesteven,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,31,Percentage,%,,,,1,
E07000142,West Lindsey,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,33,Percentage,%,,,,1,
E07000170,Ashfield,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,51,Percentage,%,,,,1,
E07000171,Bassetlaw,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,46,Percentage,%,,,,1,
E07000172,Broxtowe,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,62,Percentage,%,,,,1,
E07000173,Gedling,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,36,Percentage,%,,,,1,
E07000174,Mansfield,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,53,Percentage,%,,,,1,
E07000175,Newark and Sherwood,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,27,Percentage,%,,,,1,
E07000176,Rushcliffe,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,37,Percentage,%,,,,1,
E12000005,West Midlands,Region,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,48,Percentage,%,,,,1,
E06000019,"Herefordshire, County of",County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,27,Percentage,%,,,,1,
E06000051,Shropshire,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,29,Percentage,%,,,,1,
E06000021,Stoke-on-Trent,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,34,Percentage,%,,,,1,
E06000020,Telford and Wrekin,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,30,Percentage,%,,,,1,
E07000192,Cannock Chase,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,74,Percentage,%,,,,1,
E07000193,East Staffordshire,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,36,Percentage,%,,,,1,
E07000194,Lichfield,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,37,Percentage,%,,,,1,
E07000195,Newcastle-under-Lyme,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,28,Percentage,%,,,,1,
E07000196,South Staffordshire,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,37,Percentage,%,,,,1,
E07000197,Stafford,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,34,Percentage,%,,,,1,
E07000198,Staffordshire Moorlands,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,7,Percentage,%,,,,1,
E07000199,Tamworth,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,61,Percentage,%,,,,1,
E07000218,North Warwickshire,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,31,Percentage,%,,,,1,
E07000219,Nuneaton and Bedworth,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,49,Percentage,%,,,,1,
E07000220,Rugby,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,27,Percentage,%,,,,1,
E07000221,Stratford-on-Avon,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,24,Percentage,%,,,,1,
E07000222,Warwick,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,65,Percentage,%,,,,1,
E47000007,West Midlands,Combined Authority or City Region,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,61,Percentage,%,,,,1,
E08000025,Birmingham,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,74,Percentage,%,,,,1,
E08000026,Coventry,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,40,Percentage,%,,,,1,
E08000027,Dudley,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,40,Percentage,%,,,,1,
E08000028,Sandwell,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,84,Percentage,%,,,,1,
E08000029,Solihull,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,66,Percentage,%,,,,1,
E08000030,Walsall,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,41,Percentage,%,,,,1,
E08000031,Wolverhampton,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,40,Percentage,%,,,,1,
E07000234,Bromsgrove,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,45,Percentage,%,,,,1,
E07000235,Malvern Hills,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,39,Percentage,%,,,,1,
E07000236,Redditch,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,36,Percentage,%,,,,1,
E07000237,Worcester,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,55,Percentage,%,,,,1,
E07000238,Wychavon,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,33,Percentage,%,,,,1,
E07000239,Wyre Forest,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,32,Percentage,%,,,,1,
E12000006,East of England,Region,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,45,Percentage,%,,,,1,
E06000055,Bedford,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,35,Percentage,%,,,,1,
E06000056,Central Bedfordshire,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,29,Percentage,%,,,,1,
E06000032,Luton,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,71,Percentage,%,,,,1,
E06000031,Peterborough,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,25,Percentage,%,,,,1,
E06000033,Southend-on-Sea,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,84,Percentage,%,,,,1,
E06000034,Thurrock,County or Unitary Authority,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,68,Percentage,%,,,,1,
E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,32,Percentage,%,,,,1,
E07000008,Cambridge,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,61,Percentage,%,,,,1,
E07000009,East Cambridgeshire,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,46,Percentage,%,,,,1,
E07000010,Fenland,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,35,Percentage,%,,,,1,
E07000011,Huntingdonshire,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,20,Percentage,%,,,,1,
E07000012,South Cambridgeshire,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,17,Percentage,%,,,,1,
E07000066,Basildon,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,78,Percentage,%,,,,1,
E07000067,Braintree,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,48,Percentage,%,,,,1,
E07000068,Brentwood,Local Authority District,Percentage of resident population within a 30 minute walk of their nearest railway station,Residents within a 30 minute walk of their nearest railway station,2024-06,61,Percentage,%,,,,1,
