AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Value,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
N09000007,Lisburn and Castlereagh,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2020-08-01T00:00:00/P1Y,239.0485361,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000007,Lisburn and Castlereagh,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2021-08-01T00:00:00/P1Y,290.4780295,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000008,Mid and East Antrim,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2017-08-01T00:00:00/P1Y,382.8333244,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000008,Mid and East Antrim,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2018-08-01T00:00:00/P1Y,421.7227329,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000008,Mid and East Antrim,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2019-08-01T00:00:00/P1Y,295.2860639,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000008,Mid and East Antrim,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2020-08-01T00:00:00/P1Y,236.597253,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000008,Mid and East Antrim,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2021-08-01T00:00:00/P1Y,419.5890677,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000009,Mid Ulster,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2021-08-01T00:00:00/P1Y,556.3126391,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000009,Mid Ulster,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2020-08-01T00:00:00/P1Y,592.9231197,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000009,Mid Ulster,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2019-08-01T00:00:00/P1Y,378.2069158,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000009,Mid Ulster,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2017-08-01T00:00:00/P1Y,510.1364195,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000009,Mid Ulster,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2018-08-01T00:00:00/P1Y,536.5626619,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2017-08-01T00:00:00/P1Y,367.6338338,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2018-08-01T00:00:00/P1Y,366.1327231,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2019-08-01T00:00:00/P1Y,299.3183769,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2020-08-01T00:00:00/P1Y,335.893193,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000010,"Newry, Mourne and Down",Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2021-08-01T00:00:00/P1Y,497.9358169,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000011,Ards and North Down,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2017-08-01T00:00:00/P1Y,281.1005698,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000011,Ards and North Down,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2018-08-01T00:00:00/P1Y,273.2012355,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000011,Ards and North Down,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2019-08-01T00:00:00/P1Y,214.6941174,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000011,Ards and North Down,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2020-08-01T00:00:00/P1Y,258.70796,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
N09000011,Ards and North Down,Local Authority District,Number of starts on apprenticeships (Northern Ireland),Apprenticeships starts (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2021-08-01T00:00:00/P1Y,347.2713859,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
