AREACD,Period,Gross value added in pounds (million)
S01011656,2007,0.741
S01011657,2007,0.688
S01011658,2007,2.76
S01011659,2007,5.65
S01011660,2007,2.224
S01011661,2007,0.777
S01011662,2007,1.965
S01011663,2007,1.172
S01011664,2007,0.85
S01011665,2007,8.336
S01011666,2007,10.387
S01011667,2007,29.398
S01011668,2007,6.152
S01011669,2007,1.21
S01011670,2007,0.035
S01011671,2007,3.132
S01011672,2007,1.925
S01011673,2007,0.987
S01011674,2007,1.205
S01011675,2007,34.262
S01011676,2007,0.943
S01011677,2007,0.825
S01011678,2007,1.615
S01011679,2007,0.061
S01011680,2007,2.129
S01011681,2007,1.503
S01011682,2007,34.262
S01011683,2007,5.04
S01011684,2007,18.302
S01011685,2007,18.302
S01011686,2007,3.211
S01011687,2007,2.362
S01011688,2007,4.073
S01011689,2007,3.977
S01011690,2007,32.549
S01011691,2007,2.182
S01011692,2007,3.057
S01011693,2007,3.006
S01011694,2007,2.485
S01011695,2007,32.549
S01011696,2007,3.242
S01011697,2007,4.248
S01011698,2007,2.118
S01011699,2007,3.339
S01011700,2007,3.26
S01011701,2007,92.102
S01011702,2007,3.243
S01011703,2007,5.664
S01011704,2007,8.745
S01011705,2007,2.622
S01011706,2007,24.846
S01011707,2007,2.621
S01011708,2007,4.351
S01011709,2007,6.808
S01011710,2007,2.25
S01011711,2007,0.546
S01011712,2007,0.125
S01011713,2007,3.892
S01011714,2007,0.853
S01011715,2007,1.368
S01011716,2007,2.619
S01011717,2007,1.087
S01011718,2007,20.23
S01011719,2007,82.283
S01011720,2007,2.051
S01011721,2007,0.026
S01011722,2007,3.368
S01011723,2007,28.951
S01011724,2007,1.255
S01011725,2007,1.75
S01011726,2007,1.982
S01011727,2007,28.951
S01011728,2007,5.743
S01011729,2007,1.906
S01011730,2007,0.682
S01011731,2007,1.476
S01011732,2007,3.278
S01011733,2007,1.427
S01011734,2007,6.616
S01011735,2007,1.57
S01011736,2007,1.276
S01011737,2007,0.866
S01011738,2007,92.156
S01011739,2007,2.103
S01011740,2007,1.65
S01011741,2007,0.414
S01011742,2007,3.139
S01011743,2007,0.888
S01011744,2007,210.18
S01011745,2007,210.18
S01011746,2007,0.318
S01011747,2007,0.089
S01011748,2007,0.089
S01011749,2007,1.762
S01011750,2007,0.659
S01011751,2007,0.769
S01011752,2007,1.63
S01011753,2007,2.172
S01011754,2007,4.219
S01011755,2007,1.319
S01011756,2007,2.073
S01011757,2007,3.094
S01011758,2007,0.657
S01011759,2007,0.227
S01011760,2007,4.062
S01011761,2007,3.128
S01011762,2007,0.873
S01011763,2007,0.761
S01011764,2007,1.169
S01011765,2007,2.038
S01011766,2007,169.409
S01011767,2007,7.4
S01011768,2007,2.704
S01011769,2007,2.209
S01011770,2007,0.367
S01011771,2007,2.148
S01011772,2007,5.352
S01011773,2007,2.449
S01011774,2007,2.4
S01011775,2007,4.682
S01011776,2007,8.868
S01011777,2007,1.692
S01011778,2007,2.503
S01011779,2007,10.644
S01011780,2007,1.274
S01011781,2007,0.442
S01011782,2007,1.316
S01011783,2007,0.248
S01011784,2007,16.136
S01011785,2007,16.136
S01011786,2007,2.449
S01011787,2007,4.679
S01011788,2007,5.375
S01011789,2007,121.841
S01011790,2007,3.844
S01011791,2007,2.195
S01011792,2007,19.158
S01011793,2007,11.039
S01011794,2007,3.328
S01011795,2007,0.812
S01011796,2007,2.232
S01011797,2007,22.192
S01011798,2007,29.341
S01011799,2007,1.501
S01011800,2007,4.377
S01011801,2007,1.07
S01011802,2007,1.208
S01011803,2007,29.341
S01008033,2007,7.902
S01008034,2007,3.578
S01008035,2007,2.974
S01008036,2007,2.159
S01008037,2007,1.583
S01008038,2007,3.735
S01008039,2007,0.281
S01008040,2007,24.788
S01008041,2007,0.669
S01008042,2007,8.407
S01008043,2007,3.267
S01008044,2007,5.56
S01008045,2007,13.729
S01008046,2007,22.379
S01008047,2007,3.207
S01008048,2007,4.225
S01008049,2007,6.092
S01008050,2007,3.852
S01008051,2007,4.821
S01008052,2007,4.731
S01008053,2007,5.947
S01008054,2007,15.56
S01008055,2007,9.014
S01008056,2007,6.444
S01008057,2007,5.772
S01008058,2007,4.508
S01008059,2007,4.198
S01008060,2007,5.106
S01008061,2007,10.266
S01008062,2007,2.934
S01008063,2007,7.629
S01008064,2007,3.592
S01008065,2007,1.682
S01008066,2007,5.272
S01008067,2007,9.518
S01008068,2007,5.952
S01008069,2007,4.425
S01008070,2007,1.907
S01008071,2007,3.231
S01008072,2007,11.925
S01008073,2007,2.424
S01008074,2007,5.161
S01008075,2007,5.55
S01008076,2007,2.889
S01008077,2007,9.422
S01008078,2007,6.801
S01008079,2007,12.339
S01008080,2007,14.499
S01008081,2007,5.261
S01008082,2007,14.499
S01008083,2007,3.795
S01008084,2007,5.396
S01008085,2007,8.148
S01008086,2007,4.455
S01008087,2007,0.513
S01008088,2007,3.629
S01008089,2007,3.118
S01008090,2007,4.095
S01008091,2007,3.37
S01008092,2007,2.926
S01008093,2007,3.403
S01008094,2007,38.888
S01008095,2007,0.312
S01008096,2007,12.768
S01008097,2007,0.846
S01008098,2007,6.576
S01008099,2007,2.524
S01008100,2007,39.502
S01008101,2007,8.845
S01008102,2007,13.799
S01008103,2007,7.316
S01008104,2007,1.567
S01008105,2007,5.406
S01008106,2007,2.4
S01008107,2007,1.221
S01008108,2007,1.101
S01008109,2007,0.285
S01008110,2007,2.067
S01008111,2007,3.191
S01008112,2007,0.637
S01008113,2007,9.706
S01008114,2007,3.971
S01008115,2007,2.465
S01008116,2007,3.747
S01008117,2007,6.592
S01008118,2007,54.114
S01008119,2007,1.651
S01008120,2007,1.699
S01008121,2007,5.558
S01008122,2007,54.114
S01008123,2007,5.76
S01008124,2007,3.624
S01008125,2007,9.022
S01008126,2007,2.279
S01008127,2007,6.329
S01008128,2007,5.578
S01008129,2007,2.339
S01008130,2007,8.962
S01008131,2007,44.172
S01008132,2007,3.915
S01008133,2007,12.531
S01008134,2007,20.487
S01008135,2007,83.497
S01008136,2007,5.351
S01008137,2007,5.01
S01008138,2007,7.627
S01008139,2007,3.516
S01008140,2007,3.737
S01008141,2007,5.219
S01008142,2007,1.837
S01008143,2007,2.378
S01008144,2007,9.61
S01008145,2007,5.915
S01008146,2007,11.364
S01008147,2007,0.984
S01008148,2007,2.299
S01008149,2007,2.754
S01008150,2007,1.459
S01008151,2007,1.199
S01008152,2007,25.934
S01008153,2007,2.336
S01008154,2007,2.818
S01008155,2007,2.156
S01008156,2007,8.156
S01008157,2007,1.668
S01008158,2007,0.603
S01008159,2007,4.294
S01008160,2007,10.968
S01008161,2007,3.935
S01008162,2007,7.323
S01009758,2007,3.704
S01009759,2007,2.352
S01009760,2007,45.476
S01009761,2007,1.751
S01009762,2007,2.008
S01009763,2007,1.299
S01009764,2007,4.695
S01009765,2007,5.284
S01009766,2007,2.34
S01009767,2007,26.125
S01009768,2007,15.424
S01009769,2007,15.424
S01009770,2007,2.523
S01009771,2007,0.519
S01009772,2007,3.17
S01009773,2007,1.013
S01009774,2007,0.26
S01009775,2007,78.038
S01009776,2007,0.037
S01009777,2007,0.011
S01009778,2007,1.483
S01009779,2007,7.386
S01009780,2007,0.283
S01009781,2007,0.283
S01009782,2007,0.283
S01009783,2007,1.637
S01009784,2007,1.446
S01009785,2007,4.679
S01009786,2007,9.171
S01009787,2007,1.087
S01009788,2007,7.078
S01009789,2007,1.199
S01009790,2007,1.899
S01009791,2007,2.17
S01009792,2007,1.264
S01009793,2007,2.577
S01009794,2007,1.589
S01009795,2007,0.243
S01009796,2007,2.881
S01009797,2007,3.757
S01009798,2007,2.437
S01009799,2007,12.527
S01009800,2007,2.908
S01009801,2007,6.612
S01009802,2007,6.612
S01009803,2007,2.908
S01009804,2007,12.527
S01009805,2007,3.735
S01009806,2007,16.24
S01009807,2007,13.007
S01009808,2007,13.007
S01009809,2007,0.383
S01009810,2007,1.311
S01009811,2007,1.782
S01009812,2007,1.197
S01009813,2007,1.782
S01009814,2007,7.387
S01009815,2007,1.051
S01009816,2007,2.639
S01009817,2007,11.314
S01009818,2007,11.314
S01009819,2007,5.173
S01009820,2007,5.002
S01009821,2007,3.466
S01009822,2007,0.171
S01009823,2007,8.8
S01009824,2007,0.157
S01009825,2007,2.079
S01009826,2007,3.142
S01009827,2007,1.49
S01009828,2007,1.304
S01009829,2007,2.228
S01009830,2007,1.321
S01009831,2007,1.178
S01009832,2007,8.694
S01009833,2007,704.607
S01009834,2007,13.839
S01009835,2007,7.184
S01009836,2007,1.559
S01009837,2007,7.357
S01009838,2007,2.231
S01009839,2007,4.536
S01009840,2007,3.703
S01009841,2007,1.656
S01009842,2007,8.54
S01009843,2007,154.868
S01009844,2007,43.735
S01009845,2007,5.568
S01009846,2007,0.696
S01009847,2007,43.735
S01009848,2007,1.851
S01009849,2007,2.561
S01009850,2007,3.778
S01009851,2007,40.177
S01009852,2007,7.225
S01009853,2007,1.474
S01009854,2007,4.627
S01009855,2007,1.286
S01009856,2007,1.514
S01009857,2007,1.342
S01009858,2007,2.719
S01009859,2007,6.218
S01009860,2007,12.108
S01009861,2007,72.34
S01009862,2007,220.841
S01009863,2007,2.179
S01009864,2007,2.586
S01009865,2007,2.091
S01009866,2007,4.041
S01009867,2007,55.117
S01009868,2007,2.619
S01009869,2007,3.706
S01009870,2007,2.644
S01009871,2007,99.161
S01009872,2007,2.278
S01009873,2007,7.318
S01009874,2007,7.731
S01009875,2007,6.758
S01009876,2007,1.154
S01009877,2007,4.657
S01009878,2007,3.207
S01009879,2007,5.358
S01009880,2007,4.763
S01009881,2007,14.146
S01009882,2007,5.158
S01009883,2007,14.761
S01009884,2007,3.198
S01009885,2007,3.471
S01009886,2007,7.621
S01009887,2007,5.843
S01009888,2007,2.65
S01009889,2007,4.113
S01009890,2007,3.182
S01009891,2007,4.036
S01009892,2007,5.379
S01009893,2007,5.379
S01009894,2007,0.794
S01009895,2007,3.898
S01009896,2007,0.651
S01009897,2007,11.18
S01009898,2007,19.416
S01009899,2007,0.371
S01009900,2007,1.129
S01009901,2007,11.968
S01009902,2007,11.968
S01009903,2007,3.948
S01009904,2007,18.859
S01009905,2007,4.888
S01009906,2007,3.969
S01009907,2007,2.423
S01009908,2007,21.639
S01009909,2007,12.337
S01009910,2007,3.402
S01009911,2007,8.186
S01009912,2007,6.212
S01009913,2007,7.565
S01009914,2007,8.455
S01009915,2007,13.026
S01009916,2007,6.005
S01009917,2007,0.441
S01009918,2007,3.159
S01009919,2007,21.565
S01009920,2007,1.845
S01009921,2007,30.548
S01009922,2007,6.813
S01009923,2007,1.358
S01009924,2007,6.426
S01009925,2007,4.124
S01009926,2007,5.474
S01009927,2007,2.219
S01009928,2007,5.589
S01009929,2007,3.772
S01009930,2007,3.635
S01009931,2007,1.647
S01009932,2007,3.005
S01009933,2007,11.643
S01009934,2007,9.706
S01009935,2007,32.716
S01009936,2007,2.037
S01009937,2007,23.394
S01009938,2007,9.294
S01009939,2007,1.676
S01009940,2007,2.289
S01009941,2007,2.289
S01009942,2007,2.289
S01009943,2007,1.284
S01009944,2007,2.177
S01009945,2007,13.889
S01009946,2007,3.201
S01009947,2007,1.654
S01009948,2007,2.887
S01009949,2007,0.19
S01009950,2007,2.957
S01009951,2007,4.556
S01009952,2007,6.694
S01009953,2007,7.483
S01009954,2007,6.722
S01009955,2007,6.4
S01009956,2007,3.489
S01009957,2007,2.214
S01009958,2007,3.726
S01009959,2007,1.779
S01009960,2007,326.821
S01009961,2007,1.698
S01009962,2007,4.187
S01009963,2007,1.593
S01009964,2007,3.97
S01009965,2007,1.441
S01009966,2007,1.441
S01009967,2007,2.887
S01009968,2007,7.603
S01009969,2007,7.645
S01009970,2007,3.419
S01009971,2007,0.423
S01009972,2007,15.314
S01009973,2007,0.667
S01009974,2007,0.013
S01009975,2007,3.077
S01009976,2007,3.077
S01009977,2007,6.752
S01009978,2007,3.008
S01009979,2007,3.077
S01009980,2007,24.527
S01009981,2007,6.936
S01009982,2007,1.544
S01009983,2007,1.049
S01009984,2007,3.469
S01009985,2007,2.072
S01009986,2007,0.476
S01009987,2007,7.052
S01009988,2007,0.476
S01009989,2007,4.428
S01009990,2007,1.205
S01009991,2007,0.963
S01009992,2007,2.066
S01009993,2007,5.135
S01009994,2007,2.6
S01009995,2007,1.044
S01009996,2007,2.136
S01009997,2007,1.316
S01009998,2007,4.5
S01009999,2007,3.459
S01010000,2007,1.85
S01010001,2007,1.474
S01010002,2007,1.416
S01010003,2007,1.457
S01010004,2007,2.933
S01010005,2007,0.759
S01010006,2007,18.928
S01010007,2007,1.451
S01010008,2007,1.912
S01010009,2007,18.928
S01010010,2007,2.74
S01010011,2007,3.944
S01010012,2007,2.682
S01010013,2007,31.379
S01010014,2007,2.745
S01010015,2007,15.875
S01010016,2007,1.869
S01010017,2007,3.202
S01010018,2007,0.899
S01010019,2007,1.982
S01010020,2007,0.899
S01010021,2007,57.872
S01010022,2007,45.29
S01010023,2007,1.76
S01010024,2007,11.224
S01010025,2007,11.868
S01010026,2007,1.76
S01010027,2007,13.866
S01010028,2007,11.224
S01010029,2007,33.649
S01010030,2007,3.3
S01010031,2007,34.455
S01010032,2007,81.2
S01010033,2007,111.191
S01010034,2007,38.774
S01010035,2007,8.919
S01010036,2007,4.266
S01010037,2007,1.558
S01010038,2007,13.683
S01010039,2007,52.612
S01010040,2007,29.124
S01010041,2007,9.109
S01010042,2007,8.733
S01010043,2007,8.598
S01010044,2007,1.192
S01010045,2007,1.738
S01010046,2007,8.677
S01010047,2007,0.826
S01010048,2007,6.754
S01010049,2007,4.078
S01010050,2007,16.494
S01010051,2007,5.362
S01010052,2007,52.764
S01010053,2007,16.494
S01010054,2007,65.129
S01010055,2007,40.983
S01010056,2007,5.677
S01010057,2007,5.677
S01010058,2007,0.083
S01010059,2007,35.87
S01010060,2007,5.677
S01010061,2007,8.577
S01010062,2007,12.334
S01010063,2007,15.955
S01010064,2007,7.142
S01010065,2007,0.349
S01010066,2007,0.036
S01010067,2007,21.92
S01010068,2007,1.486
S01010069,2007,6.289
S01010070,2007,0.13
S01010071,2007,339.577
S01010072,2007,1.971
S01010073,2007,1.549
S01010074,2007,55.104
S01010075,2007,1.667
S01010076,2007,1.986
S01010077,2007,1.646
S01010078,2007,2.973
S01010079,2007,3.219
S01010080,2007,3.182
S01010081,2007,4.954
S01010082,2007,10.194
S01010083,2007,1.335
S01010084,2007,2.3
S01010085,2007,4.857
S01010086,2007,4.342
S01010087,2007,1.16
S01010088,2007,4.606
S01010089,2007,47.667
S01010090,2007,4.543
S01010091,2007,47.667
S01010092,2007,5.279
S01010093,2007,3.393
S01010094,2007,11.658
S01010095,2007,1.524
S01010096,2007,15.379
S01010097,2007,8.254
S01010098,2007,6.487
S01010099,2007,1.524
S01010100,2007,4.294
S01010101,2007,4.12
S01010102,2007,2.489
S01010103,2007,55.6
S01010104,2007,5.483
S01010105,2007,1.71
S01010106,2007,0.523
S01010107,2007,0.221
S01010108,2007,0.557
S01010109,2007,1.146
S01010110,2007,6.7
S01010111,2007,2.819
S01010112,2007,3.079
S01010113,2007,2.575
S01010114,2007,15.831
S01010115,2007,0.44
S01010116,2007,0.44
S01010117,2007,38.635
S01010118,2007,5.465
S01010119,2007,0.03
S01010120,2007,0.502
S01010121,2007,0.502
S01010122,2007,15.261
S01010123,2007,2.284
S01010124,2007,0.493
S01010125,2007,0.749
S01010126,2007,0.755
S01010127,2007,3.343
S01010128,2007,0.493
S01010129,2007,134.685
S01010130,2007,2.228
S01010131,2007,10.14
S01010132,2007,7.343
S01010133,2007,10.14
S01010134,2007,0.923
S01010135,2007,0.943
S01010136,2007,6.944
S01010137,2007,2.164
S01010138,2007,1.609
S01010139,2007,6.968
S01010140,2007,18.159
S01010141,2007,17.285
S01010142,2007,13.06
S01010143,2007,3.024
S01010144,2007,3.75
S01010145,2007,2.422
S01010146,2007,2.012
S01010147,2007,27.802
S01010148,2007,13.725
S01010149,2007,3.798
S01010150,2007,5.714
S01010151,2007,0.085
S01010152,2007,5.607
S01010153,2007,5.024
S01010154,2007,6.754
S01010155,2007,2.595
S01010156,2007,5.347
S01010157,2007,1.244
S01010158,2007,3.738
S01010159,2007,3.362
S01010160,2007,1.573
S01010161,2007,3.738
S01010162,2007,1.343
S01010163,2007,3.738
S01010164,2007,0.089
S01010165,2007,3.719
S01010166,2007,1.317
S01010167,2007,2.562
S01010168,2007,5.115
S01010169,2007,5.281
S01010170,2007,1.317
S01010171,2007,50.456
S01010172,2007,1.635
S01010173,2007,1.22
S01010174,2007,40.618
S01010175,2007,3.027
S01010176,2007,3.845
S01010177,2007,2.967
S01010178,2007,2.033
S01010179,2007,5.761
S01010180,2007,1.642
S01010181,2007,1.965
S01010182,2007,0.887
S01010183,2007,0.887
S01010184,2007,2.089
S01010185,2007,0.212
S01010186,2007,0.987
S01010187,2007,1.595
S01010188,2007,29.155
S01010189,2007,3.061
S01010190,2007,3.957
S01010191,2007,4.183
S01010192,2007,2.064
S01010193,2007,8.646
S01010194,2007,2.726
S01010195,2007,2.044
S01010196,2007,3.997
S01010197,2007,0.072
S01010198,2007,2.14
S01010199,2007,6.57
S01010200,2007,4.224
S01010201,2007,1.0
S01010202,2007,1.0
S01010203,2007,0.609
S01010204,2007,1.336
S01010205,2007,0.609
S01010206,2007,0.609
S01010207,2007,2.152
S01010208,2007,28.024
S01010209,2007,33.119
S01010210,2007,33.119
S01010211,2007,2.702
S01010212,2007,43.281
S01010213,2007,1.033
S01010214,2007,1.212
S01010215,2007,9.812
S01010216,2007,0.766
S01010217,2007,0.428
S01010218,2007,1.43
S01010219,2007,1.649
S01010220,2007,98.301
S01010221,2007,26.767
S01010222,2007,25.505
S01010223,2007,4.268
S01010224,2007,24.001
S01010225,2007,149.521
S01010226,2007,0.862
S01010227,2007,2.099
S01010228,2007,22.201
S01010229,2007,33.662
S01010230,2007,3.735
S01010231,2007,6.552
S01010232,2007,3.144
S01010233,2007,1.536
S01010234,2007,23.057
S01010235,2007,151.24
S01010236,2007,2.618
S01010237,2007,3.036
S01010238,2007,5.393
S01010239,2007,0.887
S01010240,2007,2.076
S01010241,2007,5.635
S01010242,2007,1.722
S01010243,2007,1.013
S01010244,2007,29.748
S01010245,2007,13.287
S01010246,2007,0.163
S01010247,2007,0.312
S01010248,2007,2.582
S01010249,2007,6.935
S01010250,2007,3.516
S01010251,2007,1.835
S01010252,2007,3.547
S01010253,2007,1.273
S01010254,2007,21.96
S01010255,2007,2.013
S01010256,2007,1.286
S01010257,2007,20.56
S01010258,2007,20.56
S01010259,2007,7.609
S01010260,2007,367.876
S01010261,2007,86.059
S01010262,2007,303.931
S01010263,2007,28.219
S01010264,2007,110.529
S01010265,2007,100.208
S01010266,2007,18.685
S01010267,2007,237.565
S01010268,2007,2.726
S01010269,2007,4.795
S01010270,2007,304.054
S01010271,2007,131.983
S01010272,2007,431.765
S01010273,2007,589.812
S01010274,2007,246.264
S01010275,2007,4222.585
S01010276,2007,135.137
S01010277,2007,5.992
S01010278,2007,2.574
S01010279,2007,17.063
S01010280,2007,95.771
S01010281,2007,16.487
S01010282,2007,7.472
S01010283,2007,543.55
S01010284,2007,31.239
S01010285,2007,6.888
S01010286,2007,6.707
S01010287,2007,31.239
S01010288,2007,27.515
S01010289,2007,78.161
S01010290,2007,13.201
S01010291,2007,7.693
S01010292,2007,4.662
S01010293,2007,4.242
S01010294,2007,3.843
S01010295,2007,33.296
S01010296,2007,35.566
S01010297,2007,65.523
S01010298,2007,4.371
S01010299,2007,3.329
S01010300,2007,4.314
S01010301,2007,13.486
S01010302,2007,2.03
S01010303,2007,0.987
S01010304,2007,2.212
S01010305,2007,2.862
S01010306,2007,2.468
S01010307,2007,0.987
S01010308,2007,19.905
S01010309,2007,2.135
S01010310,2007,3.772
S01010311,2007,4.764
S01010312,2007,2.343
S01010313,2007,2.574
S01010314,2007,28.649
S01010315,2007,1.2
S01010316,2007,1.469
S01010317,2007,5.611
S01010318,2007,8.988
S01010319,2007,6.8
S01010320,2007,4.443
S01010321,2007,36.276
S01010322,2007,7.202
S01010323,2007,10.72
S01010324,2007,2.337
S01010325,2007,0.094
S01010326,2007,4.401
S01010327,2007,10.72
S01010328,2007,42.636
S01010329,2007,2.749
S01010330,2007,0.951
S01010331,2007,0.482
S01010332,2007,2.554
S01010333,2007,82.738
S01010334,2007,82.738
S01010335,2007,10.249
S01010336,2007,2.042
S01010337,2007,0.081
S01010338,2007,1.954
S01010339,2007,0.081
S01010340,2007,2.828
S01010341,2007,0.936
S01010342,2007,1.107
S01010343,2007,1.635
S01010344,2007,17.902
S01010345,2007,17.902
S01010346,2007,7.134
S01010347,2007,78.801
S01010348,2007,3.661
S01010349,2007,8.509
S01010350,2007,0.99
S01010351,2007,2.669
S01010352,2007,1.838
S01010353,2007,2.137
S01010354,2007,0.059
S01010355,2007,1.27
S01010356,2007,5.639
S01010357,2007,3.636
S01010358,2007,3.682
S01010359,2007,22.06
S01010360,2007,2.397
S01010361,2007,0.444
S01010362,2007,0.366
S01010363,2007,0.855
S01010364,2007,2.172
S01010365,2007,10.349
S01010366,2007,6.46
S01010367,2007,5.364
S01010368,2007,5.486
S01010369,2007,3.673
S01010370,2007,6.424
S01010371,2007,15.535
S01010372,2007,4.93
S01010373,2007,3.708
S01010374,2007,4.166
S01010375,2007,131.231
S01010376,2007,6.3
S01010377,2007,7.133
S01010378,2007,3.366
S01010379,2007,131.231
S01010380,2007,5.492
S01010381,2007,7.088
S01010382,2007,4.218
S01010383,2007,1.284
S01010384,2007,76.2
S01010385,2007,1.489
S01010386,2007,76.2
S01010387,2007,5.758
S01010388,2007,18.041
S01010389,2007,7.583
S01010390,2007,2.187
S01010391,2007,14.486
S01010392,2007,4.07
S01010393,2007,12.302
S01010394,2007,1.708
S01010395,2007,2.994
S01010396,2007,6.666
S01010397,2007,3.491
S01010398,2007,5.857
S01010399,2007,2.559
S01010400,2007,7.377
S01010401,2007,7.345
S01010402,2007,3.42
S01010403,2007,5.779
S01010404,2007,11.333
S01010405,2007,4.876
S01010406,2007,5.762
S01010407,2007,25.193
S01010408,2007,5.395
S01010409,2007,2.272
S01010410,2007,1.18
S01010411,2007,13.28
S01010412,2007,351.835
S01010413,2007,15.573
S01010414,2007,13.844
S01010415,2007,2.83
S01010416,2007,9.046
S01010417,2007,6.093
S01010418,2007,5.504
S01010419,2007,2.587
S01010420,2007,6.205
S01010421,2007,3.644
S01010422,2007,5.055
S01010423,2007,2.316
S01010424,2007,27.03
S01010425,2007,6.08
S01010426,2007,1.607
S01010427,2007,1.24
S01010428,2007,0.276
S01010429,2007,2.364
S01010430,2007,3.299
S01010431,2007,3.104
S01010432,2007,0.534
S01010433,2007,1.318
S01010434,2007,0.064
S01010435,2007,5.448
S01010436,2007,207.018
S01010437,2007,2.675
S01010438,2007,3.945
S01010439,2007,4.531
S01010440,2007,18.554
S01010441,2007,18.554
S01010442,2007,2.179
S01010443,2007,2.64
S01010444,2007,6.269
S01010445,2007,23.144
S01010446,2007,6.269
