Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description
heldon-west-fogwatt-to-inchberry-03,"Heldon West, Fogwatt to Inchberry - 03",heldon-west-fogwatt-to-inchberry-03,,3136,
heldon-west-fogwatt-to-inchberry-04,"Heldon West, Fogwatt to Inchberry - 04",heldon-west-fogwatt-to-inchberry-04,,3137,
heldon-west-fogwatt-to-inchberry-05,"Heldon West, Fogwatt to Inchberry - 05",heldon-west-fogwatt-to-inchberry-05,,3138,
helensburgh-centre-01,Helensburgh Centre - 01,helensburgh-centre-01,,3139,
helensburgh-centre-02,Helensburgh Centre - 02,helensburgh-centre-02,,3140,
helensburgh-centre-03,Helensburgh Centre - 03,helensburgh-centre-03,,3141,
helensburgh-centre-04,Helensburgh Centre - 04,helensburgh-centre-04,,3142,
helensburgh-east-01,Helensburgh East - 01,helensburgh-east-01,,3143,
helensburgh-east-02,Helensburgh East - 02,helensburgh-east-02,,3144,
helensburgh-east-03,Helensburgh East - 03,helensburgh-east-03,,3145,
helensburgh-east-04,Helensburgh East - 04,helensburgh-east-04,,3146,
helensburgh-east-05,Helensburgh East - 05,helensburgh-east-05,,3147,
helensburgh-east-06,Helensburgh East - 06,helensburgh-east-06,,3148,
helensburgh-north-01,Helensburgh North - 01,helensburgh-north-01,,3149,
helensburgh-north-02,Helensburgh North - 02,helensburgh-north-02,,3150,
helensburgh-north-03,Helensburgh North - 03,helensburgh-north-03,,3151,
helensburgh-north-04,Helensburgh North - 04,helensburgh-north-04,,3152,
helensburgh-north-05,Helensburgh North - 05,helensburgh-north-05,,3153,
helensburgh-north-06,Helensburgh North - 06,helensburgh-north-06,,3154,
helensburgh-north-07,Helensburgh North - 07,helensburgh-north-07,,3155,
helensburgh-west-and-rhu-01,Helensburgh West and Rhu - 01,helensburgh-west-and-rhu-01,,3156,
helensburgh-west-and-rhu-02,Helensburgh West and Rhu - 02,helensburgh-west-and-rhu-02,,3157,
helensburgh-west-and-rhu-03,Helensburgh West and Rhu - 03,helensburgh-west-and-rhu-03,,3158,
helensburgh-west-and-rhu-04,Helensburgh West and Rhu - 04,helensburgh-west-and-rhu-04,,3159,
helensburgh-west-and-rhu-05,Helensburgh West and Rhu - 05,helensburgh-west-and-rhu-05,,3160,
helensburgh-west-and-rhu-06,Helensburgh West and Rhu - 06,helensburgh-west-and-rhu-06,,3161,
heriot-fountainhall-stow-landward,Heriot - Fountainhall - Stow Landward,heriot-fountainhall-stow-landward,,3162,
high-blantyre-01,High Blantyre - 01,high-blantyre-01,,3163,
high-blantyre-02,High Blantyre - 02,high-blantyre-02,,3164,
high-blantyre-03,High Blantyre - 03,high-blantyre-03,,3165,
high-blantyre-04,High Blantyre - 04,high-blantyre-04,,3166,
high-blantyre-05,High Blantyre - 05,high-blantyre-05,,3167,
high-blantyre-06,High Blantyre - 06,high-blantyre-06,,3168,
high-blantyre-07,High Blantyre - 07,high-blantyre-07,,3169,
high-bonnybridge-and-greenhill-01,High Bonnybridge and Greenhill - 01,high-bonnybridge-and-greenhill-01,,3170,
high-bonnybridge-and-greenhill-02,High Bonnybridge and Greenhill - 02,high-bonnybridge-and-greenhill-02,,3171,
high-bonnybridge-and-greenhill-03,High Bonnybridge and Greenhill - 03,high-bonnybridge-and-greenhill-03,,3172,
high-bonnybridge-and-greenhill-04,High Bonnybridge and Greenhill - 04,high-bonnybridge-and-greenhill-04,,3173,
high-bonnybridge-and-greenhill-05,High Bonnybridge and Greenhill - 05,high-bonnybridge-and-greenhill-05,,3174,
high-crosshill-01,High Crosshill - 01,high-crosshill-01,,3175,
high-crosshill-02,High Crosshill - 02,high-crosshill-02,,3176,
high-crosshill-03,High Crosshill - 03,high-crosshill-03,,3177,
high-crosshill-04,High Crosshill - 04,high-crosshill-04,,3178,
high-valleyfield-east,High Valleyfield East,high-valleyfield-east,,3179,
high-valleyfield-west,High Valleyfield West,high-valleyfield-west,,3180,
highland-01,Highland - 01,highland-01,,3181,
highland-02,Highland - 02,highland-02,,3182,
highland-03,Highland - 03,highland-03,,3183,
highland-04,Highland - 04,highland-04,,3184,
highland-05,Highland - 05,highland-05,,3185,
hill-of-beath,Hill of Beath,hill-of-beath,,3186,
hill-of-beath-and-landward,Hill of Beath and Landward,hill-of-beath-and-landward,,3187,
hillend,Hillend,hillend,,3188,
hillhead-01,Hillhead - 01,hillhead-01,,3189,
hillhead-02,Hillhead - 02,hillhead-02,,3190,
hillhead-03,Hillhead - 03,hillhead-03,,3191,
hillhead-04,Hillhead - 04,hillhead-04,,3192,
hillhead-05,Hillhead - 05,hillhead-05,,3193,
hillhead-06,Hillhead - 06,hillhead-06,,3194,
hillhead-07,Hillhead - 07,hillhead-07,,3195,
hillhouse-01,Hillhouse - 01,hillhouse-01,,3196,
hillhouse-02,Hillhouse - 02,hillhouse-02,,3197,
hillhouse-03,Hillhouse - 03,hillhouse-03,,3198,
hillhouse-04,Hillhouse - 04,hillhouse-04,,3199,
hillhouse-05,Hillhouse - 05,hillhouse-05,,3200,
hillington-01,Hillington - 01,hillington-01,,3201,
hillington-02,Hillington - 02,hillington-02,,3202,
hillington-03,Hillington - 03,hillington-03,,3203,
hillington-04,Hillington - 04,hillington-04,,3204,
hillpark-01,Hillpark - 01,hillpark-01,,3205,
hillpark-02,Hillpark - 02,hillpark-02,,3206,
hillpark-03,Hillpark - 03,hillpark-03,,3207,
hillpark-04,Hillpark - 04,hillpark-04,,3208,
hillpark-05,Hillpark - 05,hillpark-05,,3209,
hillside-01,Hillside - 01,hillside-01,,3210,
hillside-02,Hillside - 02,hillside-02,,3211,
hillside-03,Hillside - 03,hillside-03,,3212,
hillside-04,Hillside - 04,hillside-04,,3213,
hillside-05,Hillside - 05,hillside-05,,3214,
hillside-and-calton-hill-01,Hillside and Calton Hill - 01,hillside-and-calton-hill-01,,3215,
hillside-and-calton-hill-02,Hillside and Calton Hill - 02,hillside-and-calton-hill-02,,3216,
hillside-and-calton-hill-03,Hillside and Calton Hill - 03,hillside-and-calton-hill-03,,3217,
hillside-and-calton-hill-04,Hillside and Calton Hill - 04,hillside-and-calton-hill-04,,3218,
hillside-and-calton-hill-05,Hillside and Calton Hill - 05,hillside-and-calton-hill-05,,3219,
hillside-and-calton-hill-06,Hillside and Calton Hill - 06,hillside-and-calton-hill-06,,3220,
hillside-and-calton-hill-07,Hillside and Calton Hill - 07,hillside-and-calton-hill-07,,3221,
hilltown-01,Hilltown - 01,hilltown-01,,3222,
hilltown-02,Hilltown - 02,hilltown-02,,3223,
hilltown-03,Hilltown - 03,hilltown-03,,3224,
hilltown-04,Hilltown - 04,hilltown-04,,3225,
hilltown-05,Hilltown - 05,hilltown-05,,3226,
hilltown-06,Hilltown - 06,hilltown-06,,3227,
hillyland-tulloch-and-inveralmond-01,"Hillyland, Tulloch and Inveralmond - 01",hillyland-tulloch-and-inveralmond-01,,3228,
hillyland-tulloch-and-inveralmond-02,"Hillyland, Tulloch and Inveralmond - 02",hillyland-tulloch-and-inveralmond-02,,3229,
hillyland-tulloch-and-inveralmond-03,"Hillyland, Tulloch and Inveralmond - 03",hillyland-tulloch-and-inveralmond-03,,3230,
hillyland-tulloch-and-inveralmond-04,"Hillyland, Tulloch and Inveralmond - 04",hillyland-tulloch-and-inveralmond-04,,3231,
hillyland-tulloch-and-inveralmond-05,"Hillyland, Tulloch and Inveralmond - 05",hillyland-tulloch-and-inveralmond-05,,3232,
hillyland-tulloch-and-inveralmond-06,"Hillyland, Tulloch and Inveralmond - 06",hillyland-tulloch-and-inveralmond-06,,3233,
hillyland-tulloch-and-inveralmond-07,"Hillyland, Tulloch and Inveralmond - 07",hillyland-tulloch-and-inveralmond-07,,3234,
hillyland-tulloch-and-inveralmond-08,"Hillyland, Tulloch and Inveralmond - 08",hillyland-tulloch-and-inveralmond-08,,3235,
hilton-01,Hilton - 01,hilton-01,,3236,
hilton-02,Hilton - 02,hilton-02,,3237,
hilton-03,Hilton - 03,hilton-03,,3238,
hilton-04,Hilton - 04,hilton-04,,3239,
hilton-05,Hilton - 05,hilton-05,,3240,
hilton-06,Hilton - 06,hilton-06,,3241,
hilton-07,Hilton - 07,hilton-07,,3242,
hilton-08,Hilton - 08,hilton-08,,3243,
holmston-and-forehill-01,Holmston and Forehill - 01,holmston-and-forehill-01,,3244,
holmston-and-forehill-02,Holmston and Forehill - 02,holmston-and-forehill-02,,3245,
holmston-and-forehill-03,Holmston and Forehill - 03,holmston-and-forehill-03,,3246,
holmston-and-forehill-04,Holmston and Forehill - 04,holmston-and-forehill-04,,3247,
holmston-and-forehill-05,Holmston and Forehill - 05,holmston-and-forehill-05,,3248,
holmston-and-forehill-06,Holmston and Forehill - 06,holmston-and-forehill-06,,3249,
holmston-and-forehill-07,Holmston and Forehill - 07,holmston-and-forehill-07,,3250,
holytown-01,Holytown - 01,holytown-01,,3251,
holytown-02,Holytown - 02,holytown-02,,3252,
holytown-03,Holytown - 03,holytown-03,,3253,
holytown-04,Holytown - 04,holytown-04,,3254,
holytown-05,Holytown - 05,holytown-05,,3255,
holytown-06,Holytown - 06,holytown-06,,3256,
holytown-07,Holytown - 07,holytown-07,,3257,
holytown-08,Holytown - 08,holytown-08,,3258,
houston-north-01,Houston North - 01,houston-north-01,,3259,
houston-north-02,Houston North - 02,houston-north-02,,3260,
houston-north-03,Houston North - 03,houston-north-03,,3261,
houston-north-04,Houston North - 04,houston-north-04,,3262,
houston-south-01,Houston South - 01,houston-south-01,,3263,
houston-south-02,Houston South - 02,houston-south-02,,3264,
houston-south-03,Houston South - 03,houston-south-03,,3265,
houston-south-04,Houston South - 04,houston-south-04,,3266,
howden-01,Howden - 01,howden-01,,3267,
howden-02,Howden - 02,howden-02,,3268,
howden-03,Howden - 03,howden-03,,3269,
howden-04,Howden - 04,howden-04,,3270,
howden-05,Howden - 05,howden-05,,3271,
howden-06,Howden - 06,howden-06,,3272,
howe-of-alford-01,Howe of Alford - 01,howe-of-alford-01,,3273,
howe-of-alford-02,Howe of Alford - 02,howe-of-alford-02,,3274,
howe-of-alford-03,Howe of Alford - 03,howe-of-alford-03,,3275,
howe-of-alford-04,Howe of Alford - 04,howe-of-alford-04,,3276,
howe-of-alford-05,Howe of Alford - 05,howe-of-alford-05,,3277,
howe-of-alford-06,Howe of Alford - 06,howe-of-alford-06,,3278,
howe-of-alford-07,Howe of Alford - 07,howe-of-alford-07,,3279,
howe-of-alford-08,Howe of Alford - 08,howe-of-alford-08,,3280,
howe-of-alford-09,Howe of Alford - 09,howe-of-alford-09,,3281,
hunter-s-quay-01,Hunter's Quay - 01,hunter-s-quay-01,,3282,
hunter-s-quay-02,Hunter's Quay - 02,hunter-s-quay-02,,3283,
hunter-s-quay-03,Hunter's Quay - 03,hunter-s-quay-03,,3284,
hunter-s-quay-04,Hunter's Quay - 04,hunter-s-quay-04,,3285,
hunter-s-quay-05,Hunter's Quay - 05,hunter-s-quay-05,,3286,
hunter-s-quay-06,Hunter's Quay - 06,hunter-s-quay-06,,3287,
hunter-s-quay-07,Hunter's Quay - 07,hunter-s-quay-07,,3288,
huntly-01,Huntly - 01,huntly-01,,3289,
huntly-02,Huntly - 02,huntly-02,,3290,
huntly-03,Huntly - 03,huntly-03,,3291,
huntly-04,Huntly - 04,huntly-04,,3292,
huntly-05,Huntly - 05,huntly-05,,3293,
hyvots-and-gilmerton-01,Hyvots and Gilmerton - 01,hyvots-and-gilmerton-01,,3294,
hyvots-and-gilmerton-02,Hyvots and Gilmerton - 02,hyvots-and-gilmerton-02,,3295,
hyvots-and-gilmerton-03,Hyvots and Gilmerton - 03,hyvots-and-gilmerton-03,,3296,
hyvots-and-gilmerton-04,Hyvots and Gilmerton - 04,hyvots-and-gilmerton-04,,3297,
hyvots-and-gilmerton-05,Hyvots and Gilmerton - 05,hyvots-and-gilmerton-05,,3298,
iz01-01,IZ01 - 01,iz01-01,,3299,
iz01-02,IZ01 - 02,iz01-02,,3300,
iz01-03,IZ01 - 03,iz01-03,,3301,
iz01-04,IZ01 - 04,iz01-04,,3302,
iz01-05,IZ01 - 05,iz01-05,,3303,
iz01-06,IZ01 - 06,iz01-06,,3304,
iz01-07,IZ01 - 07,iz01-07,,3305,
iz02-01,IZ02 - 01,iz02-01,,3306,
iz02-02,IZ02 - 02,iz02-02,,3307,
iz02-03,IZ02 - 03,iz02-03,,3308,
iz02-04,IZ02 - 04,iz02-04,,3309,
iz02-05,IZ02 - 05,iz02-05,,3310,
iz02-06,IZ02 - 06,iz02-06,,3311,
iz02-07,IZ02 - 07,iz02-07,,3312,
iz03-01,IZ03 - 01,iz03-01,,3313,
iz03-02,IZ03 - 02,iz03-02,,3314,
iz03-03,IZ03 - 03,iz03-03,,3315,
iz03-04,IZ03 - 04,iz03-04,,3316,
iz03-05,IZ03 - 05,iz03-05,,3317,
iz03-06,IZ03 - 06,iz03-06,,3318,
iz03-07,IZ03 - 07,iz03-07,,3319,
iz04-01,IZ04 - 01,iz04-01,,3320,
iz04-02,IZ04 - 02,iz04-02,,3321,
iz04-03,IZ04 - 03,iz04-03,,3322,
iz04-04,IZ04 - 04,iz04-04,,3323,
iz04-05,IZ04 - 05,iz04-05,,3324,
iz04-06,IZ04 - 06,iz04-06,,3325,
iz05-01,IZ05 - 01,iz05-01,,3326,
iz05-02,IZ05 - 02,iz05-02,,3327,
iz05-03,IZ05 - 03,iz05-03,,3328,
iz05-04,IZ05 - 04,iz05-04,,3329,
iz05-05,IZ05 - 05,iz05-05,,3330,
iz05-06,IZ05 - 06,iz05-06,,3331,
iz06-01,IZ06 - 01,iz06-01,,3332,
iz06-02,IZ06 - 02,iz06-02,,3333,
iz06-03,IZ06 - 03,iz06-03,,3334,
iz06-04,IZ06 - 04,iz06-04,,3335,
iz06-05,IZ06 - 05,iz06-05,,3336,
iz06-06,IZ06 - 06,iz06-06,,3337,
iz07-01,IZ07 - 01,iz07-01,,3338,
iz07-02,IZ07 - 02,iz07-02,,3339,
iz07-03,IZ07 - 03,iz07-03,,3340,
iz07-04,IZ07 - 04,iz07-04,,3341,
iz07-05,IZ07 - 05,iz07-05,,3342,
iz07-06,IZ07 - 06,iz07-06,,3343,
iz07-07,IZ07 - 07,iz07-07,,3344,
iz08-01,IZ08 - 01,iz08-01,,3345,
iz08-02,IZ08 - 02,iz08-02,,3346,
iz08-03,IZ08 - 03,iz08-03,,3347,
iz08-04,IZ08 - 04,iz08-04,,3348,
iz08-05,IZ08 - 05,iz08-05,,3349,
iz08-06,IZ08 - 06,iz08-06,,3350,
iz08-07,IZ08 - 07,iz08-07,,3351,
iz09-01,IZ09 - 01,iz09-01,,3352,
iz09-02,IZ09 - 02,iz09-02,,3353,
iz09-03,IZ09 - 03,iz09-03,,3354,
iz09-04,IZ09 - 04,iz09-04,,3355,
iz09-05,IZ09 - 05,iz09-05,,3356,
iz09-06,IZ09 - 06,iz09-06,,3357,
iz09-07,IZ09 - 07,iz09-07,,3358,
iz09-08,IZ09 - 08,iz09-08,,3359,
iz10-01,IZ10 - 01,iz10-01,,3360,
iz10-02,IZ10 - 02,iz10-02,,3361,
iz10-03,IZ10 - 03,iz10-03,,3362,
iz10-04,IZ10 - 04,iz10-04,,3363,
iz10-05,IZ10 - 05,iz10-05,,3364,
iz10-06,IZ10 - 06,iz10-06,,3365,
iz10-07,IZ10 - 07,iz10-07,,3366,
iz10-08,IZ10 - 08,iz10-08,,3367,
iz11-01,IZ11 - 01,iz11-01,,3368,
iz11-02,IZ11 - 02,iz11-02,,3369,
iz11-03,IZ11 - 03,iz11-03,,3370,
iz11-04,IZ11 - 04,iz11-04,,3371,
iz11-05,IZ11 - 05,iz11-05,,3372,
iz11-06,IZ11 - 06,iz11-06,,3373,
iz11-07,IZ11 - 07,iz11-07,,3374,
iz11-08,IZ11 - 08,iz11-08,,3375,
iz12-01,IZ12 - 01,iz12-01,,3376,
iz12-02,IZ12 - 02,iz12-02,,3377,
iz12-03,IZ12 - 03,iz12-03,,3378,
iz12-04,IZ12 - 04,iz12-04,,3379,
iz12-05,IZ12 - 05,iz12-05,,3380,
iz12-06,IZ12 - 06,iz12-06,,3381,
iz12-07,IZ12 - 07,iz12-07,,3382,
iz12-08,IZ12 - 08,iz12-08,,3383,
iz13-01,IZ13 - 01,iz13-01,,3384,
iz13-02,IZ13 - 02,iz13-02,,3385,
iz13-03,IZ13 - 03,iz13-03,,3386,
iz13-04,IZ13 - 04,iz13-04,,3387,
iz13-05,IZ13 - 05,iz13-05,,3388,
iz13-06,IZ13 - 06,iz13-06,,3389,
iz13-07,IZ13 - 07,iz13-07,,3390,
iz13-08,IZ13 - 08,iz13-08,,3391,
iz14-01,IZ14 - 01,iz14-01,,3392,
iz14-02,IZ14 - 02,iz14-02,,3393,
iz14-03,IZ14 - 03,iz14-03,,3394,
iz14-04,IZ14 - 04,iz14-04,,3395,
iz14-05,IZ14 - 05,iz14-05,,3396,
iz14-06,IZ14 - 06,iz14-06,,3397,
iz14-07,IZ14 - 07,iz14-07,,3398,
iz15-01,IZ15 - 01,iz15-01,,3399,
iz15-02,IZ15 - 02,iz15-02,,3400,
iz15-03,IZ15 - 03,iz15-03,,3401,
iz15-04,IZ15 - 04,iz15-04,,3402,
iz15-05,IZ15 - 05,iz15-05,,3403,
iz15-06,IZ15 - 06,iz15-06,,3404,
iz15-07,IZ15 - 07,iz15-07,,3405,
iz15-08,IZ15 - 08,iz15-08,,3406,
iz15-09,IZ15 - 09,iz15-09,,3407,
iz16-01,IZ16 - 01,iz16-01,,3408,
iz16-02,IZ16 - 02,iz16-02,,3409,
iz16-03,IZ16 - 03,iz16-03,,3410,
iz16-04,IZ16 - 04,iz16-04,,3411,
iz16-05,IZ16 - 05,iz16-05,,3412,
iz16-06,IZ16 - 06,iz16-06,,3413,
iz17-01,IZ17 - 01,iz17-01,,3414,
iz17-02,IZ17 - 02,iz17-02,,3415,
iz17-03,IZ17 - 03,iz17-03,,3416,
iz17-04,IZ17 - 04,iz17-04,,3417,
iz17-05,IZ17 - 05,iz17-05,,3418,
iz17-06,IZ17 - 06,iz17-06,,3419,
iz17-07,IZ17 - 07,iz17-07,,3420,
iz17-08,IZ17 - 08,iz17-08,,3421,
iz17-09,IZ17 - 09,iz17-09,,3422,
iz18-01,IZ18 - 01,iz18-01,,3423,
iz18-02,IZ18 - 02,iz18-02,,3424,
iz18-03,IZ18 - 03,iz18-03,,3425,
iz18-04,IZ18 - 04,iz18-04,,3426,
iz18-05,IZ18 - 05,iz18-05,,3427,
iz18-06,IZ18 - 06,iz18-06,,3428,
iz19-01,IZ19 - 01,iz19-01,,3429,
iz19-02,IZ19 - 02,iz19-02,,3430,
iz19-03,IZ19 - 03,iz19-03,,3431,
iz19-04,IZ19 - 04,iz19-04,,3432,
iz19-05,IZ19 - 05,iz19-05,,3433,
iz20-01,IZ20 - 01,iz20-01,,3434,
iz20-02,IZ20 - 02,iz20-02,,3435,
iz20-03,IZ20 - 03,iz20-03,,3436,
iz20-04,IZ20 - 04,iz20-04,,3437,
iz20-05,IZ20 - 05,iz20-05,,3438,
iz20-06,IZ20 - 06,iz20-06,,3439,
iz20-07,IZ20 - 07,iz20-07,,3440,
iz21-01,IZ21 - 01,iz21-01,,3441,
iz21-02,IZ21 - 02,iz21-02,,3442,
iz21-03,IZ21 - 03,iz21-03,,3443,
iz21-04,IZ21 - 04,iz21-04,,3444,
iz21-05,IZ21 - 05,iz21-05,,3445,
iz22-01,IZ22 - 01,iz22-01,,3446,
iz22-02,IZ22 - 02,iz22-02,,3447,
iz22-03,IZ22 - 03,iz22-03,,3448,
iz22-04,IZ22 - 04,iz22-04,,3449,
iz22-05,IZ22 - 05,iz22-05,,3450,
iz22-06,IZ22 - 06,iz22-06,,3451,
ibrox-01,Ibrox - 01,ibrox-01,,3452,
ibrox-02,Ibrox - 02,ibrox-02,,3453,
ibrox-03,Ibrox - 03,ibrox-03,,3454,
ibrox-east-and-cessnock-01,Ibrox East and Cessnock - 01,ibrox-east-and-cessnock-01,,3455,
ibrox-east-and-cessnock-02,Ibrox East and Cessnock - 02,ibrox-east-and-cessnock-02,,3456,
ibrox-east-and-cessnock-03,Ibrox East and Cessnock - 03,ibrox-east-and-cessnock-03,,3457,
ibrox-east-and-cessnock-04,Ibrox East and Cessnock - 04,ibrox-east-and-cessnock-04,,3458,
innerleithen-east,Innerleithen - East,innerleithen-east,,3459,
innerleithen-north,Innerleithen - North,innerleithen-north,,3460,
innerleithen-south,Innerleithen - South,innerleithen-south,,3461,
innerleithen-west,Innerleithen - West,innerleithen-west,,3462,
insch-oyne-and-ythanwells-01,"Insch, Oyne and Ythanwells - 01",insch-oyne-and-ythanwells-01,,3463,
insch-oyne-and-ythanwells-02,"Insch, Oyne and Ythanwells - 02",insch-oyne-and-ythanwells-02,,3464,
insch-oyne-and-ythanwells-03,"Insch, Oyne and Ythanwells - 03",insch-oyne-and-ythanwells-03,,3465,
insch-oyne-and-ythanwells-04,"Insch, Oyne and Ythanwells - 04",insch-oyne-and-ythanwells-04,,3466,
insch-oyne-and-ythanwells-05,"Insch, Oyne and Ythanwells - 05",insch-oyne-and-ythanwells-05,,3467,
invergordon-01,Invergordon - 01,invergordon-01,,3468,
invergordon-02,Invergordon - 02,invergordon-02,,3469,
invergordon-03,Invergordon - 03,invergordon-03,,3470,
invergordon-04,Invergordon - 04,invergordon-04,,3471,
invergordon-05,Invergordon - 05,invergordon-05,,3472,
invergordon-06,Invergordon - 06,invergordon-06,,3473,
invergowrie-longforgan-and-abernyte-01,"Invergowrie, Longforgan and Abernyte - 01",invergowrie-longforgan-and-abernyte-01,,3474,
invergowrie-longforgan-and-abernyte-02,"Invergowrie, Longforgan and Abernyte - 02",invergowrie-longforgan-and-abernyte-02,,3475,
invergowrie-longforgan-and-abernyte-03,"Invergowrie, Longforgan and Abernyte - 03",invergowrie-longforgan-and-abernyte-03,,3476,
invergowrie-longforgan-and-abernyte-04,"Invergowrie, Longforgan and Abernyte - 04",invergowrie-longforgan-and-abernyte-04,,3477,
inverkeithing-belleknowes,Inverkeithing Belleknowes,inverkeithing-belleknowes,,3478,
inverkeithing-jamestown,Inverkeithing Jamestown,inverkeithing-jamestown,,3479,
inverkeithing-north-east,Inverkeithing North East,inverkeithing-north-east,,3480,
inverkeithing-spencerfield-north,Inverkeithing Spencerfield North,inverkeithing-spencerfield-north,,3481,
inverkeithing-spencerfield-south,Inverkeithing Spencerfield South,inverkeithing-spencerfield-south,,3482,
