AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Value,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
UK,United Kingdom,Country,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2020,609667.0,Pounds,£,na,na,,1,
TLB,England,ITL Level 1,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2020,490922.0,Pounds,£,na,na,,1,
TLC,North East,ITL Level 1,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2020,17962.0,Pounds,£,na,na,,1,
TLC1,Tees Valley and Durham,ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2020,9298.0,Pounds,£,na,na,,1,
na,Tees Valley Combined Authority,Combined Authority or City Region,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2020,6340.0,Pounds,£,na,na,,1,
TLC11,Hartlepool and Stockton-on-Tees,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2020,5028.0,Pounds,£,na,na,,1,
TLC12,South Teesside,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2020,1092.0,Pounds,£,na,na,,1,
TLC13,Darlington,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2020,220.0,Pounds,£,na,na,,1,
TLC14,Durham,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2020,2957.0,Pounds,£,na,na,,1,
TLC2,"Northumberland, and Tyne and Wear",ITL Level 2,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2020,8665.0,Pounds,£,na,na,,1,
na,North of Tyne Combined Authority,Combined Authority or City Region,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2020,3770.0,Pounds,£,na,na,,1,
TLC21,Northumberland,ITL Level 3,Total value of UK exports,Total value of UK exports,Mission 1,"Boosting productivity, pay, jobs and living standards",2020,1253.0,Pounds,£,na,na,,1,
