Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description
inward-foreign-direct-investment-fdi,Inward foreign direct investment (FDI),inward-foreign-direct-investment-fdi,,0,
outward-foreign-direct-investment-fdi,Outward foreign direct investment (FDI),outward-foreign-direct-investment-fdi,,1,
