Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
e47000001,E47000001,e47000001,,0,,http://statistics.data.gov.uk/id/statistical-geography/E47000001
e47000002,E47000002,e47000002,,1,,http://statistics.data.gov.uk/id/statistical-geography/E47000002
e47000003,E47000003,e47000003,,2,,http://statistics.data.gov.uk/id/statistical-geography/E47000003
e47000004,E47000004,e47000004,,3,,http://statistics.data.gov.uk/id/statistical-geography/E47000004
e47000006,E47000006,e47000006,,4,,http://statistics.data.gov.uk/id/statistical-geography/E47000006
e47000007,E47000007,e47000007,,5,,http://statistics.data.gov.uk/id/statistical-geography/E47000007
e47000008,E47000008,e47000008,,6,,http://statistics.data.gov.uk/id/statistical-geography/E47000008
e47000009,E47000009,e47000009,,7,,http://statistics.data.gov.uk/id/statistical-geography/E47000009
e47000011,E47000011,e47000011,,8,,http://statistics.data.gov.uk/id/statistical-geography/E47000011
k02000001,K02000001,k02000001,,9,,http://statistics.data.gov.uk/id/statistical-geography/K02000001
k99000001,K99000001,k99000001,,10,,http://statistics.data.gov.uk/id/statistical-geography/K99000001
tlc,TLC,tlc,,11,,http://statistics.data.gov.uk/id/statistical-geography/TLC
tlc1,TLC1,tlc1,,12,,http://statistics.data.gov.uk/id/statistical-geography/TLC1
tlc2,TLC2,tlc2,,13,,http://statistics.data.gov.uk/id/statistical-geography/TLC2
tld,TLD,tld,,14,,http://statistics.data.gov.uk/id/statistical-geography/TLD
tld1,TLD1,tld1,,15,,http://statistics.data.gov.uk/id/statistical-geography/TLD1
tld3,TLD3,tld3,,16,,http://statistics.data.gov.uk/id/statistical-geography/TLD3
tld4,TLD4,tld4,,17,,http://statistics.data.gov.uk/id/statistical-geography/TLD4
tld6,TLD6,tld6,,18,,http://statistics.data.gov.uk/id/statistical-geography/TLD6
tld7,TLD7,tld7,,19,,http://statistics.data.gov.uk/id/statistical-geography/TLD7
tle,TLE,tle,,20,,http://statistics.data.gov.uk/id/statistical-geography/TLE
tle1,TLE1,tle1,,21,,http://statistics.data.gov.uk/id/statistical-geography/TLE1
tle2,TLE2,tle2,,22,,http://statistics.data.gov.uk/id/statistical-geography/TLE2
tle3,TLE3,tle3,,23,,http://statistics.data.gov.uk/id/statistical-geography/TLE3
tle4,TLE4,tle4,,24,,http://statistics.data.gov.uk/id/statistical-geography/TLE4
tlf,TLF,tlf,,25,,http://statistics.data.gov.uk/id/statistical-geography/TLF
tlf1,TLF1,tlf1,,26,,http://statistics.data.gov.uk/id/statistical-geography/TLF1
tlf2,TLF2,tlf2,,27,,http://statistics.data.gov.uk/id/statistical-geography/TLF2
tlf3,TLF3,tlf3,,28,,http://statistics.data.gov.uk/id/statistical-geography/TLF3
tlg,TLG,tlg,,29,,http://statistics.data.gov.uk/id/statistical-geography/TLG
tlg1,TLG1,tlg1,,30,,http://statistics.data.gov.uk/id/statistical-geography/TLG1
tlg2,TLG2,tlg2,,31,,http://statistics.data.gov.uk/id/statistical-geography/TLG2
