Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
tlg3,TLG3,tlg3,,32,,http://statistics.data.gov.uk/id/statistical-geography/TLG3
tlh,TLH,tlh,,33,,http://statistics.data.gov.uk/id/statistical-geography/TLH
tlh1,TLH1,tlh1,,34,,http://statistics.data.gov.uk/id/statistical-geography/TLH1
tlh2,TLH2,tlh2,,35,,http://statistics.data.gov.uk/id/statistical-geography/TLH2
tlh3,TLH3,tlh3,,36,,http://statistics.data.gov.uk/id/statistical-geography/TLH3
tli,TLI,tli,,37,,http://statistics.data.gov.uk/id/statistical-geography/TLI
tli3,TLI3,tli3,,38,,http://statistics.data.gov.uk/id/statistical-geography/TLI3
tli4,TLI4,tli4,,39,,http://statistics.data.gov.uk/id/statistical-geography/TLI4
tli5,TLI5,tli5,,40,,http://statistics.data.gov.uk/id/statistical-geography/TLI5
tli6,TLI6,tli6,,41,,http://statistics.data.gov.uk/id/statistical-geography/TLI6
tli7,TLI7,tli7,,42,,http://statistics.data.gov.uk/id/statistical-geography/TLI7
tlj,TLJ,tlj,,43,,http://statistics.data.gov.uk/id/statistical-geography/TLJ
tlj1,TLJ1,tlj1,,44,,http://statistics.data.gov.uk/id/statistical-geography/TLJ1
tlj2,TLJ2,tlj2,,45,,http://statistics.data.gov.uk/id/statistical-geography/TLJ2
tlj3,TLJ3,tlj3,,46,,http://statistics.data.gov.uk/id/statistical-geography/TLJ3
tlj4,TLJ4,tlj4,,47,,http://statistics.data.gov.uk/id/statistical-geography/TLJ4
tlk,TLK,tlk,,48,,http://statistics.data.gov.uk/id/statistical-geography/TLK
tlk1,TLK1,tlk1,,49,,http://statistics.data.gov.uk/id/statistical-geography/TLK1
tlk2,TLK2,tlk2,,50,,http://statistics.data.gov.uk/id/statistical-geography/TLK2
tlk3,TLK3,tlk3,,51,,http://statistics.data.gov.uk/id/statistical-geography/TLK3
tlk4,TLK4,tlk4,,52,,http://statistics.data.gov.uk/id/statistical-geography/TLK4
tll,TLL,tll,,53,,http://statistics.data.gov.uk/id/statistical-geography/TLL
tll1,TLL1,tll1,,54,,http://statistics.data.gov.uk/id/statistical-geography/TLL1
tll2,TLL2,tll2,,55,,http://statistics.data.gov.uk/id/statistical-geography/TLL2
tlm,TLM,tlm,,56,,http://statistics.data.gov.uk/id/statistical-geography/TLM
tlm5,TLM5,tlm5,,57,,http://statistics.data.gov.uk/id/statistical-geography/TLM5
tlm6,TLM6,tlm6,,58,,http://statistics.data.gov.uk/id/statistical-geography/TLM6
tlm7,TLM7,tlm7,,59,,http://statistics.data.gov.uk/id/statistical-geography/TLM7
tlm8,TLM8,tlm8,,60,,http://statistics.data.gov.uk/id/statistical-geography/TLM8
tlm9,TLM9,tlm9,,61,,http://statistics.data.gov.uk/id/statistical-geography/TLM9
tln,TLN,tln,,62,,http://statistics.data.gov.uk/id/statistical-geography/TLN
w42000001,W42000001,w42000001,,63,,http://statistics.data.gov.uk/id/statistical-geography/W42000001
w42000004,W42000004,w42000004,,64,,http://statistics.data.gov.uk/id/statistical-geography/W42000004
na,na,na,,65,,http://statistics.data.gov.uk/id/statistical-geography/na
