indicator,areacd,areanm,geography,observation,unit,measure,period,lower_confidence_interval_95,upper_confidence_interval_95,observation_status
inward-foreign-direct-investment-fdi,e47000008,cambridgeshire-and-peterborough,combined-authority-or-city-region,15029.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlh2,bedfordshire-and-hertfordshire,itl-level-2,39855.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlh2,bedfordshire-and-hertfordshire,itl-level-2,49158.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlh2,bedfordshire-and-hertfordshire,itl-level-2,40397.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlh2,bedfordshire-and-hertfordshire,itl-level-2,25627.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlh2,bedfordshire-and-hertfordshire,itl-level-2,48638.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlh2,bedfordshire-and-hertfordshire,itl-level-2,16343.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlh2,bedfordshire-and-hertfordshire,itl-level-2,39071.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlh3,essex,itl-level-2,12519.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlh3,essex,itl-level-2,11299.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlh3,essex,itl-level-2,11065.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlh3,essex,itl-level-2,13182.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlh3,essex,itl-level-2,11902.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlh3,essex,itl-level-2,9757.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlh3,essex,itl-level-2,12509.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tli,london,itl-level-1,453476.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tli,london,itl-level-1,565190.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tli,london,itl-level-1,671721.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tli,london,itl-level-1,683412.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tli,london,itl-level-1,924571.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tli,london,itl-level-1,907427.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tli,london,itl-level-1,412697.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tli3,inner-london-west,itl-level-2,620556.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tli3,inner-london-west,itl-level-2,256636.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tli3,inner-london-west,itl-level-2,364507.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tli3,inner-london-west,itl-level-2,446100.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tli3,inner-london-west,itl-level-2,439323.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tli3,inner-london-west,itl-level-2,622487.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tli3,inner-london-west,itl-level-2,239276.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tli4,inner-london-east,itl-level-2,128175.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tli4,inner-london-east,itl-level-2,118872.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tli4,inner-london-east,itl-level-2,151617.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tli4,inner-london-east,itl-level-2,209583.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tli4,inner-london-east,itl-level-2,185788.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tli4,inner-london-east,itl-level-2,169275.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tli4,inner-london-east,itl-level-2,142498.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tli5,outer-london-east-and-north-east,itl-level-2,10527.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tli5,outer-london-east-and-north-east,itl-level-2,7584.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tli5,outer-london-east-and-north-east,itl-level-2,8732.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tli5,outer-london-east-and-north-east,itl-level-2,7226.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tli5,outer-london-east-and-north-east,itl-level-2,6916.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tli5,outer-london-east-and-north-east,itl-level-2,6346.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tli5,outer-london-east-and-north-east,itl-level-2,9545.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tli6,outer-london-south,itl-level-2,11275.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tli6,outer-london-south,itl-level-2,12983.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tli6,outer-london-south,itl-level-2,11876.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tli6,outer-london-south,itl-level-2,7767.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tli6,outer-london-south,itl-level-2,8056.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tli6,outer-london-south,itl-level-2,8299.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tli6,outer-london-south,itl-level-2,9871.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tli7,outer-london-west-and-north-west,itl-level-2,53693.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tli7,outer-london-west-and-north-west,itl-level-2,39905.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tli7,outer-london-west-and-north-west,itl-level-2,34073.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tli7,outer-london-west-and-north-west,itl-level-2,64520.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tli7,outer-london-west-and-north-west,itl-level-2,55955.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tli7,outer-london-west-and-north-west,itl-level-2,69972.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tli7,outer-london-west-and-north-west,itl-level-2,78680.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlj,south-east-england,itl-level-1,121158.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlj,south-east-england,itl-level-1,120903.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlj,south-east-england,itl-level-1,186446.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlj,south-east-england,itl-level-1,187532.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlj,south-east-england,itl-level-1,218126.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlj,south-east-england,itl-level-1,289387.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlj,south-east-england,itl-level-1,340538.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlj1,berkshire-buckinghamshire-and-oxfordshire,itl-level-2,43773.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlj1,berkshire-buckinghamshire-and-oxfordshire,itl-level-2,51237.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlj1,berkshire-buckinghamshire-and-oxfordshire,itl-level-2,83326.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlj1,berkshire-buckinghamshire-and-oxfordshire,itl-level-2,86727.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlj1,berkshire-buckinghamshire-and-oxfordshire,itl-level-2,113980.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlj1,berkshire-buckinghamshire-and-oxfordshire,itl-level-2,157293.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlj1,berkshire-buckinghamshire-and-oxfordshire,itl-level-2,198684.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlj2,surrey-east-and-west-sussex,itl-level-2,45943.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlj2,surrey-east-and-west-sussex,itl-level-2,42295.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlj2,surrey-east-and-west-sussex,itl-level-2,58361.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlj2,surrey-east-and-west-sussex,itl-level-2,53656.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlj2,surrey-east-and-west-sussex,itl-level-2,45072.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlj2,surrey-east-and-west-sussex,itl-level-2,57070.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlj2,surrey-east-and-west-sussex,itl-level-2,58935.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlj3,hampshire-and-isle-of-wight,itl-level-2,20342.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlj3,hampshire-and-isle-of-wight,itl-level-2,16868.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlj3,hampshire-and-isle-of-wight,itl-level-2,50920.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlj3,hampshire-and-isle-of-wight,itl-level-2,59414.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlj3,hampshire-and-isle-of-wight,itl-level-2,45209.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlj3,hampshire-and-isle-of-wight,itl-level-2,33398.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlj3,hampshire-and-isle-of-wight,itl-level-2,35269.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlj4,kent,itl-level-2,11880.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlj4,kent,itl-level-2,15610.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlj4,kent,itl-level-2,10844.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlj4,kent,itl-level-2,10758.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlj4,kent,itl-level-2,13865.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlj4,kent,itl-level-2,11360.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlj4,kent,itl-level-2,32000.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlk,south-west-england,itl-level-1,83533.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlk,south-west-england,itl-level-1,70768.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlk,south-west-england,itl-level-1,74555.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlk,south-west-england,itl-level-1,60046.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlk,south-west-england,itl-level-1,61899.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlk,south-west-england,itl-level-1,56666.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlk,south-west-england,itl-level-1,65377.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlk1,gloucestershire-wiltshire-and-bath/bristol-area,itl-level-2,60584.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlk1,gloucestershire-wiltshire-and-bath/bristol-area,itl-level-2,43620.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlk1,gloucestershire-wiltshire-and-bath/bristol-area,itl-level-2,39451.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlk1,gloucestershire-wiltshire-and-bath/bristol-area,itl-level-2,38693.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlk1,gloucestershire-wiltshire-and-bath/bristol-area,itl-level-2,36546.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlk1,gloucestershire-wiltshire-and-bath/bristol-area,itl-level-2,71801.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlk1,gloucestershire-wiltshire-and-bath/bristol-area,itl-level-2,49713.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,e47000009,west-of-england,combined-authority-or-city-region,16144.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,e47000009,west-of-england,combined-authority-or-city-region,14972.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,e47000009,west-of-england,combined-authority-or-city-region,16531.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,e47000009,west-of-england,combined-authority-or-city-region,16820.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,e47000009,west-of-england,combined-authority-or-city-region,32272.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,e47000009,west-of-england,combined-authority-or-city-region,21684.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,e47000009,west-of-england,combined-authority-or-city-region,42821.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlk2,dorset-and-somerset,itl-level-2,8856.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlk2,dorset-and-somerset,itl-level-2,17030.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlk2,dorset-and-somerset,itl-level-2,15233.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlk2,dorset-and-somerset,itl-level-2,15238.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlk2,dorset-and-somerset,itl-level-2,12287.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlk2,dorset-and-somerset,itl-level-2,7481.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlk2,dorset-and-somerset,itl-level-2,16846.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlk3,cornwall-and-isles-of-scilly,itl-level-2,1690.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlk3,cornwall-and-isles-of-scilly,itl-level-2,1315.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlk3,cornwall-and-isles-of-scilly,itl-level-2,1596.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlk3,cornwall-and-isles-of-scilly,itl-level-2,1237.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlk3,cornwall-and-isles-of-scilly,itl-level-2,900.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlk3,cornwall-and-isles-of-scilly,itl-level-2,1306.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlk3,cornwall-and-isles-of-scilly,itl-level-2,1313.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlk4,devon,itl-level-2,3351.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlk4,devon,itl-level-2,6143.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlk4,devon,itl-level-2,6372.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlk4,devon,itl-level-2,4047.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlk4,devon,itl-level-2,3413.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlk4,devon,itl-level-2,2903.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlk4,devon,itl-level-2,3878.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tll,wales,itl-level-1,21993.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tll,wales,itl-level-1,17986.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tll,wales,itl-level-1,22737.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tll,wales,itl-level-1,20410.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tll,wales,itl-level-1,34033.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tll,wales,itl-level-1,41900.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tll,wales,itl-level-1,45835.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tll1,west-wales-and-the-valleys,itl-level-2,10581.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tll1,west-wales-and-the-valleys,itl-level-2,9327.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tll1,west-wales-and-the-valleys,itl-level-2,12677.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tll1,west-wales-and-the-valleys,itl-level-2,7721.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tll1,west-wales-and-the-valleys,itl-level-2,9895.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tll1,west-wales-and-the-valleys,itl-level-2,10702.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tll1,west-wales-and-the-valleys,itl-level-2,9288.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,w42000004,swansea-bay-city-region,combined-authority-or-city-region,3602.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,w42000004,swansea-bay-city-region,combined-authority-or-city-region,7099.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,w42000004,swansea-bay-city-region,combined-authority-or-city-region,4214.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,w42000004,swansea-bay-city-region,combined-authority-or-city-region,5029.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,w42000004,swansea-bay-city-region,combined-authority-or-city-region,4233.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,w42000004,swansea-bay-city-region,combined-authority-or-city-region,4300.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,w42000004,swansea-bay-city-region,combined-authority-or-city-region,3338.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tll2,east-wales,itl-level-2,12666.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tll2,east-wales,itl-level-2,12842.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tll2,east-wales,itl-level-2,9708.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tll2,east-wales,itl-level-2,33159.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tll2,east-wales,itl-level-2,10265.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tll2,east-wales,itl-level-2,23452.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tll2,east-wales,itl-level-2,32612.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,w42000001,cardiff-capital-region,combined-authority-or-city-region,10194.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,w42000001,cardiff-capital-region,combined-authority-or-city-region,32872.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,w42000001,cardiff-capital-region,combined-authority-or-city-region,7390.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,w42000001,cardiff-capital-region,combined-authority-or-city-region,12214.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,w42000001,cardiff-capital-region,combined-authority-or-city-region,9005.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,w42000001,cardiff-capital-region,combined-authority-or-city-region,9139.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,w42000001,cardiff-capital-region,combined-authority-or-city-region,30181.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlm,scotland,itl-level-1,57650.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlm,scotland,itl-level-1,75165.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlm,scotland,itl-level-1,96863.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlm,scotland,itl-level-1,80510.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlm,scotland,itl-level-1,88494.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlm,scotland,itl-level-1,86957.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlm,scotland,itl-level-1,83291.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlm5,north-eastern-scotland,itl-level-2,29332.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlm5,north-eastern-scotland,itl-level-2,21699.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlm5,north-eastern-scotland,itl-level-2,24456.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlm5,north-eastern-scotland,itl-level-2,1828.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlm5,north-eastern-scotland,itl-level-2,21419.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlm5,north-eastern-scotland,itl-level-2,16078.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlm5,north-eastern-scotland,itl-level-2,26942.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,na,aberdeen-city-region,combined-authority-or-city-region,26942.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,na,aberdeen-city-region,combined-authority-or-city-region,29332.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,na,aberdeen-city-region,combined-authority-or-city-region,21699.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,na,aberdeen-city-region,combined-authority-or-city-region,21419.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,na,aberdeen-city-region,combined-authority-or-city-region,16078.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,na,aberdeen-city-region,combined-authority-or-city-region,1828.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,na,aberdeen-city-region,combined-authority-or-city-region,24456.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlm6,highlands-and-islands,itl-level-2,2995.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlm6,highlands-and-islands,itl-level-2,2532.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlm6,highlands-and-islands,itl-level-2,1683.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlm6,highlands-and-islands,itl-level-2,2440.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlm6,highlands-and-islands,itl-level-2,2046.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlm6,highlands-and-islands,itl-level-2,1918.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlm6,highlands-and-islands,itl-level-2,2208.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlm7,eastern-scotland,itl-level-2,28015.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlm7,eastern-scotland,itl-level-2,33173.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlm7,eastern-scotland,itl-level-2,24363.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlm7,eastern-scotland,itl-level-2,36262.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlm7,eastern-scotland,itl-level-2,23383.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlm7,eastern-scotland,itl-level-2,21541.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlm7,eastern-scotland,itl-level-2,29729.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,na,edinburgh-and-south-east-scotland-city-region,combined-authority-or-city-region,23149.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,na,edinburgh-and-south-east-scotland-city-region,combined-authority-or-city-region,30941.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,na,edinburgh-and-south-east-scotland-city-region,combined-authority-or-city-region,19015.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,na,edinburgh-and-south-east-scotland-city-region,combined-authority-or-city-region,29602.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,na,edinburgh-and-south-east-scotland-city-region,combined-authority-or-city-region,23944.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,na,edinburgh-and-south-east-scotland-city-region,combined-authority-or-city-region,25905.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,na,edinburgh-and-south-east-scotland-city-region,combined-authority-or-city-region,20405.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlm8,west-central-scotland,itl-level-2,18346.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlm8,west-central-scotland,itl-level-2,22400.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlm8,west-central-scotland,itl-level-2,27253.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlm8,west-central-scotland,itl-level-2,26317.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlm8,west-central-scotland,itl-level-2,31493.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlm8,west-central-scotland,itl-level-2,27294.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlm8,west-central-scotland,itl-level-2,26718.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,na,glasgow-city-region,combined-authority-or-city-region,29363.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,na,glasgow-city-region,combined-authority-or-city-region,20792.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,na,glasgow-city-region,combined-authority-or-city-region,24022.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,na,glasgow-city-region,combined-authority-or-city-region,29960.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,na,glasgow-city-region,combined-authority-or-city-region,34165.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,na,glasgow-city-region,combined-authority-or-city-region,30477.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,na,glasgow-city-region,combined-authority-or-city-region,29328.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tlm9,southern-scotland,itl-level-2,6065.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tlm9,southern-scotland,itl-level-2,4216.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tlm9,southern-scotland,itl-level-2,3837.0,£ million,Pounds,2017,,,
inward-foreign-direct-investment-fdi,tlm9,southern-scotland,itl-level-2,3690.0,£ million,Pounds,2018,,,
inward-foreign-direct-investment-fdi,tlm9,southern-scotland,itl-level-2,5250.0,£ million,Pounds,2019,,,
inward-foreign-direct-investment-fdi,tlm9,southern-scotland,itl-level-2,6365.0,£ million,Pounds,2020,,,
inward-foreign-direct-investment-fdi,tlm9,southern-scotland,itl-level-2,5645.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tln,northern-ireland,itl-level-1,17333.0,£ million,Pounds,2016,,,
inward-foreign-direct-investment-fdi,tln,northern-ireland,itl-level-1,18388.0,£ million,Pounds,2015,,,
inward-foreign-direct-investment-fdi,tln,northern-ireland,itl-level-1,19153.0,£ million,Pounds,2021,,,
inward-foreign-direct-investment-fdi,tln,northern-ireland,itl-level-1,14262.0,£ million,Pounds,2020,,,
