AREANM,AREACD,Period,Observation
hillsborough_1,95ss15s1,1998,17.466
hillsborough_2,95ss15s2,1998,49.937
kilwee_1,95ss16s1,1998,3.755
kilwee_2,95ss16s2,1998,8.121
knockmore_1,95ss17s1,1998,191.069
knockmore_2,95ss17s2,1998,0.108
lagan-valley_1,95ss18s1,1998,2.313
lagan-valley_2,95ss18s2,1998,41.77
lambeg_1,95ss19s1,1998,1.969
lambeg_2,95ss19s2,1998,6.607
lisnagarvey,95ss20w1,1998,33.034
maghaberry_1,95ss21s1,1998,13.203
maghaberry_2,95ss21s2,1998,28.665
magheralave_1,95ss22s1,1998,4.075
magheralave_2,95ss22s2,1998,5.227
maze_1,95ss23s1,1998,15.022
maze_2,95ss23s2,1998,5.057
moira_1,95ss24s1,1998,17.536
moira_2,95ss24s2,1998,14.29
old-warren,95ss25w1,1998,8.045
poleglass_1,95ss26s1,1998,2.934
poleglass_2,95ss26s2,1998,1.533
seymour-hill,95ss27w1,1998,15.494
tonagh,95ss28w1,1998,38.934
twinbrook_1,95ss29s1,1998,1.653
twinbrook_2,95ss29s2,1998,2.305
wallace-park_1,95ss30s1,1998,25.845
wallace-park_2,95ss30s2,1998,11.962
ballymaguigan,95tt01w1,1998,67.398
bellaghy,95tt02w1,1998,17.026
castledawson_1,95tt03s1,1998,7.277
castledawson_2,95tt03s2,1998,12.04
draperstown,95tt04w1,1998,44.742
glebe_1_magherafelt,95tt05s1,1998,32.318
glebe_2_magherafelt,95tt05s2,1998,24.259
gulladuff,95tt06w1,1998,16.681
knockcloghrim,95tt07w1,1998,17.977
lecumpher,95tt08w1,1998,20.918
lower-glenshane_1,95tt09s1,1998,12.128
lower-glenshane_2,95tt09s2,1998,3.826
maghera,95tt10w1,1998,27.534
swatragh_1,95tt11s1,1998,8.034
swatragh_2,95tt11s2,1998,6.67
tobermore,95tt12w1,1998,16.652
town-parks-east_1,95tt13s1,1998,13.137
town-parks-east_2,95tt13s2,1998,9.133
town-parks-west,95tt14w1,1998,18.792
upperlands,95tt15w1,1998,14.232
valley,95tt16w1,1998,7.599
dalriada,95uu06w1,1998,5.566
glenariff,95uu09w1,1998,11.225
knocklayd,95uu14w1,1998,4.684
armoy_-_moss-side-and-moyarget,95uu99c1,1998,6.367
ballylough_-_bushmills,95uu99c2,1998,34.16
bonamargy-and-rathlin_-_glenshesk,95uu99c3,1998,19.098
carnmoon_-_dunseverick,95uu99c4,1998,15.534
glenaan_-_glendun,95uu99c5,1998,8.976
glentaisie_-_kinbane,95uu99c6,1998,14.455
annalong_1,95vv01s1,1998,5.539
annalong_2,95vv01s2,1998,3.457
ballybot,95vv02w1,1998,18.7
bessbrook,95vv03w1,1998,8.611
binnian,95vv04w1,1998,15.373
burren-and-kilbroney_1,95vv05s1,1998,3.167
burren-and-kilbroney_2,95vv05s2,1998,19.734
camlough,95vv06w1,1998,25.571
clonallan_1,95vv07s1,1998,24.82
clonallan_2,95vv07s2,1998,19.366
creggan,95vv08w1,1998,7.031
crossmaglen,95vv09w1,1998,14.371
daisy-hill_1,95vv10s1,1998,5.333
daisy-hill_2,95vv10s2,1998,69.999
derryleckagh_1,95vv11s1,1998,3.84
derryleckagh_2,95vv11s2,1998,14.831
derrymore_1,95vv12s1,1998,30.935
derrymore_2,95vv12s2,1998,6.302
donaghmore_1,95vv13s1,1998,5.141
donaghmore_2,95vv13s2,1998,18.965
drumalane_1,95vv14s1,1998,39.358
drumalane_2,95vv14s2,1998,16.271
drumgullion_1,95vv15s1,1998,14.874
drumgullion_2,95vv15s2,1998,47.235
fathom,95vv16w1,1998,22.843
forkhill_1,95vv17s1,1998,5.265
forkhill_2,95vv17s2,1998,4.99
kilkeel-central_1,95vv18s1,1998,47.584
kilkeel-central_2,95vv18s2,1998,11.998
kilkeel-south_1,95vv19s1,1998,3.555
kilkeel-south_2,95vv19s2,1998,2.37
lisnacree,95vv20w1,1998,13.557
mayobridge_1,95vv21s1,1998,9.178
mayobridge_2,95vv21s2,1998,5.014
newtownhamilton,95vv22w1,1998,16.4
rostrevor,95vv23w1,1998,16.634
seaview_1,95vv24s1,1998,7.483
seaview_2,95vv24s2,1998,7.412
silver-bridge_1,95vv25s1,1998,3.852
silver-bridge_2,95vv25s2,1998,2.963
spelga,95vv26w1,1998,16.401
st-mary-s,95vv27w1,1998,61.321
st-patrick-s_1,95vv28s1,1998,5.333
st-patrick-s_2,95vv28s2,1998,19.711
tullyhappy,95vv29w1,1998,57.296
windsor-hill_1,95vv30s1,1998,36.362
windsor-hill_2,95vv30s2,1998,4.429
abbey_1,95ww01s1,1998,23.945
abbey_2,95ww01s2,1998,11.001
ballyclare-north_1,95ww02s1,1998,9.466
ballyclare-north_2,95ww02s2,1998,4.959
ballyclare-south_1,95ww03s1,1998,21.127
ballyclare-south_2,95ww03s2,1998,4.545
ballyduff_1,95ww04s1,1998,0.58
ballyduff_2,95ww04s2,1998,0.58
ballyhenry_1,95ww05s1,1998,3.278
ballyhenry_2,95ww05s2,1998,10.753
ballynure_1,95ww06s1,1998,19.074
ballynure_2,95ww06s2,1998,11.985
ballyrobert_1,95ww07s1,1998,38.418
ballyrobert_2,95ww07s2,1998,21.006
burnthill_1,95ww08s1,1998,0.05
burnthill_2,95ww08s2,1998,3.248
carnmoney_1,95ww09s1,1998,4.867
carnmoney_2,95ww09s2,1998,6.568
cloughfern_1,95ww10s1,1998,6.927
cloughfern_2,95ww10s2,1998,4.814
collinbridge_1,95ww11s1,1998,6.187
collinbridge_2,95ww11s2,1998,12.961
coole,95ww12w1,1998,8.391
doagh_1,95ww13s1,1998,26.729
doagh_2,95ww13s2,1998,15.257
dunanney,95ww14w1,1998,11.863
glebe_1_newtownabbey,95ww15s1,1998,16.338
glebe_2_newtownabbey,95ww15s2,1998,4.592
glengormley_1,95ww16s1,1998,8.226
glengormley_2,95ww16s2,1998,5.192
hawthorne,95ww17w1,1998,12.695
hightown,95ww18w1,1998,13.286
jordanstown_1,95ww19s1,1998,7.243
jordanstown_2,95ww19s2,1998,5.789
jordanstown_3,95ww19s3,1998,6.603
mallusk_1,95ww20s1,1998,21.858
mallusk_2,95ww20s2,1998,285.361
mallusk_3,95ww20s3,1998,28.378
monkstown_1,95ww21s1,1998,16.23
monkstown_2,95ww21s2,1998,4.578
mossley_1,95ww22s1,1998,12.048
mossley_2,95ww22s2,1998,1.921
rostulla_1,95ww23s1,1998,7.842
rostulla_2,95ww23s2,1998,48.011
valley_1,95ww24s1,1998,28.967
valley_2,95ww24s2,1998,27.656
whitehouse,95ww25w1,1998,8.537
ballycrochan_1,95xx01s1,1998,0.765
ballycrochan_2,95xx01s2,1998,4.809
ballycrochan_3,95xx01s3,1998,3.387
ballyholme,95xx02w1,1998,13.582
ballymaconnell_1,95xx03s1,1998,5.756
ballymaconnell_2,95xx03s2,1998,5.345
ballymagee_1,95xx04s1,1998,3.618
ballymagee_2,95xx04s2,1998,4.514
bangor-castle,95xx05w1,1998,65.074
bloomfield_1_northdown,95xx06s1,1998,61.672
bloomfield_2_northdown,95xx06s2,1998,9.36
broadway_1,95xx07s1,1998,3.811
broadway_2,95xx07s2,1998,4.55
bryansburn_1,95xx08s1,1998,7.129
bryansburn_2,95xx08s2,1998,13.616
churchill_1,95xx09s1,1998,5.681
churchill_2,95xx09s2,1998,5.852
clandeboye_1,95xx10s1,1998,7.017
clandeboye_2,95xx10s2,1998,20.293
clandeboye_3,95xx10s3,1998,4.239
conlig_1,95xx11s1,1998,7.097
conlig_2,95xx11s2,1998,140.645
conlig_3,95xx11s3,1998,2.608
craigavad,95xx12w1,1998,20.288
crawfordsburn,95xx13w1,1998,10.831
cultra,95xx14w1,1998,15.79
dufferin,95xx15w1,1998,4.716
groomsport,95xx16w1,1998,6.357
harbour_1,95xx17s1,1998,36.341
harbour_2,95xx17s2,1998,6.298
holywood-demesne,95xx18w1,1998,68.795
holywood-priory,95xx19w1,1998,22.117
loughview_1,95xx20s1,1998,4.473
loughview_2,95xx20s2,1998,4.673
princetown,95xx21w1,1998,10.135
rathgael,95xx22w1,1998,5.845
silverstream,95xx23w1,1998,5.73
springhill_1,95xx24s1,1998,0.922
springhill_2,95xx24s2,1998,5.979
whitehill,95xx25w1,1998,2.928
beragh,95yy01w1,1998,45.325
camowen,95yy02w1,1998,11.203
clanabogan,95yy03w1,1998,9.87
coolnagard,95yy04w1,1998,32.013
dergmoney,95yy05w1,1998,58.753
dromore,95yy06w1,1998,22.396
drumnakilly,95yy07w1,1998,18.678
drumquin,95yy08w1,1998,9.701
drumragh,95yy09w1,1998,62.611
fairy-water,95yy10w1,1998,13.401
fintona,95yy11w1,1998,12.058
gortin,95yy12w1,1998,35.615
gortrush_1,95yy13s1,1998,0.455
gortrush_2,95yy13s2,1998,31.547
killyclogher_1,95yy14s1,1998,8.538
killyclogher_2,95yy14s2,1998,1.629
lisanelly_1,95yy15s1,1998,47.603
lisanelly_2,95yy15s2,1998,2.747
newtownsaville,95yy16w1,1998,16.92
owenkillew,95yy17w1,1998,5.836
sixmilecross,95yy18w1,1998,6.175
strule,95yy19w1,1998,13.883
termon,95yy20w1,1998,23.228
trillick,95yy21w1,1998,11.912
artigarvan,95zz01w1,1998,27.071
ballycolman,95zz02w1,1998,3.984
castlederg,95zz03w1,1998,9.597
clare,95zz04w1,1998,17.694
dunnamanagh,95zz05w1,1998,7.472
east,95zz06w1,1998,9.989
finn,95zz07w1,1998,7.058
glenderg,95zz08w1,1998,8.007
newtownstewart,95zz09w1,1998,13.703
north,95zz10w1,1998,44.898
plumbridge,95zz11w1,1998,5.895
sion-mills,95zz12w1,1998,6.446
slievekirk,95zz13w1,1998,10.276
south_1,95zz14s1,1998,18.676
south_2,95zz14s2,1998,4.551
victoria-bridge,95zz15w1,1998,27.553
west_1,95zz16s1,1998,4.237
west_2,95zz16s2,1998,27.553
aldergrove_1,95aa01s1,1999,101.797
aldergrove_2,95aa01s2,1999,74.385
aldergrove_3,95aa01s3,1999,74.385
balloo,95aa02w1,1999,3.071
ballycraigy,95aa03w1,1999,3.93
clady,95aa04w1,1999,31.254
cranfield,95aa05w1,1999,9.867
crumlin_1_antrim,95aa06s1,1999,17.298
crumlin_2_antrim,95aa06s2,1999,9.755
drumanaway,95aa07w1,1999,8.62
farranshane,95aa08w1,1999,61.25
fountain-hill,95aa09w1,1999,12.81
greystone_antrim,95aa10w1,1999,4.428
massereene_1,95aa11s1,1999,75.212
massereene_2,95aa11s2,1999,77.542
parkgate,95aa12w1,1999,12.923
randalstown_1,95aa13s1,1999,14.613
randalstown_2,95aa13s2,1999,15.425
shilvodan,95aa14w1,1999,11.428
springfarm_1,95aa15s1,1999,13.909
springfarm_2,95aa15s2,1999,61.25
steeple,95aa16w1,1999,3.494
stiles,95aa17w1,1999,2.424
templepatrick,95aa18w1,1999,27.472
toome,95aa19w1,1999,16.142
ballygowan_1,95bb01s1,1999,4.563
ballygowan_2,95bb01s2,1999,5.657
ballyrainey,95bb02w1,1999,24.302
ballywalter_1,95bb03s1,1999,4.837
ballywalter_2,95bb03s2,1999,11.748
bradshaw-s-brae_1,95bb04s1,1999,69.884
bradshaw-s-brae_2,95bb04s2,1999,15.631
carrowdore_1,95bb05s1,1999,7.696
carrowdore_2,95bb05s2,1999,11.503
central_ards,95bb06w1,1999,54.902
comber-east_1,95bb07s1,1999,16.297
comber-east_2,95bb07s2,1999,0.773
comber-north_1,95bb08s1,1999,5.581
comber-north_2,95bb08s2,1999,3.362
comber-west_1,95bb09s1,1999,15.647
comber-west_2,95bb09s2,1999,1.162
donaghadee-north_1,95bb10s1,1999,10.157
donaghadee-north_2,95bb10s2,1999,6.571
donaghadee-south_1,95bb11s1,1999,3.342
donaghadee-south_2,95bb11s2,1999,4.327
glen_1,95bb12s1,1999,2.007
glen_2,95bb12s2,1999,3.88
gregstown_1,95bb13s1,1999,6.229
gregstown_2,95bb13s2,1999,1.31
gregstown_3,95bb13s3,1999,3.149
killinchy_1,95bb14s1,1999,3.65
killinchy_2,95bb14s2,1999,6.36
kircubbin_1,95bb15s1,1999,10.509
kircubbin_2,95bb15s2,1999,7.207
lisbane_1,95bb16s1,1999,10.304
lisbane_2,95bb16s2,1999,11.335
loughries_1,95bb17s1,1999,3.52
loughries_2,95bb17s2,1999,5.338
millisle_1,95bb18s1,1999,4.249
millisle_2,95bb18s2,1999,10.567
movilla_1,95bb19s1,1999,12.093
movilla_2,95bb19s2,1999,4.478
movilla_3,95bb19s3,1999,3.699
portaferry_1,95bb20s1,1999,12.498
portaferry_2,95bb20s2,1999,3.04
portavogie_1,95bb21s1,1999,7.887
portavogie_2,95bb21s2,1999,8.666
scrabo_1,95bb22s1,1999,4.981
scrabo_2,95bb22s2,1999,3.402
whitespots_1,95bb23s1,1999,6.638
whitespots_2,95bb23s2,1999,0.494
abbey-park,95cc01w1,1999,33.53
ballymartrim,95cc02w1,1999,18.515
callan-bridge,95cc03w1,1999,33.937
carrigatuke,95cc04w1,1999,11.856
charlemont,95cc05w1,1999,43.478
demesne_1,95cc06s1,1999,13.675
demesne_2,95cc06s2,1999,3.593
derrynoose,95cc07w1,1999,23.026
downs,95cc08w1,1999,11.464
hamiltonsbawn_1,95cc09s1,1999,2.423
hamiltonsbawn_2,95cc09s2,1999,12.838
hockley,95cc10w1,1999,17.539
keady,95cc11w1,1999,15.263
killeen,95cc12w1,1999,36.983
killylea,95cc13w1,1999,19.112
laurelvale,95cc14w1,1999,11.34
loughgall,95cc15w1,1999,27.259
markethill,95cc16w1,1999,15.119
milford,95cc17w1,1999,13.38
observatory,95cc18w1,1999,32.143
poyntz-pass,95cc19w1,1999,14.168
rich-hill_1,95cc20s1,1999,1.729
rich-hill_2,95cc20s2,1999,5.806
tandragee,95cc21w1,1999,22.109
the-mall,95cc22w1,1999,32.732
academy,95dd01w1,1999,25.545
ahoghill_1,95dd02s1,1999,5.072
ahoghill_2,95dd02s2,1999,414.57
ardeevin,95dd03w1,1999,15.309
ballee,95dd04w1,1999,63.231
ballykeel,95dd05w1,1999,40.017
ballyloughan,95dd06w1,1999,5.648
broughshane_1,95dd07s1,1999,54.532
broughshane_2,95dd07s2,1999,7.02
castle-demesne,95dd08w1,1999,85.796
craigywarren,95dd09w1,1999,11.434
cullybackey,95dd10w1,1999,11.746
dunclug,95dd11w1,1999,9.497
dunminning,95dd12w1,1999,15.042
fair-green,95dd13w1,1999,20.774
galgorm_1,95dd14s1,1999,414.57
galgorm_2,95dd14s2,1999,19.866
glenravel,95dd15w1,1999,15.369
glenwhirry,95dd16w1,1999,43.77
grange,95dd17w1,1999,20.327
harryville,95dd18w1,1999,54.532
kells_1,95dd19s1,1999,9.724
kells_2,95dd19s2,1999,15.61
moat,95dd20w1,1999,7.382
park,95dd21w1,1999,31.758
portglenone_1,95dd22s1,1999,7.951
portglenone_2,95dd22s2,1999,3.995
slemish,95dd23w1,1999,68.57
summerfield,95dd24w1,1999,8.762
ballyhoe-and-corkey,95ee01w1,1999,12.523
benvardin,95ee02w1,1999,9.308
carnany,95ee03w1,1999,8.577
clogh-mills,95ee04w1,1999,62.622
dervock,95ee05w1,1999,11.854
dunloy,95ee06w1,1999,17.248
fairhill,95ee07w1,1999,12.035
glebe,95ee08w1,1999,27.062
killoquin-lower,95ee09w1,1999,12.537
killoquin-upper,95ee10w1,1999,9.486
knockaholet,95ee11w1,1999,11.084
newhill,95ee12w1,1999,5.16
route,95ee13w1,1999,26.965
seacon,95ee14w1,1999,9.269
stranocum,95ee15w1,1999,11.143
the-vow,95ee16w1,1999,10.394
ballydown_1,95ff01s1,1999,8.444
ballydown_2,95ff01s2,1999,16.027
ballyward,95ff02w1,1999,10.117
banbridge-west,95ff03w1,1999,5.845
bannside,95ff04w1,1999,17.929
dromore-north,95ff05w1,1999,7.93
dromore-south_1,95ff06s1,1999,12.893
dromore-south_2,95ff06s2,1999,3.323
edenderry,95ff07w1,1999,14.89
fort,95ff08w1,1999,25.147
gilford,95ff09w1,1999,9.061
gransha,95ff10w1,1999,12.3
katesbridge,95ff11w1,1999,15.822
lawrencetown,95ff12w1,1999,12.609
loughbrickland,95ff13w1,1999,17.04
quilly,95ff14w1,1999,30.049
rathfriland,95ff15w1,1999,13.881
seapatrick,95ff16w1,1999,14.621
the-cut,95ff17w1,1999,36.709
andersonstown_1,95gg01s1,1999,2.987
andersonstown_2,95gg01s2,1999,15.39
andersonstown_3,95gg01s3,1999,16.794
ardoyne_1,95gg02s1,1999,2.174
ardoyne_2,95gg02s2,1999,1.296
ardoyne_3,95gg02s3,1999,3.309
ballyhackamore_1,95gg03s1,1999,17.016
ballyhackamore_2,95gg03s2,1999,17.968
ballyhackamore_3,95gg03s3,1999,19.506
ballymacarrett_1,95gg04s1,1999,12.136
ballymacarrett_2,95gg04s2,1999,0.893
ballymacarrett_3,95gg04s3,1999,13.393
ballynafeigh_1,95gg05s1,1999,13.624
ballynafeigh_2,95gg05s2,1999,5.343
ballynafeigh_3,95gg05s3,1999,6.573
ballysillan_1,95gg06s1,1999,4.355
ballysillan_2,95gg06s2,1999,2.713
ballysillan_3,95gg06s3,1999,7.281
beechmount_1,95gg07s1,1999,10.725
beechmount_2,95gg07s2,1999,10.737
beechmount_3,95gg07s3,1999,1.568
bellevue_1,95gg08s1,1999,6.198
bellevue_2,95gg08s2,1999,6.965
bellevue_3,95gg08s3,1999,5.163
belmont_1,95gg09s1,1999,20.697
belmont_2,95gg09s2,1999,25.507
belmont_3,95gg09s3,1999,21.533
blackstaff_1,95gg10s1,1999,148.16
blackstaff_2,95gg10s2,1999,4.439
bloomfield_1_belfast,95gg11s1,1999,49.254
bloomfield_2_belfast,95gg11s2,1999,6.087
bloomfield_3_belfast,95gg11s3,1999,3.605
botanic_1,95gg12s1,1999,61.666
botanic_2,95gg12s2,1999,29.053
botanic_3,95gg12s3,1999,4.947
botanic_4,95gg12s4,1999,102.741
botanic_5,95gg12s5,1999,26.979
castleview_1,95gg13s1,1999,3.116
castleview_2,95gg13s2,1999,5.362
castleview_3,95gg13s3,1999,5.02
cavehill_1,95gg14s1,1999,11.009
cavehill_2,95gg14s2,1999,1.631
cavehill_3,95gg14s3,1999,5.265
cherryvalley_1,95gg15s1,1999,14.425
cherryvalley_2,95gg15s2,1999,9.734
cherryvalley_3,95gg15s3,1999,7.459
chichester-park_1,95gg16s1,1999,18.113
chichester-park_2,95gg16s2,1999,11.358
chichester-park_3,95gg16s3,1999,18.113
cliftonville_1,95gg17s1,1999,4.755
cliftonville_2,95gg17s2,1999,8.909
cliftonville_3,95gg17s3,1999,2.992
clonard_1,95gg18s1,1999,93.225
clonard_2,95gg18s2,1999,18.435
crumlin_1_belfast,95gg19s1,1999,14.073
crumlin_2_belfast,95gg19s2,1999,15.815
duncairn_1,95gg20s1,1999,678.383
duncairn_2,95gg20s2,1999,18.824
falls_1,95gg21s1,1999,93.225
falls_2,95gg21s2,1999,7.942
falls_3,95gg21s3,1999,148.681
falls-park_1,95gg22s1,1999,53.269
falls-park_2,95gg22s2,1999,5.326
falls-park_3,95gg22s3,1999,4.325
finaghy_1,95gg23s1,1999,0.637
finaghy_2,95gg23s2,1999,8.466
finaghy_3,95gg23s3,1999,6.946
fortwilliam_1,95gg24s1,1999,8.309
fortwilliam_2,95gg24s2,1999,3.547
fortwilliam_3,95gg24s3,1999,15.701
glen-road_1,95gg25s1,1999,9.281
glen-road_2,95gg25s2,1999,4.325
glen-road_3,95gg25s3,1999,1.467
glencairn_1,95gg26s1,1999,5.108
glencairn_2,95gg26s2,1999,3.505
glencolin_1,95gg27s1,1999,7.218
glencolin_2,95gg27s2,1999,1.359
glencolin_3,95gg27s3,1999,2.664
glencolin_4,95gg27s4,1999,2.206
highfield_1,95gg28s1,1999,4.939
highfield_2,95gg28s2,1999,10.638
highfield_3,95gg28s3,1999,1.568
island_1,95gg29s1,1999,667.121
island_2,95gg29s2,1999,35.653
knock_1,95gg30s1,1999,5.207
knock_2,95gg30s2,1999,79.56
knock_3,95gg30s3,1999,4.187
ladybrook_1,95gg31s1,1999,7.683
ladybrook_2,95gg31s2,1999,11.438
ladybrook_3,95gg31s3,1999,4.998
legoniel_1,95gg32s1,1999,5.54
legoniel_2,95gg32s2,1999,4.907
legoniel_3,95gg32s3,1999,6.262
malone_1,95gg33s1,1999,38.126
malone_2,95gg33s2,1999,17.793
malone_3,95gg33s3,1999,17.755
musgrave_1,95gg34s1,1999,5.47
musgrave_2,95gg34s2,1999,4.075
musgrave_3,95gg34s3,1999,73.133
new-lodge_1,95gg35s1,1999,83.371
new-lodge_2,95gg35s2,1999,1.39
new-lodge_3,95gg35s3,1999,2.016
orangefield_1,95gg36s1,1999,12.959
orangefield_2,95gg36s2,1999,13.261
orangefield_3,95gg36s3,1999,15.336
ravenhill_1,95gg37s1,1999,19.321
ravenhill_2,95gg37s2,1999,17.136
ravenhill_3,95gg37s3,1999,4.164
rosetta_1,95gg38s1,1999,20.119
rosetta_2,95gg38s2,1999,15.711
rosetta_3,95gg38s3,1999,9.049
shaftesbury_1,95gg39s1,1999,1261.529
shaftesbury_2,95gg39s2,1999,255.451
shaftesbury_3,95gg39s3,1999,61.666
shankill_1,95gg40s1,1999,2.218
shankill_2,95gg40s2,1999,20.955
stormont_1,95gg41s1,1999,79.56
stormont_2,95gg41s2,1999,28.144
stormont_3,95gg41s3,1999,10.17
stranmillis_1,95gg42s1,1999,12.439
stranmillis_2,95gg42s2,1999,1.359
stranmillis_3,95gg42s3,1999,27.822
stranmillis_4,95gg42s4,1999,27.793
sydenham_1,95gg43s1,1999,243.288
sydenham_2,95gg43s2,1999,2.926
sydenham_3,95gg43s3,1999,4.18
the-mount_1,95gg44s1,1999,15.588
the-mount_2,95gg44s2,1999,11.869
upper-malone_1,95gg45s1,1999,52.384
upper-malone_2,95gg45s2,1999,4.385
upper-malone_3,95gg45s3,1999,5.668
upper-springfield_1,95gg46s1,1999,6.02
upper-springfield_2,95gg46s2,1999,1.121
upper-springfield_3,95gg46s3,1999,1.457
water-works_1,95gg47s1,1999,43.146
water-works_2,95gg47s2,1999,3.867
water-works_3,95gg47s3,1999,13.569
whiterock_1,95gg48s1,1999,6.108
whiterock_2,95gg48s2,1999,4.074
whiterock_3,95gg48s3,1999,2.332
windsor_1,95gg49s1,1999,52.541
windsor_2,95gg49s2,1999,26.596
windsor_3,95gg49s3,1999,21.789
windsor_4,95gg49s4,1999,5.09
woodstock_1,95gg50s1,1999,3.039
woodstock_2,95gg50s2,1999,14.186
woodstock_3,95gg50s3,1999,15.958
woodvale_1,95gg51s1,1999,1.251
woodvale_2,95gg51s2,1999,8.224
woodvale_3,95gg51s3,1999,0.571
blackhead,95hh01w1,1999,6.64
bluefield_1,95hh02s1,1999,5.265
bluefield_2,95hh02s2,1999,0.53
boneybefore,95hh03w1,1999,6.593
burleigh-hill_1,95hh04s1,1999,3.452
burleigh-hill_2,95hh04s2,1999,10.568
clipperstown,95hh05w1,1999,8.032
eden_1,95hh06s1,1999,41.128
eden_2,95hh06s2,1999,7.991
gortalee,95hh07w1,1999,0.88
greenisland,95hh08w1,1999,80.916
killycrot,95hh09w1,1999,43.084
knockagh,95hh10w1,1999,8.446
love-lane,95hh11w1,1999,2.278
milebush,95hh12w1,1999,3.757
northland,95hh13w1,1999,1.667
sunnylands,95hh14w1,1999,4.275
victoria_carrickfergus,95hh15w1,1999,13.606
whitehead,95hh16w1,1999,7.465
woodburn,95hh17w1,1999,8.599
ballyhanwood_1,95ii01s1,1999,7.915
ballyhanwood_2,95ii01s2,1999,14.336
beechill_1,95ii02s1,1999,54.224
beechill_2,95ii02s2,1999,23.392
beechill_3,95ii02s3,1999,6.946
cairnshill_1,95ii03s1,1999,6.42
cairnshill_2,95ii03s2,1999,8.102
carrowreagh_1,95ii04s1,1999,58.752
carrowreagh_2,95ii04s2,1999,4.54
carryduff-east_1,95ii05s1,1999,16.716
carryduff-east_2,95ii05s2,1999,30.172
carryduff-west_1,95ii06s1,1999,8.698
carryduff-west_2,95ii06s2,1999,7.944
cregagh,95ii07w1,1999,6.022
downshire,95ii08w1,1999,38.976
dundonald_1,95ii09s1,1999,58.752
dundonald_2,95ii09s2,1999,3.845
enler,95ii10w1,1999,2.478
galwally,95ii11w1,1999,16.99
gilnahirk,95ii12w1,1999,12.215
graham-s-bridge,95ii13w1,1999,48.88
hillfoot,95ii14w1,1999,7.94
knockbracken_1,95ii15s1,1999,5.689
knockbracken_2,95ii15s2,1999,3.272
lisnasharragh,95ii16w1,1999,120.011
lower-braniel,95ii17w1,1999,6.947
minnowburn,95ii18w1,1999,8.438
moneyreagh_1,95ii19s1,1999,35.485
moneyreagh_2,95ii19s2,1999,21.374
newtownbreda,95ii20w1,1999,43.227
tullycarnet,95ii21w1,1999,3.251
upper-braniel,95ii22w1,1999,5.135
wynchurch,95ii23w1,1999,8.581
agivey,95jj01w1,1999,19.195
atlantic,95jj02w1,1999,6.523
ballysally_1,95jj03s1,1999,2.431
ballysally_2,95jj03s2,1999,0.063
castlerock_1,95jj04s1,1999,9.373
castlerock_2,95jj04s2,1999,5.481
central_coleraine,95jj05w1,1999,143.544
churchland,95jj06w1,1999,2.16
cross-glebe,95jj07w1,1999,17.865
dundooan_1,95jj08s1,1999,28.363
dundooan_2,95jj08s2,1999,8.272
dunluce,95jj09w1,1999,13.399
garvagh,95jj10w1,1999,28.394
hopefield_1,95jj11s1,1999,4.692
hopefield_2,95jj11s2,1999,5.415
kilrea,95jj12w1,1999,20.624
knocklynn_1,95jj13s1,1999,37.783
knocklynn_2,95jj13s2,1999,4.701
macosquin,95jj14w1,1999,12.089
mount-sandel,95jj15w1,1999,55.554
portstewart,95jj16w1,1999,27.713
ringsend,95jj17w1,1999,15.896
royal-portrush,95jj18w1,1999,20.987
strand_1_coleraine,95jj19s1,1999,7.512
strand_2_coleraine,95jj19s2,1999,6.044
the-cuts_1,95jj20s1,1999,20.813
the-cuts_2,95jj20s2,1999,3.508
university,95jj21w1,1999,48.942
waterside,95jj22w1,1999,27.72
ardboe,95kk01w1,1999,5.745
coagh,95kk02w1,1999,34.548
dunnamore,95kk03w1,1999,16.749
gortalowry,95kk04w1,1999,59.685
killycolpy,95kk05w1,1999,20.089
killymoon,95kk06w1,1999,69.489
lissan,95kk07w1,1999,37.984
moneymore,95kk08w1,1999,14.586
newbuildings,95kk09w1,1999,34.733
oaklands,95kk10w1,1999,21.164
oldtown,95kk11w1,1999,21.114
pomeroy,95kk12w1,1999,23.134
sandholes,95kk13w1,1999,39.195
stewartstown,95kk14w1,1999,14.083
the-loop,95kk15w1,1999,24.305
tullagh,95kk16w1,1999,26.157
aghagallon_1,95ll01s1,1999,13.044
aghagallon_2,95ll01s2,1999,32.311
annagh_1,95ll02s1,1999,16.066
annagh_2,95ll02s2,1999,42.184
ballybay,95ll03w1,1999,12.224
ballyoran,95ll04w1,1999,8.675
bleary_1,95ll05s1,1999,47.838
bleary_2,95ll05s2,1999,8.954
brownstown_1,95ll06s1,1999,31.145
brownstown_2,95ll06s2,1999,9.038
church,95ll07w1,1999,14.357
corcrain_1,95ll08s1,1999,4.222
corcrain_2,95ll08s2,1999,31.145
court_1,95ll09s1,1999,15.322
court_2,95ll09s2,1999,31.403
derrytrasna_1,95ll10s1,1999,55.486
derrytrasna_2,95ll10s2,1999,8.759
donaghcloney_1,95ll11s1,1999,5.254
donaghcloney_2,95ll11s2,1999,11.324
drumgask_1,95ll12s1,1999,9.239
drumgask_2,95ll12s2,1999,4.083
drumgor_1,95ll13s1,1999,39.009
drumgor_2,95ll13s2,1999,4.083
drumnamoe_1,95ll14s1,1999,0.681
drumnamoe_2,95ll14s2,1999,2.402
edenderry_1,95ll15s1,1999,36.529
edenderry_2,95ll15s2,1999,4.637
