Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description
abbey-park,Abbey Park,abbey-park,,0,
abbey_1,Abbey_1,abbey_1,,1,
abbey_2,Abbey_2,abbey_2,,2,
academy,Academy,academy,,3,
aghagallon_1,Aghagallon_1,aghagallon_1,,4,
aghagallon_2,Aghagallon_2,aghagallon_2,,5,
aghanloo_1,Aghanloo_1,aghanloo_1,,6,
aghanloo_2,Aghanloo_2,aghanloo_2,,7,
agivey,Agivey,agivey,,8,
ahoghill_1,Ahoghill_1,ahoghill_1,,9,
ahoghill_2,Ahoghill_2,ahoghill_2,,10,
aldergrove_1,Aldergrove_1,aldergrove_1,,11,
aldergrove_2,Aldergrove_2,aldergrove_2,,12,
aldergrove_3,Aldergrove_3,aldergrove_3,,13,
altmore,Altmore,altmore,,14,
altnagelvin_1,Altnagelvin_1,altnagelvin_1,,15,
altnagelvin_2,Altnagelvin_2,altnagelvin_2,,16,
altnagelvin_3,Altnagelvin_3,altnagelvin_3,,17,
andersonstown_1,Andersonstown_1,andersonstown_1,,18,
andersonstown_2,Andersonstown_2,andersonstown_2,,19,
andersonstown_3,Andersonstown_3,andersonstown_3,,20,
annagh_1,Annagh_1,annagh_1,,21,
annagh_2,Annagh_2,annagh_2,,22,
annalong_1,Annalong_1,annalong_1,,23,
annalong_2,Annalong_2,annalong_2,,24,
antiville,Antiville,antiville,,25,
ardboe,Ardboe,ardboe,,26,
ardeevin,Ardeevin,ardeevin,,27,
ardglass_1,Ardglass_1,ardglass_1,,28,
ardglass_2,Ardglass_2,ardglass_2,,29,
ardoyne_1,Ardoyne_1,ardoyne_1,,30,
ardoyne_2,Ardoyne_2,ardoyne_2,,31,
ardoyne_3,Ardoyne_3,ardoyne_3,,32,
armoy_-_moss-side-and-moyarget,Armoy_&_Moss-side and Moyarget,armoy_-_moss-side-and-moyarget,,33,
artigarvan,Artigarvan,artigarvan,,34,
atlantic,Atlantic,atlantic,,35,
audley-s-acre,Audley's Acre,audley-s-acre,,36,
augher,Augher,augher,,37,
aughnacloy,Aughnacloy,aughnacloy,,38,
ballee,Ballee,ballee,,39,
ballinamallard,Ballinamallard,ballinamallard,,40,
