AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
e47000006,tees-valley,combined-authority-or-city-region,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,85.01,Percentage,%,,,,-1,
e47000014,north-east,combined-authority-or-city-region,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,42.58,Percentage,%,,,,-1,
e06000047,county-durham,county-or-unitary-authority,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,47.37,Percentage,%,,,,-1,
e06000005,darlington,county-or-unitary-authority,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,82.9,Percentage,%,,,,-1,
e06000001,hartlepool,county-or-unitary-authority,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,93.83,Percentage,%,,,,-1,
e06000002,middlesbrough,county-or-unitary-authority,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,99.89,Percentage,%,,,,-1,
e06000057,northumberland,county-or-unitary-authority,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,34.54,Percentage,%,,,,-1,
e06000003,redcar-and-cleveland,county-or-unitary-authority,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,73.42,Percentage,%,,,,-1,
e06000004,stockton-on-tees,county-or-unitary-authority,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,92.95,Percentage,%,,,,-1,
e08000037,gateshead,local-authority-district,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,97.49,Percentage,%,,,,-1,
e08000021,newcastle-upon-tyne,local-authority-district,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,99.9,Percentage,%,,,,-1,
e08000022,north-tyneside,local-authority-district,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,99.96,Percentage,%,,,,-1,
e08000023,south-tyneside,local-authority-district,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,97.36,Percentage,%,,,,-1,
e08000024,sunderland,local-authority-district,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,94.6,Percentage,%,,,,-1,
e06000008,blackburn-with-darwen,county-or-unitary-authority,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,80.94,Percentage,%,,,,-1,
e06000009,blackpool,county-or-unitary-authority,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,100.0,Percentage,%,,,,-1,
e06000049,cheshire-east,county-or-unitary-authority,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,77.14,Percentage,%,,,,-1,
e06000050,cheshire-west-and-chester,county-or-unitary-authority,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,75.21,Percentage,%,,,,-1,
e06000006,halton,county-or-unitary-authority,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,99.95,Percentage,%,,,,-1,
e06000007,warrington,county-or-unitary-authority,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,99.51,Percentage,%,,,,-1,
e06000063,cumberland,county-or-unitary-authority,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,46.55,Percentage,%,,,,-1,
e06000064,westmorland-and-furness,county-or-unitary-authority,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,47.19,Percentage,%,,,,-1,
e47000001,greater-manchester,combined-authority-or-city-region,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,97.41,Percentage,%,,,,-1,
e08000001,bolton,local-authority-district,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,99.36,Percentage,%,,,,-1,
e08000002,bury,local-authority-district,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,98.64,Percentage,%,,,,-1,
e08000003,manchester,local-authority-district,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,100.0,Percentage,%,,,,-1,
e08000004,oldham,local-authority-district,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,84.53,Percentage,%,,,,-1,
e08000005,rochdale,local-authority-district,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,97.13,Percentage,%,,,,-1,
e08000006,salford,local-authority-district,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,99.48,Percentage,%,,,,-1,
e08000007,stockport,local-authority-district,5G coverage provided by at least one mobile network provider,5G coverage,Mission 4,"Boosting productivity, pay, jobs and living standards",2024-01,99.3,Percentage,%,,,,-1,
