areacd,areanm,geography,indicator,period,observation,measure,unit,lci_95,uci_95,status,notes
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),2023-01-01/P1Y,59.2,Percentage,%,,,,
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),2018-01-01/P1Y,53.2,Percentage,%,,,,
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),2017-01-01/P1Y,56.8,Percentage,%,,,,
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),2016-01-01/P1Y,51.1,Percentage,%,,,,
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),2019-01-01/P1Y,49.7,Percentage,%,,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),2016-01-01/P1Y,54.2,Percentage,%,,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),2017-01-01/P1Y,56.5,Percentage,%,,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),2018-01-01/P1Y,63.8,Percentage,%,,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),2019-01-01/P1Y,72.8,Percentage,%,,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),2020-01-01/P1Y,71.0,Percentage,%,,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),2021-01-01/P1Y,70.3,Percentage,%,,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),2022-01-01/P1Y,62.0,Percentage,%,,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),2023-01-01/P1Y,64.3,Percentage,%,,,,
N09000008,Mid and East Antrim,Local Authority District,Level 3 or above qualifications (Northern Ireland),2023-01-01/P1Y,61.0,Percentage,%,,,,
N09000008,Mid and East Antrim,Local Authority District,Level 3 or above qualifications (Northern Ireland),2022-01-01/P1Y,59.7,Percentage,%,,,,
N09000008,Mid and East Antrim,Local Authority District,Level 3 or above qualifications (Northern Ireland),2020-01-01/P1Y,61.8,Percentage,%,,,,
N09000008,Mid and East Antrim,Local Authority District,Level 3 or above qualifications (Northern Ireland),2021-01-01/P1Y,57.0,Percentage,%,,,,
N09000008,Mid and East Antrim,Local Authority District,Level 3 or above qualifications (Northern Ireland),2018-01-01/P1Y,53.7,Percentage,%,,,,
N09000008,Mid and East Antrim,Local Authority District,Level 3 or above qualifications (Northern Ireland),2017-01-01/P1Y,50.6,Percentage,%,,,,
N09000008,Mid and East Antrim,Local Authority District,Level 3 or above qualifications (Northern Ireland),2016-01-01/P1Y,54.8,Percentage,%,,,,
N09000008,Mid and East Antrim,Local Authority District,Level 3 or above qualifications (Northern Ireland),2019-01-01/P1Y,63.3,Percentage,%,,,,
N09000009,Mid Ulster,Local Authority District,Level 3 or above qualifications (Northern Ireland),2016-01-01/P1Y,45.7,Percentage,%,,,,
N09000009,Mid Ulster,Local Authority District,Level 3 or above qualifications (Northern Ireland),2017-01-01/P1Y,50.8,Percentage,%,,,,
N09000009,Mid Ulster,Local Authority District,Level 3 or above qualifications (Northern Ireland),2018-01-01/P1Y,49.9,Percentage,%,,,,
N09000009,Mid Ulster,Local Authority District,Level 3 or above qualifications (Northern Ireland),2019-01-01/P1Y,51.4,Percentage,%,,,,
N09000009,Mid Ulster,Local Authority District,Level 3 or above qualifications (Northern Ireland),2020-01-01/P1Y,52.6,Percentage,%,,,,
N09000009,Mid Ulster,Local Authority District,Level 3 or above qualifications (Northern Ireland),2021-01-01/P1Y,60.9,Percentage,%,,,,
N09000009,Mid Ulster,Local Authority District,Level 3 or above qualifications (Northern Ireland),2022-01-01/P1Y,58.8,Percentage,%,,,,
N09000009,Mid Ulster,Local Authority District,Level 3 or above qualifications (Northern Ireland),2023-01-01/P1Y,56.0,Percentage,%,,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Level 3 or above qualifications (Northern Ireland),2023-01-01/P1Y,63.4,Percentage,%,,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Level 3 or above qualifications (Northern Ireland),2022-01-01/P1Y,56.1,Percentage,%,,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Level 3 or above qualifications (Northern Ireland),2021-01-01/P1Y,57.4,Percentage,%,,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Level 3 or above qualifications (Northern Ireland),2020-01-01/P1Y,58.1,Percentage,%,,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Level 3 or above qualifications (Northern Ireland),2017-01-01/P1Y,46.2,Percentage,%,,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Level 3 or above qualifications (Northern Ireland),2018-01-01/P1Y,50.3,Percentage,%,,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Level 3 or above qualifications (Northern Ireland),2016-01-01/P1Y,54.7,Percentage,%,,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Level 3 or above qualifications (Northern Ireland),2019-01-01/P1Y,55.4,Percentage,%,,,,
N09000011,Ards and North Down,Local Authority District,Level 3 or above qualifications (Northern Ireland),2022-01-01/P1Y,59.6,Percentage,%,,,,
N09000011,Ards and North Down,Local Authority District,Level 3 or above qualifications (Northern Ireland),2016-01-01/P1Y,52.7,Percentage,%,,,,
N09000011,Ards and North Down,Local Authority District,Level 3 or above qualifications (Northern Ireland),2017-01-01/P1Y,51.7,Percentage,%,,,,
N09000011,Ards and North Down,Local Authority District,Level 3 or above qualifications (Northern Ireland),2018-01-01/P1Y,56.0,Percentage,%,,,,
N09000011,Ards and North Down,Local Authority District,Level 3 or above qualifications (Northern Ireland),2019-01-01/P1Y,60.5,Percentage,%,,,,
N09000011,Ards and North Down,Local Authority District,Level 3 or above qualifications (Northern Ireland),2020-01-01/P1Y,60.5,Percentage,%,,,,
N09000011,Ards and North Down,Local Authority District,Level 3 or above qualifications (Northern Ireland),2021-01-01/P1Y,59.8,Percentage,%,,,,
N09000011,Ards and North Down,Local Authority District,Level 3 or above qualifications (Northern Ireland),2023-01-01/P1Y,65.5,Percentage,%,,,,
