Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
2013,2013,2013,,0,,http://reference.data.gov.uk/id/year/2013
2014,2014,2014,,1,,http://reference.data.gov.uk/id/year/2014
2015,2015,2015,,2,,http://reference.data.gov.uk/id/year/2015
2016,2016,2016,,3,,http://reference.data.gov.uk/id/year/2016
2017,2017,2017,,4,,http://reference.data.gov.uk/id/year/2017
2018,2018,2018,,5,,http://reference.data.gov.uk/id/year/2018
2019,2019,2019,,6,,http://reference.data.gov.uk/id/year/2019
2020,2020,2020,,7,,http://reference.data.gov.uk/id/year/2020
