areacd,areanm,geography,indicator,period,observation,measure,unit,lci_95,uci_95,status,notes
N09000001,Antrim and Newtownabbey,Local Authority District,Net additions to the housing stock (Northern Ireland),2023-04-01/P1Y,11,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000001,Antrim and Newtownabbey,Local Authority District,Net additions to the housing stock (Northern Ireland),2021-04-01/P1Y,12,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000001,Antrim and Newtownabbey,Local Authority District,Net additions to the housing stock (Northern Ireland),2019-04-01/P1Y,12,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000001,Antrim and Newtownabbey,Local Authority District,Net additions to the housing stock (Northern Ireland),2022-04-01/P1Y,11,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000001,Antrim and Newtownabbey,Local Authority District,Net additions to the housing stock (Northern Ireland),2017-04-01/P1Y,10,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000001,Antrim and Newtownabbey,Local Authority District,Net additions to the housing stock (Northern Ireland),2016-04-01/P1Y,9,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000001,Antrim and Newtownabbey,Local Authority District,Net additions to the housing stock (Northern Ireland),2015-04-01/P1Y,11,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000001,Antrim and Newtownabbey,Local Authority District,Net additions to the housing stock (Northern Ireland),2014-04-01/P1Y,7,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000001,Antrim and Newtownabbey,Local Authority District,Net additions to the housing stock (Northern Ireland),2013-04-01/P1Y,9,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000001,Antrim and Newtownabbey,Local Authority District,Net additions to the housing stock (Northern Ireland),2012-04-01/P1Y,6,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000001,Antrim and Newtownabbey,Local Authority District,Net additions to the housing stock (Northern Ireland),2018-04-01/P1Y,12,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Net additions to the housing stock (Northern Ireland),2025-04-01/P1Y,12,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Net additions to the housing stock (Northern Ireland),2024-04-01/P1Y,10,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Net additions to the housing stock (Northern Ireland),2023-04-01/P1Y,10,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Net additions to the housing stock (Northern Ireland),2022-04-01/P1Y,11,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Net additions to the housing stock (Northern Ireland),2021-04-01/P1Y,13,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Net additions to the housing stock (Northern Ireland),2020-04-01/P1Y,11,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Net additions to the housing stock (Northern Ireland),2019-04-01/P1Y,13,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Net additions to the housing stock (Northern Ireland),2018-04-01/P1Y,13,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Net additions to the housing stock (Northern Ireland),2016-04-01/P1Y,11,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Net additions to the housing stock (Northern Ireland),2015-04-01/P1Y,8,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Net additions to the housing stock (Northern Ireland),2014-04-01/P1Y,6,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Net additions to the housing stock (Northern Ireland),2013-04-01/P1Y,6,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Net additions to the housing stock (Northern Ireland),2012-04-01/P1Y,3,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Net additions to the housing stock (Northern Ireland),2017-04-01/P1Y,11,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000003,Belfast,Local Authority District,Net additions to the housing stock (Northern Ireland),2020-04-01/P1Y,5,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000003,Belfast,Local Authority District,Net additions to the housing stock (Northern Ireland),2025-04-01/P1Y,4,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000003,Belfast,Local Authority District,Net additions to the housing stock (Northern Ireland),2024-04-01/P1Y,3,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000003,Belfast,Local Authority District,Net additions to the housing stock (Northern Ireland),2023-04-01/P1Y,5,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000003,Belfast,Local Authority District,Net additions to the housing stock (Northern Ireland),2022-04-01/P1Y,4,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000003,Belfast,Local Authority District,Net additions to the housing stock (Northern Ireland),2021-04-01/P1Y,3,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000003,Belfast,Local Authority District,Net additions to the housing stock (Northern Ireland),2019-04-01/P1Y,6,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000003,Belfast,Local Authority District,Net additions to the housing stock (Northern Ireland),2015-04-01/P1Y,5,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000003,Belfast,Local Authority District,Net additions to the housing stock (Northern Ireland),2017-04-01/P1Y,4,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000003,Belfast,Local Authority District,Net additions to the housing stock (Northern Ireland),2016-04-01/P1Y,5,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000003,Belfast,Local Authority District,Net additions to the housing stock (Northern Ireland),2018-04-01/P1Y,4,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000003,Belfast,Local Authority District,Net additions to the housing stock (Northern Ireland),2014-04-01/P1Y,2,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000003,Belfast,Local Authority District,Net additions to the housing stock (Northern Ireland),2013-04-01/P1Y,4,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000003,Belfast,Local Authority District,Net additions to the housing stock (Northern Ireland),2012-04-01/P1Y,2,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000004,Causeway Coast and Glens,Local Authority District,Net additions to the housing stock (Northern Ireland),2025-04-01/P1Y,7,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000004,Causeway Coast and Glens,Local Authority District,Net additions to the housing stock (Northern Ireland),2024-04-01/P1Y,5,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000004,Causeway Coast and Glens,Local Authority District,Net additions to the housing stock (Northern Ireland),2023-04-01/P1Y,10,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000004,Causeway Coast and Glens,Local Authority District,Net additions to the housing stock (Northern Ireland),2022-04-01/P1Y,9,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000004,Causeway Coast and Glens,Local Authority District,Net additions to the housing stock (Northern Ireland),2021-04-01/P1Y,8,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000004,Causeway Coast and Glens,Local Authority District,Net additions to the housing stock (Northern Ireland),2020-04-01/P1Y,7,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000004,Causeway Coast and Glens,Local Authority District,Net additions to the housing stock (Northern Ireland),2019-04-01/P1Y,10,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000004,Causeway Coast and Glens,Local Authority District,Net additions to the housing stock (Northern Ireland),2017-04-01/P1Y,9,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000004,Causeway Coast and Glens,Local Authority District,Net additions to the housing stock (Northern Ireland),2016-04-01/P1Y,9,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000004,Causeway Coast and Glens,Local Authority District,Net additions to the housing stock (Northern Ireland),2015-04-01/P1Y,5,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000004,Causeway Coast and Glens,Local Authority District,Net additions to the housing stock (Northern Ireland),2014-04-01/P1Y,2,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000004,Causeway Coast and Glens,Local Authority District,Net additions to the housing stock (Northern Ireland),2013-04-01/P1Y,4,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000004,Causeway Coast and Glens,Local Authority District,Net additions to the housing stock (Northern Ireland),2012-04-01/P1Y,3,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000004,Causeway Coast and Glens,Local Authority District,Net additions to the housing stock (Northern Ireland),2018-04-01/P1Y,9,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000005,Derry City and Strabane,Local Authority District,Net additions to the housing stock (Northern Ireland),2020-04-01/P1Y,6,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000005,Derry City and Strabane,Local Authority District,Net additions to the housing stock (Northern Ireland),2025-04-01/P1Y,6,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000005,Derry City and Strabane,Local Authority District,Net additions to the housing stock (Northern Ireland),2024-04-01/P1Y,9,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000005,Derry City and Strabane,Local Authority District,Net additions to the housing stock (Northern Ireland),2023-04-01/P1Y,10,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000005,Derry City and Strabane,Local Authority District,Net additions to the housing stock (Northern Ireland),2022-04-01/P1Y,9,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000005,Derry City and Strabane,Local Authority District,Net additions to the housing stock (Northern Ireland),2021-04-01/P1Y,11,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000005,Derry City and Strabane,Local Authority District,Net additions to the housing stock (Northern Ireland),2019-04-01/P1Y,13,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000005,Derry City and Strabane,Local Authority District,Net additions to the housing stock (Northern Ireland),2012-04-01/P1Y,2,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000005,Derry City and Strabane,Local Authority District,Net additions to the housing stock (Northern Ireland),2017-04-01/P1Y,11,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000005,Derry City and Strabane,Local Authority District,Net additions to the housing stock (Northern Ireland),2016-04-01/P1Y,9,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000005,Derry City and Strabane,Local Authority District,Net additions to the housing stock (Northern Ireland),2015-04-01/P1Y,7,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000005,Derry City and Strabane,Local Authority District,Net additions to the housing stock (Northern Ireland),2014-04-01/P1Y,5,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000005,Derry City and Strabane,Local Authority District,Net additions to the housing stock (Northern Ireland),2013-04-01/P1Y,4,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000005,Derry City and Strabane,Local Authority District,Net additions to the housing stock (Northern Ireland),2018-04-01/P1Y,12,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000006,Fermanagh and Omagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2020-04-01/P1Y,7,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000006,Fermanagh and Omagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2025-04-01/P1Y,10,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000006,Fermanagh and Omagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2024-04-01/P1Y,7,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000006,Fermanagh and Omagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2023-04-01/P1Y,5,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000006,Fermanagh and Omagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2022-04-01/P1Y,9,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000006,Fermanagh and Omagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2021-04-01/P1Y,10,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000006,Fermanagh and Omagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2019-04-01/P1Y,9,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000006,Fermanagh and Omagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2015-04-01/P1Y,4,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000006,Fermanagh and Omagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2017-04-01/P1Y,5,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000006,Fermanagh and Omagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2012-04-01/P1Y,9,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000006,Fermanagh and Omagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2013-04-01/P1Y,4,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000006,Fermanagh and Omagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2018-04-01/P1Y,7,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000006,Fermanagh and Omagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2016-04-01/P1Y,4,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000006,Fermanagh and Omagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2014-04-01/P1Y,0,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2025-04-01/P1Y,11,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2024-04-01/P1Y,9,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2023-04-01/P1Y,8,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2022-04-01/P1Y,10,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2020-04-01/P1Y,12,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2019-04-01/P1Y,13,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2021-04-01/P1Y,13,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2017-04-01/P1Y,14,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2016-04-01/P1Y,16,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2015-04-01/P1Y,13,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2014-04-01/P1Y,10,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2013-04-01/P1Y,12,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2012-04-01/P1Y,11,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000007,Lisburn and Castlereagh,Local Authority District,Net additions to the housing stock (Northern Ireland),2018-04-01/P1Y,18,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000008,Mid and East Antrim,Local Authority District,Net additions to the housing stock (Northern Ireland),2020-04-01/P1Y,6,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000008,Mid and East Antrim,Local Authority District,Net additions to the housing stock (Northern Ireland),2025-04-01/P1Y,8,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000008,Mid and East Antrim,Local Authority District,Net additions to the housing stock (Northern Ireland),2024-04-01/P1Y,9,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000008,Mid and East Antrim,Local Authority District,Net additions to the housing stock (Northern Ireland),2023-04-01/P1Y,9,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000008,Mid and East Antrim,Local Authority District,Net additions to the housing stock (Northern Ireland),2022-04-01/P1Y,8,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000008,Mid and East Antrim,Local Authority District,Net additions to the housing stock (Northern Ireland),2021-04-01/P1Y,9,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000008,Mid and East Antrim,Local Authority District,Net additions to the housing stock (Northern Ireland),2019-04-01/P1Y,12,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000008,Mid and East Antrim,Local Authority District,Net additions to the housing stock (Northern Ireland),2013-04-01/P1Y,6,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000008,Mid and East Antrim,Local Authority District,Net additions to the housing stock (Northern Ireland),2017-04-01/P1Y,6,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000008,Mid and East Antrim,Local Authority District,Net additions to the housing stock (Northern Ireland),2016-04-01/P1Y,6,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000008,Mid and East Antrim,Local Authority District,Net additions to the housing stock (Northern Ireland),2015-04-01/P1Y,6,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000008,Mid and East Antrim,Local Authority District,Net additions to the housing stock (Northern Ireland),2014-04-01/P1Y,4,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000008,Mid and East Antrim,Local Authority District,Net additions to the housing stock (Northern Ireland),2012-04-01/P1Y,6,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000008,Mid and East Antrim,Local Authority District,Net additions to the housing stock (Northern Ireland),2018-04-01/P1Y,11,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),2020-04-01/P1Y,12,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),2024-04-01/P1Y,9,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),2023-04-01/P1Y,10,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),2022-04-01/P1Y,11,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),2021-04-01/P1Y,16,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),2025-04-01/P1Y,10,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),2019-04-01/P1Y,15,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),2017-04-01/P1Y,11,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),2016-04-01/P1Y,11,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),2015-04-01/P1Y,7,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),2014-04-01/P1Y,8,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),2013-04-01/P1Y,8,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),2012-04-01/P1Y,8,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000009,Mid Ulster,Local Authority District,Net additions to the housing stock (Northern Ireland),2018-04-01/P1Y,15,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),2024-04-01/P1Y,8,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),2023-04-01/P1Y,10,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),2022-04-01/P1Y,9,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),2021-04-01/P1Y,13,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),2020-04-01/P1Y,8,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),2019-04-01/P1Y,12,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),2025-04-01/P1Y,8,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),2017-04-01/P1Y,10,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),2016-04-01/P1Y,8,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),2015-04-01/P1Y,6,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),2014-04-01/P1Y,7,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),2013-04-01/P1Y,13,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),2012-04-01/P1Y,5,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000010,"Newry, Mourne and Down",Local Authority District,Net additions to the housing stock (Northern Ireland),2018-04-01/P1Y,11,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000011,Ards and North Down,Local Authority District,Net additions to the housing stock (Northern Ireland),2025-04-01/P1Y,6,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
N09000011,Ards and North Down,Local Authority District,Net additions to the housing stock (Northern Ireland),2024-04-01/P1Y,5,"Rate per 1,000 dwellings","Rate per 1,000 dwellings",,,,
