Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
2022-09-01t00-00-00/p1y,2022-09-01T00:00:00/P1Y,2022-09-01t00-00-00/p1y,,0,,http://reference.data.gov.uk/id/gregorian-interval/2022-09-01T00:00:00/P1Y
