Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
e12000001,E12000001,e12000001,,0,,http://statistics.data.gov.uk/id/statistical-geography/E12000001
e12000002,E12000002,e12000002,,1,,http://statistics.data.gov.uk/id/statistical-geography/E12000002
e12000003,E12000003,e12000003,,2,,http://statistics.data.gov.uk/id/statistical-geography/E12000003
e12000004,E12000004,e12000004,,3,,http://statistics.data.gov.uk/id/statistical-geography/E12000004
e12000005,E12000005,e12000005,,4,,http://statistics.data.gov.uk/id/statistical-geography/E12000005
e12000006,E12000006,e12000006,,5,,http://statistics.data.gov.uk/id/statistical-geography/E12000006
e12000007,E12000007,e12000007,,6,,http://statistics.data.gov.uk/id/statistical-geography/E12000007
e12000008,E12000008,e12000008,,7,,http://statistics.data.gov.uk/id/statistical-geography/E12000008
e12000009,E12000009,e12000009,,8,,http://statistics.data.gov.uk/id/statistical-geography/E12000009
e92000001,E92000001,e92000001,,9,,http://statistics.data.gov.uk/id/statistical-geography/E92000001
