Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
2004-10-01t00-00-00/p1y,2004-10-01T00:00:00/P1Y,2004-10-01t00-00-00/p1y,,0,,http://reference.data.gov.uk/id/gregorian-interval/2004-10-01T00:00:00/P1Y
2005-10-01t00-00-00/p1y,2005-10-01T00:00:00/P1Y,2005-10-01t00-00-00/p1y,,1,,http://reference.data.gov.uk/id/gregorian-interval/2005-10-01T00:00:00/P1Y
2006-10-01t00-00-00/p1y,2006-10-01T00:00:00/P1Y,2006-10-01t00-00-00/p1y,,2,,http://reference.data.gov.uk/id/gregorian-interval/2006-10-01T00:00:00/P1Y
2007-10-01t00-00-00/p1y,2007-10-01T00:00:00/P1Y,2007-10-01t00-00-00/p1y,,3,,http://reference.data.gov.uk/id/gregorian-interval/2007-10-01T00:00:00/P1Y
2008-10-01t00-00-00/p1y,2008-10-01T00:00:00/P1Y,2008-10-01t00-00-00/p1y,,4,,http://reference.data.gov.uk/id/gregorian-interval/2008-10-01T00:00:00/P1Y
2009-10-01t00-00-00/p1y,2009-10-01T00:00:00/P1Y,2009-10-01t00-00-00/p1y,,5,,http://reference.data.gov.uk/id/gregorian-interval/2009-10-01T00:00:00/P1Y
2010-10-01t00-00-00/p1y,2010-10-01T00:00:00/P1Y,2010-10-01t00-00-00/p1y,,6,,http://reference.data.gov.uk/id/gregorian-interval/2010-10-01T00:00:00/P1Y
2011-10-01t00-00-00/p1y,2011-10-01T00:00:00/P1Y,2011-10-01t00-00-00/p1y,,7,,http://reference.data.gov.uk/id/gregorian-interval/2011-10-01T00:00:00/P1Y
2012-10-01t00-00-00/p1y,2012-10-01T00:00:00/P1Y,2012-10-01t00-00-00/p1y,,8,,http://reference.data.gov.uk/id/gregorian-interval/2012-10-01T00:00:00/P1Y
2013-10-01t00-00-00/p1y,2013-10-01T00:00:00/P1Y,2013-10-01t00-00-00/p1y,,9,,http://reference.data.gov.uk/id/gregorian-interval/2013-10-01T00:00:00/P1Y
2014-10-01t00-00-00/p1y,2014-10-01T00:00:00/P1Y,2014-10-01t00-00-00/p1y,,10,,http://reference.data.gov.uk/id/gregorian-interval/2014-10-01T00:00:00/P1Y
2015-10-01t00-00-00/p1y,2015-10-01T00:00:00/P1Y,2015-10-01t00-00-00/p1y,,11,,http://reference.data.gov.uk/id/gregorian-interval/2015-10-01T00:00:00/P1Y
2016-10-01t00-00-00/p1y,2016-10-01T00:00:00/P1Y,2016-10-01t00-00-00/p1y,,12,,http://reference.data.gov.uk/id/gregorian-interval/2016-10-01T00:00:00/P1Y
2017-10-01t00-00-00/p1y,2017-10-01T00:00:00/P1Y,2017-10-01t00-00-00/p1y,,13,,http://reference.data.gov.uk/id/gregorian-interval/2017-10-01T00:00:00/P1Y
2018-10-01t00-00-00/p1y,2018-10-01T00:00:00/P1Y,2018-10-01t00-00-00/p1y,,14,,http://reference.data.gov.uk/id/gregorian-interval/2018-10-01T00:00:00/P1Y
2019-10-01t00-00-00/p1y,2019-10-01T00:00:00/P1Y,2019-10-01t00-00-00/p1y,,15,,http://reference.data.gov.uk/id/gregorian-interval/2019-10-01T00:00:00/P1Y
2020-10-01t00-00-00/p1y,2020-10-01T00:00:00/P1Y,2020-10-01t00-00-00/p1y,,16,,http://reference.data.gov.uk/id/gregorian-interval/2020-10-01T00:00:00/P1Y
2021-10-01t00-00-00/p1y,2021-10-01T00:00:00/P1Y,2021-10-01t00-00-00/p1y,,17,,http://reference.data.gov.uk/id/gregorian-interval/2021-10-01T00:00:00/P1Y
2022-10-01t00-00-00/p1y,2022-10-01T00:00:00/P1Y,2022-10-01t00-00-00/p1y,,18,,http://reference.data.gov.uk/id/gregorian-interval/2022-10-01T00:00:00/P1Y
