AREACD,AREANM,Geography,Variable Name,Indicator,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
E92000001,England,Nation,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,90.45417086,Percentage,%,,,,1,
E12000001,North East,Region,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,92.63803681,Percentage,%,,,,1,
E06000047,County Durham,County or Unitary Authority,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,91.18773946,Percentage,%,,,,1,
E06000005,Darlington,County or Unitary Authority,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,92.85714286,Percentage,%,,,,1,
E06000001,Hartlepool,County or Unitary Authority,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,92.10526316,Percentage,%,,,,1,
E06000002,Middlesbrough,County or Unitary Authority,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,92.98245614,Percentage,%,,,,1,
E06000057,Northumberland,County or Unitary Authority,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,93.97590361,Percentage,%,,,,1,
E06000003,Redcar and Cleveland,County or Unitary Authority,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,93.10344828,Percentage,%,,,,1,
E06000004,Stockton-on-Tees,County or Unitary Authority,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,94.87179487,Percentage,%,,,,1,
E08000037,Gateshead,Local Authority District,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,96.42857143,Percentage,%,,,,1,
E08000021,Newcastle upon Tyne,Local Authority District,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,90,Percentage,%,,,,1,
E08000022,North Tyneside,Local Authority District,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,86.07594937,Percentage,%,,,,1,
E08000023,South Tyneside,Local Authority District,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,95.16129032,Percentage,%,,,,1,
E08000024,Sunderland,Local Authority District,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,94.82758621,Percentage,%,,,,1,
E12000002,North West ,Region,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,89.26322418,Percentage,%,,,,1,
E06000008,Blackburn with Darwen,County or Unitary Authority,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,90.78947368,Percentage,%,,,,1,
E06000009,Blackpool,County or Unitary Authority,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,83.72093023,Percentage,%,,,,1,
E06000049,Cheshire East,County or Unitary Authority,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,91.02564103,Percentage,%,,,,1,
E06000050,Cheshire West and Chester,County or Unitary Authority,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,90,Percentage,%,,,,1,
E06000006,Halton,County or Unitary Authority,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,83.07692308,Percentage,%,,,,1,
E06000007,Warrington,County or Unitary Authority,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,100,Percentage,%,,,,1,
E06000063,Cumberland,County or Unitary Authority,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,92.39766082,Percentage,%,,,,1,
E06000064,Westmorland and Furness,County or Unitary Authority,State-funded schools rated good or outstanding,State-funded schools rated good or outstanding,2024-09-30T00:00:00,93.19727891,Percentage,%,,,,1,
