AREACD,AREANM,Geography,Variable Name,Indicator,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
k04000001,england-and-wales,country,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,78.0,Percentage,%,,,,1,
e92000001,england,nation,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,78.0,Percentage,%,,,,1,
e12000001,north-east,region,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,79.0,Percentage,%,,,,1,
e47000006,tees-valley,combined-authority-or-city-region,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,85.0,Percentage,%,,,,1,
e47000014,north-east,combined-authority-or-city-region,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,76.0,Percentage,%,,,,1,
e06000047,county-durham,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,68.0,Percentage,%,,,,1,
e06000005,darlington,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,57.0,Percentage,%,,,,1,
e06000001,hartlepool,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,92.0,Percentage,%,,,,1,
e06000002,middlesbrough,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,96.0,Percentage,%,,,,1,
e06000057,northumberland,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,55.0,Percentage,%,,,,1,
e06000003,redcar-and-cleveland,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,86.0,Percentage,%,,,,1,
e06000004,stockton-on-tees,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,88.0,Percentage,%,,,,1,
e08000037,gateshead,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,94.0,Percentage,%,,,,1,
e08000021,newcastle-upon-tyne,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,95.0,Percentage,%,,,,1,
e08000022,north-tyneside,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,91.0,Percentage,%,,,,1,
e08000023,south-tyneside,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,94.0,Percentage,%,,,,1,
e08000024,sunderland,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,64.0,Percentage,%,,,,1,
e12000002,north-west,region,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,83.0,Percentage,%,,,,1,
e06000008,blackburn-with-darwen,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,79.0,Percentage,%,,,,1,
e06000009,blackpool,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,54.0,Percentage,%,,,,1,
e06000049,cheshire-east,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,63.0,Percentage,%,,,,1,
e06000050,cheshire-west-and-chester,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,72.0,Percentage,%,,,,1,
e06000006,halton,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,62.0,Percentage,%,,,,1,
e06000007,warrington,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,88.0,Percentage,%,,,,1,
e06000063,cumberland,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,71.0,Percentage,%,,,,1,
e06000064,westmorland-and-furness,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,63.0,Percentage,%,,,,1,
e47000001,greater-manchester,combined-authority-or-city-region,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,90.0,Percentage,%,,,,1,
e08000001,bolton,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,72.0,Percentage,%,,,,1,
e08000002,bury,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,88.0,Percentage,%,,,,1,
e08000003,manchester,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,96.0,Percentage,%,,,,1,
e08000004,oldham,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,91.0,Percentage,%,,,,1,
e08000005,rochdale,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,96.0,Percentage,%,,,,1,
e08000006,salford,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,97.0,Percentage,%,,,,1,
e08000007,stockport,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,95.0,Percentage,%,,,,1,
e08000008,tameside,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,82.0,Percentage,%,,,,1,
e08000009,trafford,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,93.0,Percentage,%,,,,1,
e08000010,wigan,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,87.0,Percentage,%,,,,1,
e10000017,lancashire,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,77.0,Percentage,%,,,,1,
e07000117,burnley,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,89.0,Percentage,%,,,,1,
e07000118,chorley,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,70.0,Percentage,%,,,,1,
e07000119,fylde,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,71.0,Percentage,%,,,,1,
e07000120,hyndburn,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,91.0,Percentage,%,,,,1,
e07000121,lancaster,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,72.0,Percentage,%,,,,1,
e07000122,pendle,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,92.0,Percentage,%,,,,1,
e07000123,preston,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,83.0,Percentage,%,,,,1,
e07000124,ribble-valley,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,58.0,Percentage,%,,,,1,
e07000125,rossendale,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,72.0,Percentage,%,,,,1,
e07000126,south-ribble,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,81.0,Percentage,%,,,,1,
e07000127,west-lancashire,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,69.0,Percentage,%,,,,1,
e07000128,wyre,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,72.0,Percentage,%,,,,1,
e47000004,liverpool-city-region,combined-authority-or-city-region,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,89.0,Percentage,%,,,,1,
e08000011,knowsley,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,86.0,Percentage,%,,,,1,
e08000012,liverpool,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,97.0,Percentage,%,,,,1,
e08000014,sefton,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,77.0,Percentage,%,,,,1,
e08000013,st-helens,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,97.0,Percentage,%,,,,1,
e08000015,wirral,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,97.0,Percentage,%,,,,1,
e12000003,yorkshire-and-the-humber,region,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,78.0,Percentage,%,,,,1,
e06000011,east-riding-of-yorkshire,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,61.0,Percentage,%,,,,1,
e06000010,kingston-upon-hull-city-of,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,93.0,Percentage,%,,,,1,
e06000012,north-east-lincolnshire,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,76.0,Percentage,%,,,,1,
e06000013,north-lincolnshire,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,67.0,Percentage,%,,,,1,
e47000012,york-and-north-yorkshire,combined-authority-or-city-region,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,66.0,Percentage,%,,,,1,
e06000014,york,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,88.0,Percentage,%,,,,1,
e06000065,north-yorkshire,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,59.0,Percentage,%,,,,1,
e47000002,south-yorkshire,combined-authority-or-city-region,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,78.0,Percentage,%,,,,1,
e08000016,barnsley,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,71.0,Percentage,%,,,,1,
e08000017,doncaster,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,80.0,Percentage,%,,,,1,
e08000018,rotherham,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,65.0,Percentage,%,,,,1,
e08000019,sheffield,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,87.0,Percentage,%,,,,1,
e47000003,west-yorkshire,combined-authority-or-city-region,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,85.0,Percentage,%,,,,1,
e08000032,bradford,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,90.0,Percentage,%,,,,1,
e08000033,calderdale,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,85.0,Percentage,%,,,,1,
e08000034,kirklees,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,80.0,Percentage,%,,,,1,
e08000035,leeds,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,88.0,Percentage,%,,,,1,
e08000036,wakefield,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,73.0,Percentage,%,,,,1,
e12000004,east-midlands,region,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,76.0,Percentage,%,,,,1,
e47000013,east-midlands,combined-authority-or-city-region,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,77.0,Percentage,%,,,,1,
e06000015,derby,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,96.0,Percentage,%,,,,1,
e06000016,leicester,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,97.0,Percentage,%,,,,1,
e06000061,north-northamptonshire,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,62.0,Percentage,%,,,,1,
e06000018,nottingham,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,96.0,Percentage,%,,,,1,
e06000017,rutland,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,54.0,Percentage,%,,,,1,
e06000062,west-northamptonshire,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,71.0,Percentage,%,,,,1,
e10000007,derbyshire,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,61.0,Percentage,%,,,,1,
e07000032,amber-valley,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,65.0,Percentage,%,,,,1,
e07000033,bolsover,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,63.0,Percentage,%,,,,1,
e07000034,chesterfield,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,77.0,Percentage,%,,,,1,
e07000035,derbyshire-dales,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,44.0,Percentage,%,,,,1,
e07000036,erewash,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,64.0,Percentage,%,,,,1,
e07000037,high-peak,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,78.0,Percentage,%,,,,1,
e07000038,north-east-derbyshire,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,50.0,Percentage,%,,,,1,
e07000039,south-derbyshire,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,44.0,Percentage,%,,,,1,
e10000018,leicestershire,county-or-unitary-authority,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,77.0,Percentage,%,,,,1,
e07000129,blaby,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,94.0,Percentage,%,,,,1,
e07000130,charnwood,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,82.0,Percentage,%,,,,1,
e07000131,harborough,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,65.0,Percentage,%,,,,1,
e07000132,hinckley-and-bosworth,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,82.0,Percentage,%,,,,1,
e07000133,melton,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,58.0,Percentage,%,,,,1,
e07000134,north-west-leicestershire,local-authority-district,Percentage of resident population within a 30 minute walk of their nearest library,Residents within a 30 minute walk of their nearest library,2024-05,59.0,Percentage,%,,,,1,
