AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Value,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
E08000024,Sunderland,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,82.6,Percentage,%,,,,1,
E06000008,Blackburn with Darwen,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,69.9,Percentage,%,,,,1,
E06000009,Blackpool,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,71.8,Percentage,%,,,,1,
E06000049,Cheshire East,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,64.2,Percentage,%,,,,1,
E06000050,Cheshire West and Chester,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,65.3,Percentage,%,,,,1,
E06000006,Halton,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,69.9,Percentage,%,,,,1,
E06000007,Warrington,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,84.9,Percentage,%,,,,1,
E07000026,Allerdale,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,5.9,Percentage,%,,,,1,Obsolete code since 2023 (replaced by E06000063 Cumberland)
E07000027,Barrow-in-Furness,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,54.5,Percentage,%,,,,1,Obsolete code since 2023 (replaced by E06000064 Westmorland and Furness)
E07000028,Carlisle,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,47.5,Percentage,%,,,,1,Obsolete code since 2023 (replaced by E06000063 Cumberland)
E07000029,Copeland,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,2.8,Percentage,%,,,,1,Obsolete code since 2023 (replaced by E06000063 Cumberland)
E07000030,Eden,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,37.8,Percentage,%,,,,1,Obsolete code since 2023 (replaced by E06000064 Westmorland and Furness)
E07000031,South Lakeland,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,38.4,Percentage,%,,,,1,Obsolete code since 2023 (replaced by E06000064 Westmorland and Furness)
E08000001,Bolton,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,88.1,Percentage,%,,,,1,
E08000002,Bury,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,77.9,Percentage,%,,,,1,
E08000003,Manchester,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,76.7,Percentage,%,,,,1,
E08000004,Oldham ,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,86.4,Percentage,%,,,,1,
E08000005,Rochdale,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,66.0,Percentage,%,,,,1,
E08000006,Salford,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,84.7,Percentage,%,,,,1,
E08000007,Stockport,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,88.8,Percentage,%,,,,1,
E08000008,Tameside,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,70.5,Percentage,%,,,,1,
E08000009,Trafford,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,75.2,Percentage,%,,,,1,
E08000010,Wigan,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,88.5,Percentage,%,,,,1,
E07000117,Burnley,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,82.9,Percentage,%,,,,1,
E07000118,Chorley,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,74.7,Percentage,%,,,,1,
E07000119,Fylde,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,80.9,Percentage,%,,,,1,
E07000120,Hyndburn,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,77.0,Percentage,%,,,,1,
E07000121,Lancaster,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,76.1,Percentage,%,,,,1,
E07000122,Pendle,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,68.7,Percentage,%,,,,1,
E07000123,Preston,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,73.6,Percentage,%,,,,1,
E07000124,Ribble Valley,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,63.7,Percentage,%,,,,1,
E07000125,Rossendale,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,37.7,Percentage,%,,,,1,
E07000126,South Ribble,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,75.4,Percentage,%,,,,1,
E07000127,West Lancashire,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,46.5,Percentage,%,,,,1,
E07000128,Wyre,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,60.7,Percentage,%,,,,1,
E08000011,Knowsley ,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,91.0,Percentage,%,,,,1,
E08000012,Liverpool,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,82.5,Percentage,%,,,,1,
E08000014,Sefton,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,66.6,Percentage,%,,,,1,
E08000013,St. Helens,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,85.8,Percentage,%,,,,1,
E08000015,Wirral,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,84.6,Percentage,%,,,,1,
E06000011,East Riding of Yorkshire,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,77.4,Percentage,%,,,,1,
E06000010,"Kingston upon Hull, City of",County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,97.8,Percentage,%,,,,1,
E06000012,North East Lincolnshire,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,89.0,Percentage,%,,,,1,
E06000013,North Lincolnshire,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,69.5,Percentage,%,,,,1,
E06000014,York,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,76.0,Percentage,%,,,,1,
E07000163,Craven,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,37.8,Percentage,%,,,,1,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
E07000164,Hambleton,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,48.7,Percentage,%,,,,1,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
E07000165,Harrogate,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,64.6,Percentage,%,,,,1,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
E07000166,Richmondshire,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,25.2,Percentage,%,,,,1,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
E07000167,Ryedale,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,24.3,Percentage,%,,,,1,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
E07000168,Scarborough,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,7.3,Percentage,%,,,,1,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
E07000169,Selby,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,60.6,Percentage,%,,,,1,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
E08000016,Barnsley,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,66.9,Percentage,%,,,,1,
E08000017,Doncaster,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,73.8,Percentage,%,,,,1,
E08000018,Rotherham ,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,73.5,Percentage,%,,,,1,
E08000019,Sheffield,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,75.9,Percentage,%,,,,1,
E08000032,Bradford ,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,85.2,Percentage,%,,,,1,
E08000033,Calderdale,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,53.0,Percentage,%,,,,1,
E08000034,Kirklees ,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,80.8,Percentage,%,,,,1,
E08000035,Leeds ,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,90.6,Percentage,%,,,,1,
E08000036,Wakefield,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,77.3,Percentage,%,,,,1,
E06000015,Derby ,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,94.9,Percentage,%,,,,1,
E06000016,Leicester,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,94.5,Percentage,%,,,,1,
E06000061,North Northamptonshire,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,80.5,Percentage,%,,,,1,
E06000018,Nottingham,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,92.7,Percentage,%,,,,1,
E06000017,Rutland ,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,43.4,Percentage,%,,,,1,
E06000062,West Northamptonshire,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,85.1,Percentage,%,,,,1,
E07000032,Amber Valley,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,47.0,Percentage,%,,,,1,
E07000033,Bolsover,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,50.5,Percentage,%,,,,1,
E07000034,Chesterfield,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,61.3,Percentage,%,,,,1,
E07000035,Derbyshire Dales,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,21.6,Percentage,%,,,,1,
E07000036,Erewash,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,80.7,Percentage,%,,,,1,
E07000037,High Peak,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,6.6,Percentage,%,,,,1,
E07000038,North East Derbyshire,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,48.1,Percentage,%,,,,1,
E07000039,South Derbyshire,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,65.2,Percentage,%,,,,1,
E07000129,Blaby,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,72.4,Percentage,%,,,,1,
E07000130,Charnwood,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,73.6,Percentage,%,,,,1,
E07000131,Harborough,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,48.2,Percentage,%,,,,1,
E07000132,Hinckley and Bosworth,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,63.6,Percentage,%,,,,1,
E07000133,Melton,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,47.3,Percentage,%,,,,1,
E07000134,North West Leicestershire,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,72.7,Percentage,%,,,,1,
E07000135,Oadby and Wigston,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,77.2,Percentage,%,,,,1,
E07000136,Boston,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,59.5,Percentage,%,,,,1,
E07000137,East Lindsey,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,33.4,Percentage,%,,,,1,
E07000138,Lincoln,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,84.6,Percentage,%,,,,1,
E07000139,North Kesteven,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,57.4,Percentage,%,,,,1,
E07000140,South Holland,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,51.8,Percentage,%,,,,1,
E07000141,South Kesteven,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,65.7,Percentage,%,,,,1,
E07000142,West Lindsey,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,40.2,Percentage,%,,,,1,
E07000170,Ashfield,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,89.7,Percentage,%,,,,1,
E07000171,Bassetlaw,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,36.7,Percentage,%,,,,1,
E07000172,Broxtowe,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,94.5,Percentage,%,,,,1,
E07000173,Gedling,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,91.0,Percentage,%,,,,1,
E07000174,Mansfield,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,85.3,Percentage,%,,,,1,
E07000175,Newark and Sherwood,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,60.5,Percentage,%,,,,1,
E07000176,Rushcliffe,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,75.0,Percentage,%,,,,1,
E06000019,"Herefordshire, County of",County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,60.2,Percentage,%,,,,1,
E06000051,Shropshire,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,38.6,Percentage,%,,,,1,
E06000021,Stoke-on-Trent,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,91.3,Percentage,%,,,,1,
E06000020,Telford and Wrekin,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,79.7,Percentage,%,,,,1,
E07000192,Cannock Chase,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,85.9,Percentage,%,,,,1,
E07000193,East Staffordshire,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,46.1,Percentage,%,,,,1,
E07000194,Lichfield,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,72.2,Percentage,%,,,,1,
E07000195,Newcastle-under-Lyme,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,68.4,Percentage,%,,,,1,
E07000196,South Staffordshire,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,45.0,Percentage,%,,,,1,
E07000197,Stafford,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,68.2,Percentage,%,,,,1,
E07000198,Staffordshire Moorlands,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,53.1,Percentage,%,,,,1,
E07000199,Tamworth,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,81.3,Percentage,%,,,,1,
E07000218,North Warwickshire,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,43.5,Percentage,%,,,,1,
E07000219,Nuneaton and Bedworth,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,86.6,Percentage,%,,,,1,
E07000220,Rugby,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,71.8,Percentage,%,,,,1,
E07000221,Stratford-on-Avon,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,58.2,Percentage,%,,,,1,
E07000222,Warwick,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,76.9,Percentage,%,,,,1,
E08000025,Birmingham,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,90.3,Percentage,%,,,,1,
E08000026,Coventry,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,97.0,Percentage,%,,,,1,
E08000027,Dudley ,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,88.3,Percentage,%,,,,1,
E08000028,Sandwell ,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,87.3,Percentage,%,,,,1,
E08000029,Solihull,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,91.2,Percentage,%,,,,1,
E08000030,Walsall,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,82.2,Percentage,%,,,,1,
E08000031,Wolverhampton,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,92.6,Percentage,%,,,,1,
E07000234,Bromsgrove,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,78.2,Percentage,%,,,,1,
E07000235,Malvern Hills,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,38.0,Percentage,%,,,,1,
E07000236,Redditch,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,83.5,Percentage,%,,,,1,
E07000237,Worcester,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,60.9,Percentage,%,,,,1,
E07000238,Wychavon,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,32.0,Percentage,%,,,,1,
E07000239,Wyre Forest,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,56.8,Percentage,%,,,,1,
E06000055,Bedford,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,76.2,Percentage,%,,,,1,
E06000056,Central Bedfordshire,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,74.8,Percentage,%,,,,1,
E06000032,Luton,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,91.9,Percentage,%,,,,1,
E06000031,Peterborough,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,89.2,Percentage,%,,,,1,
E06000033,Southend-on-Sea,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,90.3,Percentage,%,,,,1,
E06000034,Thurrock,County or Unitary Authority,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,84.3,Percentage,%,,,,1,
E07000008,Cambridge,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,91.7,Percentage,%,,,,1,
E07000009,East Cambridgeshire,Local Authority District,Premises with gigabit capable broadband,Gigabit capable broadband,Mission 4,"Boosting productivity, pay, jobs and living standards",2023-01,67.4,Percentage,%,,,,1,
