AREACD,AREANM,Geography,Variable Name,Indicator,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
e08000006,salford,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,88.3,Percentage,%,,,,1,
e08000007,stockport,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,92.5,Percentage,%,,,,1,
e08000008,tameside,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,88.8,Percentage,%,,,,1,
e08000009,trafford,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,90.9,Percentage,%,,,,1,
e08000010,wigan,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,92.8,Percentage,%,,,,1,
e10000017,lancashire,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,81.3,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e07000117,burnley,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,90.7,Percentage,%,,,,1,
e07000118,chorley,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,88.9,Percentage,%,,,,1,
e07000119,fylde,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,87.3,Percentage,%,,,,1,
e07000120,hyndburn,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,92.0,Percentage,%,,,,1,
e07000121,lancaster,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,86.9,Percentage,%,,,,1,
e07000122,pendle,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,83.3,Percentage,%,,,,1,
e07000123,preston,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,79.6,Percentage,%,,,,1,
e07000124,ribble-valley,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,71.6,Percentage,%,,,,1,
e07000125,rossendale,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,59.8,Percentage,%,,,,1,
e07000126,south-ribble,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,76.7,Percentage,%,,,,1,
e07000127,west-lancashire,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,64.6,Percentage,%,,,,1,
e07000128,wyre,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,87.2,Percentage,%,,,,1,
e47000004,liverpool-city-region,combined-authority-or-city-region,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,87.9,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e08000011,knowsley,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,95.3,Percentage,%,,,,1,
e08000012,liverpool,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,88.7,Percentage,%,,,,1,
e08000014,sefton,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,69.8,Percentage,%,,,,1,
e08000013,st-helens,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,93.1,Percentage,%,,,,1,
e08000015,wirral,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,95.0,Percentage,%,,,,1,
e12000003,yorkshire-and-the-humber,region,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,84.1,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e06000011,east-riding-of-yorkshire,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,86.5,Percentage,%,,,,1,
e06000010,kingston-upon-hull-city-of,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,99.1,Percentage,%,,,,1,
e06000012,north-east-lincolnshire,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,92.8,Percentage,%,,,,1,
e06000013,north-lincolnshire,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,88.4,Percentage,%,,,,1,
e47000012,york-and-north-yorkshire,combined-authority-or-city-region,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,73.2,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e06000014,york,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,84.9,Percentage,%,,,,1,
e06000065,north-yorkshire,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,69.7,Percentage,%,,,,1,
e47000002,south-yorkshire,combined-authority-or-city-region,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,89.0,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e08000016,barnsley,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,81.6,Percentage,%,,,,1,
e08000017,doncaster,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,88.7,Percentage,%,,,,1,
e08000018,rotherham,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,92.9,Percentage,%,,,,1,
e08000019,sheffield,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,90.7,Percentage,%,,,,1,
e47000003,west-yorkshire,combined-authority-or-city-region,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,89.4,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e08000032,bradford,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,89.4,Percentage,%,,,,1,
e08000033,calderdale,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,63.8,Percentage,%,,,,1,
e08000034,kirklees,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,91.0,Percentage,%,,,,1,
e08000035,leeds,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,94.0,Percentage,%,,,,1,
e08000036,wakefield,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,92.8,Percentage,%,,,,1,
e12000004,east-midlands,region,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,82.6,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e47000013,east-midlands,combined-authority-or-city-region,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,83.4,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e06000015,derby,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,96.0,Percentage,%,,,,1,
e06000016,leicester,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,96.6,Percentage,%,,,,1,
e06000061,north-northamptonshire,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,92.1,Percentage,%,,,,1,
e06000018,nottingham,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,93.8,Percentage,%,,,,1,
e06000017,rutland,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,70.6,Percentage,%,,,,1,
e06000062,west-northamptonshire,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,92.5,Percentage,%,,,,1,
e10000007,derbyshire,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,74.9,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e07000032,amber-valley,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,80.0,Percentage,%,,,,1,
e07000033,bolsover,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,79.8,Percentage,%,,,,1,
e07000034,chesterfield,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,84.5,Percentage,%,,,,1,
e07000035,derbyshire-dales,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,47.7,Percentage,%,,,,1,
e07000036,erewash,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,92.0,Percentage,%,,,,1,
e07000037,high-peak,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,45.1,Percentage,%,,,,1,
e07000038,north-east-derbyshire,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,80.4,Percentage,%,,,,1,
e07000039,south-derbyshire,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,78.2,Percentage,%,,,,1,
e10000018,leicestershire,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,77.0,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e07000129,blaby,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,78.6,Percentage,%,,,,1,
e07000130,charnwood,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,81.1,Percentage,%,,,,1,
e07000131,harborough,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,66.5,Percentage,%,,,,1,
e07000132,hinckley-and-bosworth,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,71.0,Percentage,%,,,,1,
e07000133,melton,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,71.7,Percentage,%,,,,1,
e07000134,north-west-leicestershire,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,78.5,Percentage,%,,,,1,
e07000135,oadby-and-wigston,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,96.0,Percentage,%,,,,1,
e10000019,lincolnshire,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,71.1,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e07000136,boston,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,76.0,Percentage,%,,,,1,
e07000137,east-lindsey,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,52.9,Percentage,%,,,,1,
e07000138,lincoln,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,89.5,Percentage,%,,,,1,
e07000139,north-kesteven,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,78.5,Percentage,%,,,,1,
e07000140,south-holland,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,71.2,Percentage,%,,,,1,
e07000141,south-kesteven,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,78.4,Percentage,%,,,,1,
e07000142,west-lindsey,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,56.9,Percentage,%,,,,1,
e10000024,nottinghamshire,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,84.2,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e07000170,ashfield,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,91.6,Percentage,%,,,,1,
e07000171,bassetlaw,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,71.4,Percentage,%,,,,1,
e07000172,broxtowe,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,95.6,Percentage,%,,,,1,
e07000173,gedling,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,92.2,Percentage,%,,,,1,
e07000174,mansfield,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,90.3,Percentage,%,,,,1,
e07000175,newark-and-sherwood,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,74.1,Percentage,%,,,,1,
e07000176,rushcliffe,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,76.5,Percentage,%,,,,1,
e12000005,west-midlands,region,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,85.6,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e06000019,herefordshire-county-of,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,78.6,Percentage,%,,,,1,
e06000051,shropshire,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,66.7,Percentage,%,,,,1,
e06000021,stoke-on-trent,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,94.5,Percentage,%,,,,1,
e06000020,telford-and-wrekin,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,79.5,Percentage,%,,,,1,
e10000028,staffordshire,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,77.1,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e07000192,cannock-chase,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,93.4,Percentage,%,,,,1,
e07000193,east-staffordshire,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,61.1,Percentage,%,,,,1,
e07000194,lichfield,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,79.3,Percentage,%,,,,1,
e07000195,newcastle-under-lyme,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,78.7,Percentage,%,,,,1,
e07000196,south-staffordshire,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,77.4,Percentage,%,,,,1,
e07000197,stafford,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,78.9,Percentage,%,,,,1,
e07000198,staffordshire-moorlands,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,65.4,Percentage,%,,,,1,
e07000199,tamworth,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,86.1,Percentage,%,,,,1,
e10000031,warwickshire,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,80.1,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e07000218,north-warwickshire,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,60.7,Percentage,%,,,,1,
e07000219,nuneaton-and-bedworth,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,90.5,Percentage,%,,,,1,
e07000220,rugby,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,84.0,Percentage,%,,,,1,
e07000221,stratford-on-avon,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,75.6,Percentage,%,,,,1,
e07000222,warwick,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,80.9,Percentage,%,,,,1,
e47000007,west-midlands,combined-authority-or-city-region,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,93.3,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e08000025,birmingham,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,92.9,Percentage,%,,,,1,
e08000026,coventry,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,96.9,Percentage,%,,,,1,
e08000027,dudley,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,93.3,Percentage,%,,,,1,
e08000028,sandwell,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,90.9,Percentage,%,,,,1,
e08000029,solihull,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,93.3,Percentage,%,,,,1,
e08000030,walsall,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,90.4,Percentage,%,,,,1,
e08000031,wolverhampton,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,96.4,Percentage,%,,,,1,
e10000034,worcestershire,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,80.3,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e07000234,bromsgrove,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,82.4,Percentage,%,,,,1,
e07000235,malvern-hills,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,67.3,Percentage,%,,,,1,
e07000236,redditch,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,88.3,Percentage,%,,,,1,
e07000237,worcester,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,89.2,Percentage,%,,,,1,
e07000238,wychavon,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,75.0,Percentage,%,,,,1,
e07000239,wyre-forest,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,80.3,Percentage,%,,,,1,
e12000006,east-of-england,region,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,78.7,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e06000055,bedford,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,79.6,Percentage,%,,,,1,
e06000056,central-bedfordshire,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,79.7,Percentage,%,,,,1,
e06000032,luton,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,97.3,Percentage,%,,,,1,
e06000031,peterborough,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,90.9,Percentage,%,,,,1,
e06000033,southend-on-sea,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,97.1,Percentage,%,,,,1,
e06000034,thurrock,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,90.0,Percentage,%,,,,1,
e10000003,cambridgeshire,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,84.0,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e47000008,cambridgeshire-and-peterborough,combined-authority-or-city-region,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,85.6,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e07000008,cambridge,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,94.2,Percentage,%,,,,1,
e07000009,east-cambridgeshire,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,81.3,Percentage,%,,,,1,
e07000010,fenland,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,82.0,Percentage,%,,,,1,
e07000011,huntingdonshire,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,83.8,Percentage,%,,,,1,
e07000012,south-cambridgeshire,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,78.6,Percentage,%,,,,1,
e10000012,essex,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,80.2,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e07000066,basildon,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,88.5,Percentage,%,,,,1,
e07000067,braintree,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,86.9,Percentage,%,,,,1,
e07000068,brentwood,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,79.5,Percentage,%,,,,1,
e07000069,castle-point,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,64.6,Percentage,%,,,,1,
e07000070,chelmsford,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,78.1,Percentage,%,,,,1,
e07000071,colchester,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,77.8,Percentage,%,,,,1,
e07000072,epping-forest,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,87.0,Percentage,%,,,,1,
e07000073,harlow,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,90.5,Percentage,%,,,,1,
e07000074,maldon,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,80.9,Percentage,%,,,,1,
e07000075,rochford,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,73.9,Percentage,%,,,,1,
e07000076,tendring,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,72.5,Percentage,%,,,,1,
e07000077,uttlesford,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,76.1,Percentage,%,,,,1,
e10000015,hertfordshire,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,85.5,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e07000095,broxbourne,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,86.7,Percentage,%,,,,1,
e07000096,dacorum,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,83.4,Percentage,%,,,,1,
e07000242,east-hertfordshire,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,77.5,Percentage,%,,,,1,
e07000098,hertsmere,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,83.6,Percentage,%,,,,1,
e07000099,north-hertfordshire,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,83.6,Percentage,%,,,,1,
e07000240,st-albans,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,91.1,Percentage,%,,,,1,
e07000243,stevenage,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,92.1,Percentage,%,,,,1,
e07000102,three-rivers,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,90.1,Percentage,%,,,,1,
e07000103,watford,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,92.5,Percentage,%,,,,1,
e07000241,welwyn-hatfield,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,80.0,Percentage,%,,,,1,
e10000020,norfolk,county-or-unitary-authority,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,60.2,Percentage,%,,,,1,This data has been aggregated and may show differences to other published figures.
e07000143,breckland,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,57.4,Percentage,%,,,,1,
e07000144,broadland,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,59.8,Percentage,%,,,,1,
e07000145,great-yarmouth,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,69.4,Percentage,%,,,,1,
e07000146,king-s-lynn-and-west-norfolk,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,57.9,Percentage,%,,,,1,
e07000147,north-norfolk,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,36.0,Percentage,%,,,,1,
e07000148,norwich,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,90.3,Percentage,%,,,,1,
e07000149,south-norfolk,local-authority-district,Gigabit capable broadband,Premises with gigabit capable broadband,2024-07,55.2,Percentage,%,,,,1,
