Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
2012-11,2012-11,2012-11,,142,,http://reference.data.gov.uk/id/month/2012-11
2012-12,2012-12,2012-12,,143,,http://reference.data.gov.uk/id/month/2012-12
2013-01,2013-01,2013-01,,144,,http://reference.data.gov.uk/id/month/2013-01
2013-02,2013-02,2013-02,,145,,http://reference.data.gov.uk/id/month/2013-02
2013-03,2013-03,2013-03,,146,,http://reference.data.gov.uk/id/month/2013-03
2013-04,2013-04,2013-04,,147,,http://reference.data.gov.uk/id/month/2013-04
2013-05,2013-05,2013-05,,148,,http://reference.data.gov.uk/id/month/2013-05
2013-06,2013-06,2013-06,,149,,http://reference.data.gov.uk/id/month/2013-06
2013-07,2013-07,2013-07,,150,,http://reference.data.gov.uk/id/month/2013-07
2013-08,2013-08,2013-08,,151,,http://reference.data.gov.uk/id/month/2013-08
2013-09,2013-09,2013-09,,152,,http://reference.data.gov.uk/id/month/2013-09
2013-10,2013-10,2013-10,,153,,http://reference.data.gov.uk/id/month/2013-10
2013-11,2013-11,2013-11,,154,,http://reference.data.gov.uk/id/month/2013-11
2013-12,2013-12,2013-12,,155,,http://reference.data.gov.uk/id/month/2013-12
2014-01,2014-01,2014-01,,156,,http://reference.data.gov.uk/id/month/2014-01
2014-02,2014-02,2014-02,,157,,http://reference.data.gov.uk/id/month/2014-02
2014-03,2014-03,2014-03,,158,,http://reference.data.gov.uk/id/month/2014-03
2014-04,2014-04,2014-04,,159,,http://reference.data.gov.uk/id/month/2014-04
2014-05,2014-05,2014-05,,160,,http://reference.data.gov.uk/id/month/2014-05
2014-06,2014-06,2014-06,,161,,http://reference.data.gov.uk/id/month/2014-06
2014-07,2014-07,2014-07,,162,,http://reference.data.gov.uk/id/month/2014-07
2014-08,2014-08,2014-08,,163,,http://reference.data.gov.uk/id/month/2014-08
2014-09,2014-09,2014-09,,164,,http://reference.data.gov.uk/id/month/2014-09
2014-10,2014-10,2014-10,,165,,http://reference.data.gov.uk/id/month/2014-10
2014-11,2014-11,2014-11,,166,,http://reference.data.gov.uk/id/month/2014-11
2014-12,2014-12,2014-12,,167,,http://reference.data.gov.uk/id/month/2014-12
2015-01,2015-01,2015-01,,168,,http://reference.data.gov.uk/id/month/2015-01
2015-02,2015-02,2015-02,,169,,http://reference.data.gov.uk/id/month/2015-02
2015-03,2015-03,2015-03,,170,,http://reference.data.gov.uk/id/month/2015-03
2015-04,2015-04,2015-04,,171,,http://reference.data.gov.uk/id/month/2015-04
2015-05,2015-05,2015-05,,172,,http://reference.data.gov.uk/id/month/2015-05
2015-06,2015-06,2015-06,,173,,http://reference.data.gov.uk/id/month/2015-06
2015-07,2015-07,2015-07,,174,,http://reference.data.gov.uk/id/month/2015-07
2015-08,2015-08,2015-08,,175,,http://reference.data.gov.uk/id/month/2015-08
2015-09,2015-09,2015-09,,176,,http://reference.data.gov.uk/id/month/2015-09
2015-10,2015-10,2015-10,,177,,http://reference.data.gov.uk/id/month/2015-10
2015-11,2015-11,2015-11,,178,,http://reference.data.gov.uk/id/month/2015-11
2015-12,2015-12,2015-12,,179,,http://reference.data.gov.uk/id/month/2015-12
2016-01,2016-01,2016-01,,180,,http://reference.data.gov.uk/id/month/2016-01
2016-02,2016-02,2016-02,,181,,http://reference.data.gov.uk/id/month/2016-02
2016-03,2016-03,2016-03,,182,,http://reference.data.gov.uk/id/month/2016-03
2016-04,2016-04,2016-04,,183,,http://reference.data.gov.uk/id/month/2016-04
2016-05,2016-05,2016-05,,184,,http://reference.data.gov.uk/id/month/2016-05
2016-06,2016-06,2016-06,,185,,http://reference.data.gov.uk/id/month/2016-06
2016-07,2016-07,2016-07,,186,,http://reference.data.gov.uk/id/month/2016-07
2016-08,2016-08,2016-08,,187,,http://reference.data.gov.uk/id/month/2016-08
2016-09,2016-09,2016-09,,188,,http://reference.data.gov.uk/id/month/2016-09
2016-10,2016-10,2016-10,,189,,http://reference.data.gov.uk/id/month/2016-10
2016-11,2016-11,2016-11,,190,,http://reference.data.gov.uk/id/month/2016-11
2016-12,2016-12,2016-12,,191,,http://reference.data.gov.uk/id/month/2016-12
2017-01,2017-01,2017-01,,192,,http://reference.data.gov.uk/id/month/2017-01
2017-02,2017-02,2017-02,,193,,http://reference.data.gov.uk/id/month/2017-02
2017-03,2017-03,2017-03,,194,,http://reference.data.gov.uk/id/month/2017-03
2017-04,2017-04,2017-04,,195,,http://reference.data.gov.uk/id/month/2017-04
2017-05,2017-05,2017-05,,196,,http://reference.data.gov.uk/id/month/2017-05
2017-06,2017-06,2017-06,,197,,http://reference.data.gov.uk/id/month/2017-06
2017-07,2017-07,2017-07,,198,,http://reference.data.gov.uk/id/month/2017-07
2017-08,2017-08,2017-08,,199,,http://reference.data.gov.uk/id/month/2017-08
2017-09,2017-09,2017-09,,200,,http://reference.data.gov.uk/id/month/2017-09
2017-10,2017-10,2017-10,,201,,http://reference.data.gov.uk/id/month/2017-10
2017-11,2017-11,2017-11,,202,,http://reference.data.gov.uk/id/month/2017-11
2017-12,2017-12,2017-12,,203,,http://reference.data.gov.uk/id/month/2017-12
2018-01,2018-01,2018-01,,204,,http://reference.data.gov.uk/id/month/2018-01
2018-02,2018-02,2018-02,,205,,http://reference.data.gov.uk/id/month/2018-02
2018-03,2018-03,2018-03,,206,,http://reference.data.gov.uk/id/month/2018-03
2018-04,2018-04,2018-04,,207,,http://reference.data.gov.uk/id/month/2018-04
2018-05,2018-05,2018-05,,208,,http://reference.data.gov.uk/id/month/2018-05
2018-06,2018-06,2018-06,,209,,http://reference.data.gov.uk/id/month/2018-06
2018-07,2018-07,2018-07,,210,,http://reference.data.gov.uk/id/month/2018-07
2018-08,2018-08,2018-08,,211,,http://reference.data.gov.uk/id/month/2018-08
2018-09,2018-09,2018-09,,212,,http://reference.data.gov.uk/id/month/2018-09
2018-10,2018-10,2018-10,,213,,http://reference.data.gov.uk/id/month/2018-10
2018-11,2018-11,2018-11,,214,,http://reference.data.gov.uk/id/month/2018-11
2018-12,2018-12,2018-12,,215,,http://reference.data.gov.uk/id/month/2018-12
2019-01,2019-01,2019-01,,216,,http://reference.data.gov.uk/id/month/2019-01
2019-02,2019-02,2019-02,,217,,http://reference.data.gov.uk/id/month/2019-02
2019-03,2019-03,2019-03,,218,,http://reference.data.gov.uk/id/month/2019-03
2019-04,2019-04,2019-04,,219,,http://reference.data.gov.uk/id/month/2019-04
2019-05,2019-05,2019-05,,220,,http://reference.data.gov.uk/id/month/2019-05
2019-06,2019-06,2019-06,,221,,http://reference.data.gov.uk/id/month/2019-06
2019-07,2019-07,2019-07,,222,,http://reference.data.gov.uk/id/month/2019-07
2019-08,2019-08,2019-08,,223,,http://reference.data.gov.uk/id/month/2019-08
2019-09,2019-09,2019-09,,224,,http://reference.data.gov.uk/id/month/2019-09
2019-10,2019-10,2019-10,,225,,http://reference.data.gov.uk/id/month/2019-10
2019-11,2019-11,2019-11,,226,,http://reference.data.gov.uk/id/month/2019-11
2019-12,2019-12,2019-12,,227,,http://reference.data.gov.uk/id/month/2019-12
2020-01,2020-01,2020-01,,228,,http://reference.data.gov.uk/id/month/2020-01
2020-02,2020-02,2020-02,,229,,http://reference.data.gov.uk/id/month/2020-02
2020-03,2020-03,2020-03,,230,,http://reference.data.gov.uk/id/month/2020-03
2020-04,2020-04,2020-04,,231,,http://reference.data.gov.uk/id/month/2020-04
2020-05,2020-05,2020-05,,232,,http://reference.data.gov.uk/id/month/2020-05
2020-06,2020-06,2020-06,,233,,http://reference.data.gov.uk/id/month/2020-06
2020-07,2020-07,2020-07,,234,,http://reference.data.gov.uk/id/month/2020-07
2020-08,2020-08,2020-08,,235,,http://reference.data.gov.uk/id/month/2020-08
2020-09,2020-09,2020-09,,236,,http://reference.data.gov.uk/id/month/2020-09
2020-10,2020-10,2020-10,,237,,http://reference.data.gov.uk/id/month/2020-10
2020-11,2020-11,2020-11,,238,,http://reference.data.gov.uk/id/month/2020-11
2020-12,2020-12,2020-12,,239,,http://reference.data.gov.uk/id/month/2020-12
2021-01,2021-01,2021-01,,240,,http://reference.data.gov.uk/id/month/2021-01
2021-02,2021-02,2021-02,,241,,http://reference.data.gov.uk/id/month/2021-02
2021-03,2021-03,2021-03,,242,,http://reference.data.gov.uk/id/month/2021-03
2021-04,2021-04,2021-04,,243,,http://reference.data.gov.uk/id/month/2021-04
2021-05,2021-05,2021-05,,244,,http://reference.data.gov.uk/id/month/2021-05
2021-06,2021-06,2021-06,,245,,http://reference.data.gov.uk/id/month/2021-06
2021-07,2021-07,2021-07,,246,,http://reference.data.gov.uk/id/month/2021-07
2021-08,2021-08,2021-08,,247,,http://reference.data.gov.uk/id/month/2021-08
2021-09,2021-09,2021-09,,248,,http://reference.data.gov.uk/id/month/2021-09
2021-10,2021-10,2021-10,,249,,http://reference.data.gov.uk/id/month/2021-10
2021-11,2021-11,2021-11,,250,,http://reference.data.gov.uk/id/month/2021-11
2021-12,2021-12,2021-12,,251,,http://reference.data.gov.uk/id/month/2021-12
2022-01,2022-01,2022-01,,252,,http://reference.data.gov.uk/id/month/2022-01
2022-02,2022-02,2022-02,,253,,http://reference.data.gov.uk/id/month/2022-02
2022-03,2022-03,2022-03,,254,,http://reference.data.gov.uk/id/month/2022-03
2022-04,2022-04,2022-04,,255,,http://reference.data.gov.uk/id/month/2022-04
2022-05,2022-05,2022-05,,256,,http://reference.data.gov.uk/id/month/2022-05
2022-06,2022-06,2022-06,,257,,http://reference.data.gov.uk/id/month/2022-06
2022-07,2022-07,2022-07,,258,,http://reference.data.gov.uk/id/month/2022-07
2022-08,2022-08,2022-08,,259,,http://reference.data.gov.uk/id/month/2022-08
2022-09,2022-09,2022-09,,260,,http://reference.data.gov.uk/id/month/2022-09
2022-10,2022-10,2022-10,,261,,http://reference.data.gov.uk/id/month/2022-10
2022-11,2022-11,2022-11,,262,,http://reference.data.gov.uk/id/month/2022-11
2022-12,2022-12,2022-12,,263,,http://reference.data.gov.uk/id/month/2022-12
2023-01,2023-01,2023-01,,264,,http://reference.data.gov.uk/id/month/2023-01
2023-02,2023-02,2023-02,,265,,http://reference.data.gov.uk/id/month/2023-02
2023-03,2023-03,2023-03,,266,,http://reference.data.gov.uk/id/month/2023-03
2023-04,2023-04,2023-04,,267,,http://reference.data.gov.uk/id/month/2023-04
2023-05,2023-05,2023-05,,268,,http://reference.data.gov.uk/id/month/2023-05
2023-06,2023-06,2023-06,,269,,http://reference.data.gov.uk/id/month/2023-06
2023-07,2023-07,2023-07,,270,,http://reference.data.gov.uk/id/month/2023-07
2023-08,2023-08,2023-08,,271,,http://reference.data.gov.uk/id/month/2023-08
2023-09,2023-09,2023-09,,272,,http://reference.data.gov.uk/id/month/2023-09
2023-10,2023-10,2023-10,,273,,http://reference.data.gov.uk/id/month/2023-10
2023-11,2023-11,2023-11,,274,,http://reference.data.gov.uk/id/month/2023-11
2023-12,2023-12,2023-12,,275,,http://reference.data.gov.uk/id/month/2023-12
2024-01,2024-01,2024-01,,276,,http://reference.data.gov.uk/id/month/2024-01
2024-02,2024-02,2024-02,,277,,http://reference.data.gov.uk/id/month/2024-02
2024-03,2024-03,2024-03,,278,,http://reference.data.gov.uk/id/month/2024-03
2024-04,2024-04,2024-04,,279,,http://reference.data.gov.uk/id/month/2024-04
2024-05,2024-05,2024-05,,280,,http://reference.data.gov.uk/id/month/2024-05
2024-06,2024-06,2024-06,,281,,http://reference.data.gov.uk/id/month/2024-06
2024-07,2024-07,2024-07,,282,,http://reference.data.gov.uk/id/month/2024-07
2024-08,2024-08,2024-08,,283,,http://reference.data.gov.uk/id/month/2024-08
2024-09,2024-09,2024-09,,284,,http://reference.data.gov.uk/id/month/2024-09
