indicator,areacd,areanm,geography,observation,unit,measure,period,lower_confidence_interval_95,upper_confidence_interval_95,observation_status
Inward foreign direct investment,TLH,East of England,ITL Level 1,63442,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLH,East of England,ITL Level 1,80330,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLH,East of England,ITL Level 1,90480,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLH,East of England,ITL Level 1,86487,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLH,East of England,ITL Level 1,84770,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLH1,East Anglia,ITL Level 2,28140,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLH1,East Anglia,ITL Level 2,28031,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLH1,East Anglia,ITL Level 2,36351,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLH1,East Anglia,ITL Level 2,28574,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLH1,East Anglia,ITL Level 2,24466,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLH1,East Anglia,ITL Level 2,26516,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLH1,East Anglia,ITL Level 2,32396,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,19158,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,19607,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,14926,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,13543,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,14058,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,15029,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,12589,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLH2,Bedfordshire and Hertfordshire,ITL Level 2,16343,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLH2,Bedfordshire and Hertfordshire,ITL Level 2,48638,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLH2,Bedfordshire and Hertfordshire,ITL Level 2,25627,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLH2,Bedfordshire and Hertfordshire,ITL Level 2,40397,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLH2,Bedfordshire and Hertfordshire,ITL Level 2,49158,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLH2,Bedfordshire and Hertfordshire,ITL Level 2,39071,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLH2,Bedfordshire and Hertfordshire,ITL Level 2,39855,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLH3,Essex,ITL Level 2,12519,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLH3,Essex,ITL Level 2,11065,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLH3,Essex,ITL Level 2,13182,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLH3,Essex,ITL Level 2,11902,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLH3,Essex,ITL Level 2,11299,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLH3,Essex,ITL Level 2,9757,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLH3,Essex,ITL Level 2,12509,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLI,London,ITL Level 1,412697,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLI,London,ITL Level 1,453476,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLI,London,ITL Level 1,565190,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLI,London,ITL Level 1,671721,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLI,London,ITL Level 1,683412,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLI,London,ITL Level 1,924571,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLI,London,ITL Level 1,907427,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLI3,Inner London - West,ITL Level 2,622487,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLI3,Inner London - West,ITL Level 2,439323,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLI3,Inner London - West,ITL Level 2,446100,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLI3,Inner London - West,ITL Level 2,620556,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLI3,Inner London - West,ITL Level 2,256636,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLI3,Inner London - West,ITL Level 2,239276,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLI3,Inner London - West,ITL Level 2,364507,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLI4,Inner London - East,ITL Level 2,118872,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLI4,Inner London - East,ITL Level 2,128175,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLI4,Inner London - East,ITL Level 2,151617,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLI4,Inner London - East,ITL Level 2,142498,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLI4,Inner London - East,ITL Level 2,169275,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLI4,Inner London - East,ITL Level 2,209583,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLI4,Inner London - East,ITL Level 2,185788,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLI5,Outer London - East and North East,ITL Level 2,9545,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLI5,Outer London - East and North East,ITL Level 2,7584,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLI5,Outer London - East and North East,ITL Level 2,8732,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLI5,Outer London - East and North East,ITL Level 2,10527,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLI5,Outer London - East and North East,ITL Level 2,6916,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLI5,Outer London - East and North East,ITL Level 2,6346,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLI5,Outer London - East and North East,ITL Level 2,7226,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLI6,Outer London - South,ITL Level 2,12983,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLI6,Outer London - South,ITL Level 2,11275,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLI6,Outer London - South,ITL Level 2,9871,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLI6,Outer London - South,ITL Level 2,11876,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLI6,Outer London - South,ITL Level 2,8056,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLI6,Outer London - South,ITL Level 2,8299,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLI6,Outer London - South,ITL Level 2,7767,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLI7,Outer London - West and North West,ITL Level 2,39905,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLI7,Outer London - West and North West,ITL Level 2,53693,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLI7,Outer London - West and North West,ITL Level 2,34073,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLI7,Outer London - West and North West,ITL Level 2,64520,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLI7,Outer London - West and North West,ITL Level 2,55955,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLI7,Outer London - West and North West,ITL Level 2,69972,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLI7,Outer London - West and North West,ITL Level 2,78680,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLJ,South East (England),ITL Level 1,289387,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLJ,South East (England),ITL Level 1,340538,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLJ,South East (England),ITL Level 1,218126,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLJ,South East (England),ITL Level 1,187532,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLJ,South East (England),ITL Level 1,186446,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLJ,South East (England),ITL Level 1,121158,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLJ,South East (England),ITL Level 1,120903,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,43773,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,51237,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,83326,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,86727,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,113980,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,157293,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,198684,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLJ2,"Surrey, East and West Sussex",ITL Level 2,58935,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLJ2,"Surrey, East and West Sussex",ITL Level 2,57070,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLJ2,"Surrey, East and West Sussex",ITL Level 2,45072,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLJ2,"Surrey, East and West Sussex",ITL Level 2,53656,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLJ2,"Surrey, East and West Sussex",ITL Level 2,58361,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLJ2,"Surrey, East and West Sussex",ITL Level 2,42295,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLJ2,"Surrey, East and West Sussex",ITL Level 2,45943,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLJ3,Hampshire and Isle of Wight,ITL Level 2,20342,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLJ3,Hampshire and Isle of Wight,ITL Level 2,16868,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLJ3,Hampshire and Isle of Wight,ITL Level 2,33398,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLJ3,Hampshire and Isle of Wight,ITL Level 2,35269,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLJ3,Hampshire and Isle of Wight,ITL Level 2,45209,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLJ3,Hampshire and Isle of Wight,ITL Level 2,59414,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLJ3,Hampshire and Isle of Wight,ITL Level 2,50920,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLJ4,Kent,ITL Level 2,15610,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLJ4,Kent,ITL Level 2,13865,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLJ4,Kent,ITL Level 2,11880,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLJ4,Kent,ITL Level 2,32000,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLJ4,Kent,ITL Level 2,10758,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLJ4,Kent,ITL Level 2,10844,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLJ4,Kent,ITL Level 2,11360,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLK,South West (England),ITL Level 1,56666,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLK,South West (England),ITL Level 1,61899,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLK,South West (England),ITL Level 1,60046,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLK,South West (England),ITL Level 1,65377,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLK,South West (England),ITL Level 1,70768,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLK,South West (England),ITL Level 1,74555,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLK,South West (England),ITL Level 1,83533,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,60584,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,49713,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,43620,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,71801,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,38693,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,36546,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,39451,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,E47000009,West of England,Combined Authority or City Region,32272,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,E47000009,West of England,Combined Authority or City Region,21684,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,E47000009,West of England,Combined Authority or City Region,16531,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,E47000009,West of England,Combined Authority or City Region,42821,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,E47000009,West of England,Combined Authority or City Region,16144,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,E47000009,West of England,Combined Authority or City Region,14972,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,E47000009,West of England,Combined Authority or City Region,16820,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLK2,Dorset and Somerset,ITL Level 2,12287,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLK2,Dorset and Somerset,ITL Level 2,15238,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLK2,Dorset and Somerset,ITL Level 2,15233,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLK2,Dorset and Somerset,ITL Level 2,17030,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLK2,Dorset and Somerset,ITL Level 2,16846,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLK2,Dorset and Somerset,ITL Level 2,8856,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLK2,Dorset and Somerset,ITL Level 2,7481,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLK3,Cornwall and Isles of Scilly,ITL Level 2,1237,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLK3,Cornwall and Isles of Scilly,ITL Level 2,900,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLK3,Cornwall and Isles of Scilly,ITL Level 2,1306,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLK3,Cornwall and Isles of Scilly,ITL Level 2,1596,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLK3,Cornwall and Isles of Scilly,ITL Level 2,1315,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLK3,Cornwall and Isles of Scilly,ITL Level 2,1313,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLK3,Cornwall and Isles of Scilly,ITL Level 2,1690,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLK4,Devon,ITL Level 2,6143,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLK4,Devon,ITL Level 2,6372,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLK4,Devon,ITL Level 2,4047,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLK4,Devon,ITL Level 2,3413,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLK4,Devon,ITL Level 2,2903,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLK4,Devon,ITL Level 2,3878,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLK4,Devon,ITL Level 2,3351,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLL,Wales,ITL Level 1,41900,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLL,Wales,ITL Level 1,34033,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLL,Wales,ITL Level 1,20410,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLL,Wales,ITL Level 1,22737,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLL,Wales,ITL Level 1,17986,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLL,Wales,ITL Level 1,45835,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLL,Wales,ITL Level 1,21993,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLL1,West Wales and The Valleys,ITL Level 2,9327,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLL1,West Wales and The Valleys,ITL Level 2,12677,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLL1,West Wales and The Valleys,ITL Level 2,7721,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLL1,West Wales and The Valleys,ITL Level 2,9895,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLL1,West Wales and The Valleys,ITL Level 2,10702,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLL1,West Wales and The Valleys,ITL Level 2,10581,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLL1,West Wales and The Valleys,ITL Level 2,9288,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLL2,East Wales,ITL Level 2,23452,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLL2,East Wales,ITL Level 2,9708,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLL2,East Wales,ITL Level 2,12842,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLL2,East Wales,ITL Level 2,32612,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLL2,East Wales,ITL Level 2,33159,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLL2,East Wales,ITL Level 2,12666,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLL2,East Wales,ITL Level 2,10265,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,W42000001,Cardiff Capital Region,Combined Authority or City Region,10194,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,W42000001,Cardiff Capital Region,Combined Authority or City Region,32872,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,W42000001,Cardiff Capital Region,Combined Authority or City Region,7390,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,W42000001,Cardiff Capital Region,Combined Authority or City Region,12214,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,W42000001,Cardiff Capital Region,Combined Authority or City Region,9005,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,W42000001,Cardiff Capital Region,Combined Authority or City Region,9139,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,W42000001,Cardiff Capital Region,Combined Authority or City Region,30181,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,W42000004,Swansea Bay City Region,Combined Authority or City Region,5029,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,W42000004,Swansea Bay City Region,Combined Authority or City Region,4233,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,W42000004,Swansea Bay City Region,Combined Authority or City Region,4300,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,W42000004,Swansea Bay City Region,Combined Authority or City Region,4214,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,W42000004,Swansea Bay City Region,Combined Authority or City Region,7099,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,W42000004,Swansea Bay City Region,Combined Authority or City Region,3338,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,W42000004,Swansea Bay City Region,Combined Authority or City Region,3602,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLM,Scotland,ITL Level 1,75165,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLM,Scotland,ITL Level 1,96863,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLM,Scotland,ITL Level 1,80510,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLM,Scotland,ITL Level 1,57650,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLM,Scotland,ITL Level 1,86957,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLM,Scotland,ITL Level 1,83291,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLM,Scotland,ITL Level 1,88494,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLM5,North Eastern Scotland,ITL Level 2,26942,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLM5,North Eastern Scotland,ITL Level 2,29332,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLM5,North Eastern Scotland,ITL Level 2,21699,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLM5,North Eastern Scotland,ITL Level 2,24456,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLM5,North Eastern Scotland,ITL Level 2,21419,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLM5,North Eastern Scotland,ITL Level 2,16078,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLM5,North Eastern Scotland,ITL Level 2,1828,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,na,Aberdeen City Region,Combined Authority or City Region,1828,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,na,Aberdeen City Region,Combined Authority or City Region,16078,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,na,Aberdeen City Region,Combined Authority or City Region,21419,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,na,Aberdeen City Region,Combined Authority or City Region,29332,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,na,Aberdeen City Region,Combined Authority or City Region,21699,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,na,Aberdeen City Region,Combined Authority or City Region,26942,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,na,Aberdeen City Region,Combined Authority or City Region,24456,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLM6,Highlands and Islands,ITL Level 2,2208,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,TLM6,Highlands and Islands,ITL Level 2,2995,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLM6,Highlands and Islands,ITL Level 2,2532,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLM6,Highlands and Islands,ITL Level 2,1683,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLM6,Highlands and Islands,ITL Level 2,2440,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLM6,Highlands and Islands,ITL Level 2,2046,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLM6,Highlands and Islands,ITL Level 2,1918,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLM7,Eastern Scotland,ITL Level 2,21541,£ million,Pounds,2021-01-01/P1Y,,,
Inward foreign direct investment,TLM7,Eastern Scotland,ITL Level 2,23383,£ million,Pounds,2020-01-01/P1Y,,,
Inward foreign direct investment,TLM7,Eastern Scotland,ITL Level 2,36262,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,TLM7,Eastern Scotland,ITL Level 2,24363,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,TLM7,Eastern Scotland,ITL Level 2,33173,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,TLM7,Eastern Scotland,ITL Level 2,28015,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,TLM7,Eastern Scotland,ITL Level 2,29729,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,25905,£ million,Pounds,2015-01-01/P1Y,,,
Inward foreign direct investment,na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,23944,£ million,Pounds,2016-01-01/P1Y,,,
Inward foreign direct investment,na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,29602,£ million,Pounds,2017-01-01/P1Y,,,
Inward foreign direct investment,na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,19015,£ million,Pounds,2018-01-01/P1Y,,,
Inward foreign direct investment,na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,30941,£ million,Pounds,2019-01-01/P1Y,,,
Inward foreign direct investment,na,Edinburgh and South East Scotland City Region,Combined Authority or City Region,20405,£ million,Pounds,2020-01-01/P1Y,,,
