indicator,areacd,areanm,geography,observation,unit,measure,period,lower_confidence_interval_95,upper_confidence_interval_95,observation_status
Outward foreign direct investment,TLG2,Shropshire and Staffordshire,ITL Level 2,14342,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLG2,Shropshire and Staffordshire,ITL Level 2,14536,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLG2,Shropshire and Staffordshire,ITL Level 2,11822,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLG2,Shropshire and Staffordshire,ITL Level 2,14020,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLG2,Shropshire and Staffordshire,ITL Level 2,12965,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLG2,Shropshire and Staffordshire,ITL Level 2,12583,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLG2,Shropshire and Staffordshire,ITL Level 2,10446,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,E47000007,West Midlands,ITL Level 2,31561,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,E47000007,West Midlands,ITL Level 2,35907,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,E47000007,West Midlands,ITL Level 2,41247,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,E47000007,West Midlands,ITL Level 2,42205,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,E47000007,West Midlands,ITL Level 2,46288,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,E47000007,West Midlands,ITL Level 2,68505,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,E47000007,West Midlands,ITL Level 2,66497,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,E47000007,West Midlands,Combined Authority or City Region,66497,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,E47000007,West Midlands,Combined Authority or City Region,68505,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,E47000007,West Midlands,Combined Authority or City Region,46288,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,E47000007,West Midlands,Combined Authority or City Region,41247,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,E47000007,West Midlands,Combined Authority or City Region,35907,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,E47000007,West Midlands,Combined Authority or City Region,31561,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,E47000007,West Midlands,Combined Authority or City Region,42205,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLH,East of England,ITL Level 1,80491,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLH,East of England,ITL Level 1,92784,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLH,East of England,ITL Level 1,83241,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLH,East of England,ITL Level 1,89322,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLH,East of England,ITL Level 1,98142,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLH,East of England,ITL Level 1,95497,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLH,East of England,ITL Level 1,98721,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLH1,East Anglia,ITL Level 2,20436,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLH1,East Anglia,ITL Level 2,22686,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLH1,East Anglia,ITL Level 2,21601,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLH1,East Anglia,ITL Level 2,40840,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLH1,East Anglia,ITL Level 2,36669,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLH1,East Anglia,ITL Level 2,42200,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLH1,East Anglia,ITL Level 2,20853,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,8374,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,8517,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,8173,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,7445,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,28185,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,26877,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,26132,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLH2,Bedfordshire and Hertfordshire,ITL Level 2,34811,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLH2,Bedfordshire and Hertfordshire,ITL Level 2,40649,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLH2,Bedfordshire and Hertfordshire,ITL Level 2,30895,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLH2,Bedfordshire and Hertfordshire,ITL Level 2,56303,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLH2,Bedfordshire and Hertfordshire,ITL Level 2,68433,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLH2,Bedfordshire and Hertfordshire,ITL Level 2,64715,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLH2,Bedfordshire and Hertfordshire,ITL Level 2,68312,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLH3,Essex,ITL Level 2,9555,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLH3,Essex,ITL Level 2,9181,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLH3,Essex,ITL Level 2,9272,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLH3,Essex,ITL Level 2,10333,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLH3,Essex,ITL Level 2,10146,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLH3,Essex,ITL Level 2,11295,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLH3,Essex,ITL Level 2,9011,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLI,London,ITL Level 1,385164,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLI,London,ITL Level 1,468094,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLI,London,ITL Level 1,518098,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLI,London,ITL Level 1,569176,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLI,London,ITL Level 1,701415,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLI,London,ITL Level 1,763589,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLI,London,ITL Level 1,805325,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLI3,Inner London - West,ITL Level 2,581918,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLI3,Inner London - West,ITL Level 2,527607,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLI3,Inner London - West,ITL Level 2,421423,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLI3,Inner London - West,ITL Level 2,609764,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLI3,Inner London - West,ITL Level 2,339807,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLI3,Inner London - West,ITL Level 2,281365,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLI3,Inner London - West,ITL Level 2,383025,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLI4,Inner London - East,ITL Level 2,57756,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLI4,Inner London - East,ITL Level 2,73461,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLI4,Inner London - East,ITL Level 2,60874,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLI4,Inner London - East,ITL Level 2,72166,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLI4,Inner London - East,ITL Level 2,95386,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLI4,Inner London - East,ITL Level 2,106653,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLI4,Inner London - East,ITL Level 2,120219,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLI5,Outer London - East and North East,ITL Level 2,4988,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLI5,Outer London - East and North East,ITL Level 2,4953,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLI5,Outer London - East and North East,ITL Level 2,5540,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLI5,Outer London - East and North East,ITL Level 2,4579,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLI5,Outer London - East and North East,ITL Level 2,4222,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLI5,Outer London - East and North East,ITL Level 2,3294,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLI5,Outer London - East and North East,ITL Level 2,4552,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLI6,Outer London - South,ITL Level 2,11359,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLI6,Outer London - South,ITL Level 2,10919,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLI6,Outer London - South,ITL Level 2,12513,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLI6,Outer London - South,ITL Level 2,13355,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLI6,Outer London - South,ITL Level 2,8473,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLI6,Outer London - South,ITL Level 2,5271,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLI6,Outer London - South,ITL Level 2,14832,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLI7,Outer London - West and North West,ITL Level 2,37479,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLI7,Outer London - West and North West,ITL Level 2,42132,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLI7,Outer London - West and North West,ITL Level 2,54815,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLI7,Outer London - West and North West,ITL Level 2,57534,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLI7,Outer London - West and North West,ITL Level 2,62551,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLI7,Outer London - West and North West,ITL Level 2,58671,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLI7,Outer London - West and North West,ITL Level 2,57409,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLJ,South East (England),ITL Level 1,347415,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLJ,South East (England),ITL Level 1,348021,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLJ,South East (England),ITL Level 1,307539,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLJ,South East (England),ITL Level 1,302245,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLJ,South East (England),ITL Level 1,301996,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLJ,South East (England),ITL Level 1,271601,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLJ,South East (England),ITL Level 1,248644,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,106399,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,87410,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,103790,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,94855,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,81419,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,130124,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",ITL Level 2,120309,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLJ2,"Surrey, East and West Sussex",ITL Level 2,130242,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLJ2,"Surrey, East and West Sussex",ITL Level 2,115024,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLJ2,"Surrey, East and West Sussex",ITL Level 2,136984,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLJ2,"Surrey, East and West Sussex",ITL Level 2,132521,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLJ2,"Surrey, East and West Sussex",ITL Level 2,142153,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLJ2,"Surrey, East and West Sussex",ITL Level 2,151765,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLJ2,"Surrey, East and West Sussex",ITL Level 2,115175,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLJ3,Hampshire and Isle of Wight,ITL Level 2,20686,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLJ3,Hampshire and Isle of Wight,ITL Level 2,21338,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLJ3,Hampshire and Isle of Wight,ITL Level 2,43994,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLJ3,Hampshire and Isle of Wight,ITL Level 2,60057,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLJ3,Hampshire and Isle of Wight,ITL Level 2,78987,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLJ3,Hampshire and Isle of Wight,ITL Level 2,90864,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLJ3,Hampshire and Isle of Wight,ITL Level 2,84226,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLJ4,Kent,ITL Level 2,11402,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLJ4,Kent,ITL Level 2,10149,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLJ4,Kent,ITL Level 2,14812,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLJ4,Kent,ITL Level 2,13245,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLJ4,Kent,ITL Level 2,11087,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLJ4,Kent,ITL Level 2,6385,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLJ4,Kent,ITL Level 2,12059,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLK,South West (England),ITL Level 1,52500,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLK,South West (England),ITL Level 1,66533,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLK,South West (England),ITL Level 1,84864,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLK,South West (England),ITL Level 1,88373,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLK,South West (England),ITL Level 1,84587,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLK,South West (England),ITL Level 1,85202,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLK,South West (England),ITL Level 1,68092,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,71364,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,71334,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,72458,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,55436,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,53490,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,40644,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLK1,"Gloucestershire, Wiltshire and Bath/Bristol area",ITL Level 2,68507,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,E47000009,West of England,Combined Authority or City Region,42900,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,E47000009,West of England,Combined Authority or City Region,43390,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,E47000009,West of England,Combined Authority or City Region,40897,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,E47000009,West of England,Combined Authority or City Region,38691,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,E47000009,West of England,Combined Authority or City Region,37245,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,E47000009,West of England,Combined Authority or City Region,32740,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,E47000009,West of England,Combined Authority or City Region,42158,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLK2,Dorset and Somerset,ITL Level 2,6737,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLK2,Dorset and Somerset,ITL Level 2,8395,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLK2,Dorset and Somerset,ITL Level 2,9400,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLK2,Dorset and Somerset,ITL Level 2,11036,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLK2,Dorset and Somerset,ITL Level 2,8956,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLK2,Dorset and Somerset,ITL Level 2,10029,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLK2,Dorset and Somerset,ITL Level 2,8649,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLK3,Cornwall and Isles of Scilly,ITL Level 2,1048,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLK3,Cornwall and Isles of Scilly,ITL Level 2,1084,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLK3,Cornwall and Isles of Scilly,ITL Level 2,1142,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLK3,Cornwall and Isles of Scilly,ITL Level 2,974,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLK3,Cornwall and Isles of Scilly,ITL Level 2,3016,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLK3,Cornwall and Isles of Scilly,ITL Level 2,1602,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLK3,Cornwall and Isles of Scilly,ITL Level 2,1598,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLK4,Devon,ITL Level 2,3521,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLK4,Devon,ITL Level 2,3674,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLK4,Devon,ITL Level 2,3941,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLK4,Devon,ITL Level 2,3277,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLK4,Devon,ITL Level 2,3155,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLK4,Devon,ITL Level 2,2760,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLK4,Devon,ITL Level 2,2924,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLL,Wales,ITL Level 1,19582,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLL,Wales,ITL Level 1,17456,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLL,Wales,ITL Level 1,23834,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLL,Wales,ITL Level 1,20718,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLL,Wales,ITL Level 1,15197,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLL,Wales,ITL Level 1,13192,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLL,Wales,ITL Level 1,11155,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLL1,West Wales and The Valleys,ITL Level 2,4587,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLL1,West Wales and The Valleys,ITL Level 2,5428,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLL1,West Wales and The Valleys,ITL Level 2,5556,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLL1,West Wales and The Valleys,ITL Level 2,7854,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLL1,West Wales and The Valleys,ITL Level 2,9793,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLL1,West Wales and The Valleys,ITL Level 2,7538,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLL1,West Wales and The Valleys,ITL Level 2,7369,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLL2,East Wales,ITL Level 2,9917,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLL2,East Wales,ITL Level 2,14041,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLL2,East Wales,ITL Level 2,12864,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLL2,East Wales,ITL Level 2,12213,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLL2,East Wales,ITL Level 2,7765,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLL2,East Wales,ITL Level 2,6568,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLL2,East Wales,ITL Level 2,9641,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,W42000001,Cardiff Capital Region,Combined Authority or City Region,7419,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,W42000001,Cardiff Capital Region,Combined Authority or City Region,7930,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,W42000001,Cardiff Capital Region,Combined Authority or City Region,8912,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,W42000001,Cardiff Capital Region,Combined Authority or City Region,11143,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,W42000001,Cardiff Capital Region,Combined Authority or City Region,10582,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,W42000001,Cardiff Capital Region,Combined Authority or City Region,10845,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,W42000001,Cardiff Capital Region,Combined Authority or City Region,12914,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,W42000004,Swansea Bay City Region,Combined Authority or City Region,4070,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,W42000004,Swansea Bay City Region,Combined Authority or City Region,5878,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,W42000004,Swansea Bay City Region,Combined Authority or City Region,3249,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,W42000004,Swansea Bay City Region,Combined Authority or City Region,3052,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,W42000004,Swansea Bay City Region,Combined Authority or City Region,2884,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,W42000004,Swansea Bay City Region,Combined Authority or City Region,1824,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,W42000004,Swansea Bay City Region,Combined Authority or City Region,2619,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLM,Scotland,ITL Level 1,124952,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLM,Scotland,ITL Level 1,94603,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLM,Scotland,ITL Level 1,86788,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLM,Scotland,ITL Level 1,91250,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,TLM,Scotland,ITL Level 1,92067,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLM,Scotland,ITL Level 1,91969,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLM,Scotland,ITL Level 1,95441,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLM5,North Eastern Scotland,ITL Level 2,27949,£ million,Pounds,2015-01-01/P1Y,,,
Outward foreign direct investment,TLM5,North Eastern Scotland,ITL Level 2,20365,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,TLM5,North Eastern Scotland,ITL Level 2,19594,£ million,Pounds,2017-01-01/P1Y,,,
Outward foreign direct investment,TLM5,North Eastern Scotland,ITL Level 2,19431,£ million,Pounds,2018-01-01/P1Y,,,
Outward foreign direct investment,TLM5,North Eastern Scotland,ITL Level 2,18082,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,TLM5,North Eastern Scotland,ITL Level 2,35665,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,TLM5,North Eastern Scotland,ITL Level 2,10271,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,na,Aberdeen City Region,Combined Authority or City Region,10271,£ million,Pounds,2021-01-01/P1Y,,,
Outward foreign direct investment,na,Aberdeen City Region,Combined Authority or City Region,35665,£ million,Pounds,2020-01-01/P1Y,,,
Outward foreign direct investment,na,Aberdeen City Region,Combined Authority or City Region,18082,£ million,Pounds,2019-01-01/P1Y,,,
Outward foreign direct investment,na,Aberdeen City Region,Combined Authority or City Region,20365,£ million,Pounds,2016-01-01/P1Y,,,
Outward foreign direct investment,na,Aberdeen City Region,Combined Authority or City Region,19594,£ million,Pounds,2017-01-01/P1Y,,,
