areacd,areanm,geography,indicator,period,observation,measure,unit,lci_95,uci_95,status,notes
E08000024,Sunderland,Local Authority District,Sports facilities,2023-10-05,15.21,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E12000002,North West,Region,Sports facilities,2023-10-05,16.0,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E06000008,Blackburn with Darwen,County or Unitary Authority,Sports facilities,2023-10-05,14.41,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000009,Blackpool,County or Unitary Authority,Sports facilities,2023-10-05,13.54,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000049,Cheshire East,County or Unitary Authority,Sports facilities,2023-10-05,18.81,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000050,Cheshire West and Chester,County or Unitary Authority,Sports facilities,2023-10-05,19.74,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000006,Halton,County or Unitary Authority,Sports facilities,2023-10-05,16.81,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000007,Warrington,County or Unitary Authority,Sports facilities,2023-10-05,19.86,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000063,Cumberland,County or Unitary Authority,Sports facilities,2023-10-05,24.15,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E06000064,Westmorland and Furness,County or Unitary Authority,Sports facilities,2023-10-05,29.17,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E07000026,Allerdale,Local Authority District,Sports facilities,2023-10-05,27.04,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,Obsolete code since 2023 (replaced by E06000063 Cumberland)
E07000027,Barrow-in-Furness,Local Authority District,Sports facilities,2023-10-05,22.4,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,Obsolete code since 2023 (replaced by E06000064 Westmorland and Furness)
E07000028,Carlisle,Local Authority District,Sports facilities,2023-10-05,22.18,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,Obsolete code since 2023 (replaced by E06000063 Cumberland)
E07000029,Copeland,Local Authority District,Sports facilities,2023-10-05,23.26,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,Obsolete code since 2023 (replaced by E06000063 Cumberland)
E07000030,Eden,Local Authority District,Sports facilities,2023-10-05,33.43,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,Obsolete code since 2023 (replaced by E06000064 Westmorland and Furness)
E07000031,South Lakeland,Local Authority District,Sports facilities,2023-10-05,31.31,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,Obsolete code since 2023 (replaced by E06000064 Westmorland and Furness)
E47000001,Greater Manchester,Combined Authority or City Region,Sports facilities,2023-10-05,13.81,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E08000001,Bolton,Local Authority District,Sports facilities,2023-10-05,14.43,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000002,Bury,Local Authority District,Sports facilities,2023-10-05,15.94,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000003,Manchester,Local Authority District,Sports facilities,2023-10-05,10.29,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000004,Oldham,Local Authority District,Sports facilities,2023-10-05,11.28,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000005,Rochdale,Local Authority District,Sports facilities,2023-10-05,13.67,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000006,Salford,Local Authority District,Sports facilities,2023-10-05,12.89,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000007,Stockport,Local Authority District,Sports facilities,2023-10-05,16.49,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000008,Tameside,Local Authority District,Sports facilities,2023-10-05,11.55,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000009,Trafford,Local Authority District,Sports facilities,2023-10-05,19.61,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000010,Wigan,Local Authority District,Sports facilities,2023-10-05,15.64,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E47000018,Lancashire,Combined Authority or City Region,Sports facilities,2023-10-05,17.0,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E10000017,Lancashire,County or Unitary Authority,Sports facilities,2023-10-05,17.72,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E07000117,Burnley,Local Authority District,Sports facilities,2023-10-05,11.62,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000118,Chorley,Local Authority District,Sports facilities,2023-10-05,18.77,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000119,Fylde,Local Authority District,Sports facilities,2023-10-05,21.38,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000120,Hyndburn,Local Authority District,Sports facilities,2023-10-05,16.17,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000121,Lancaster,Local Authority District,Sports facilities,2023-10-05,18.75,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000122,Pendle,Local Authority District,Sports facilities,2023-10-05,15.66,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000123,Preston,Local Authority District,Sports facilities,2023-10-05,12.99,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000124,Ribble Valley,Local Authority District,Sports facilities,2023-10-05,29.73,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000125,Rossendale,Local Authority District,Sports facilities,2023-10-05,17.07,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000126,South Ribble,Local Authority District,Sports facilities,2023-10-05,21.88,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000127,West Lancashire,Local Authority District,Sports facilities,2023-10-05,16.27,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000128,Wyre,Local Authority District,Sports facilities,2023-10-05,18.13,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E47000004,Liverpool City Region,Combined Authority or City Region,Sports facilities,2023-10-05,13.58,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E08000011,Knowsley,Local Authority District,Sports facilities,2023-10-05,11.33,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000012,Liverpool,Local Authority District,Sports facilities,2023-10-05,10.53,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000014,Sefton,Local Authority District,Sports facilities,2023-10-05,15.65,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000013,St. Helens,Local Authority District,Sports facilities,2023-10-05,16.15,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000015,Wirral,Local Authority District,Sports facilities,2023-10-05,14.74,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E12000003,Yorkshire and The Humber,Region,Sports facilities,2023-10-05,17.69,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E47000016,Hull and East Yorkshire,Combined Authority or City Region,Sports facilities,2023-10-05,18.48,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E06000011,East Riding of Yorkshire,County or Unitary Authority,Sports facilities,2023-10-05,20.75,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000010,"Kingston upon Hull, City of",County or Unitary Authority,Sports facilities,2023-10-05,15.58,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E47000017,Greater Lincolnshire,Combined Authority or City Region,Sports facilities,2023-10-05,18.57,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E06000012,North East Lincolnshire,County or Unitary Authority,Sports facilities,2023-10-05,17.52,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000013,North Lincolnshire,County or Unitary Authority,Sports facilities,2023-10-05,20.74,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E47000012,York and North Yorkshire,Combined Authority or City Region,Sports facilities,2023-10-05,25.65,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E06000014,York,County or Unitary Authority,Sports facilities,2023-10-05,21.35,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000065,North Yorkshire,County or Unitary Authority,Sports facilities,2023-10-05,27.07,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E07000163,Craven,Local Authority District,Sports facilities,2023-10-05,30.92,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
E07000164,Hambleton,Local Authority District,Sports facilities,2023-10-05,26.9,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
E07000165,Harrogate,Local Authority District,Sports facilities,2023-10-05,27.23,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
E07000166,Richmondshire,Local Authority District,Sports facilities,2023-10-05,31.14,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
E07000167,Ryedale,Local Authority District,Sports facilities,2023-10-05,31.44,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
E07000168,Scarborough,Local Authority District,Sports facilities,2023-10-05,23.73,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
E07000169,Selby,Local Authority District,Sports facilities,2023-10-05,23.7,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,Obsolete code since 2023 (replaced by E06000065 North Yorkshire)
E47000002,South Yorkshire,Combined Authority or City Region,Sports facilities,2023-10-05,15.11,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E08000038,Barnsley,Local Authority District,Sports facilities,2023-10-05,15.7,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E08000016,Barnsley,Local Authority District,Sports facilities,2023-10-05,15.7,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,Obsolete code since 2025 (replaced by E08000038 Barnsley)
E08000017,Doncaster,Local Authority District,Sports facilities,2023-10-05,16.91,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000018,Rotherham,Local Authority District,Sports facilities,2023-10-05,16.78,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000039,Sheffield,Local Authority District,Sports facilities,2023-10-05,13.05,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E08000019,Sheffield,Local Authority District,Sports facilities,2023-10-05,13.05,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,Obsolete code since 2025 (replaced by E08000039 Sheffield)
E47000003,West Yorkshire,Combined Authority or City Region,Sports facilities,2023-10-05,16.01,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E08000032,Bradford,Local Authority District,Sports facilities,2023-10-05,13.27,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000033,Calderdale,Local Authority District,Sports facilities,2023-10-05,18.49,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000034,Kirklees,Local Authority District,Sports facilities,2023-10-05,15.67,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000035,Leeds,Local Authority District,Sports facilities,2023-10-05,17.0,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000036,Wakefield,Local Authority District,Sports facilities,2023-10-05,16.95,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E12000004,East Midlands,Region,Sports facilities,2023-10-05,17.46,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E47000013,East Midlands,Combined Authority or City Region,Sports facilities,2023-10-05,16.86,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E06000015,Derby,County or Unitary Authority,Sports facilities,2023-10-05,12.13,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000016,Leicester,County or Unitary Authority,Sports facilities,2023-10-05,11.02,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000061,North Northamptonshire,County or Unitary Authority,Sports facilities,2023-10-05,15.21,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000018,Nottingham,County or Unitary Authority,Sports facilities,2023-10-05,13.01,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000017,Rutland,County or Unitary Authority,Sports facilities,2023-10-05,33.13,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000062,West Northamptonshire,County or Unitary Authority,Sports facilities,2023-10-05,19.61,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E10000007,Derbyshire,County or Unitary Authority,Sports facilities,2023-10-05,18.2,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E07000032,Amber Valley,Local Authority District,Sports facilities,2023-10-05,16.01,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000033,Bolsover,Local Authority District,Sports facilities,2023-10-05,17.44,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000034,Chesterfield,Local Authority District,Sports facilities,2023-10-05,16.12,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000035,Derbyshire Dales,Local Authority District,Sports facilities,2023-10-05,28.8,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000036,Erewash,Local Authority District,Sports facilities,2023-10-05,17.45,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000037,High Peak,Local Authority District,Sports facilities,2023-10-05,19.13,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000038,North East Derbyshire,Local Authority District,Sports facilities,2023-10-05,17.65,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000039,South Derbyshire,Local Authority District,Sports facilities,2023-10-05,16.79,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E10000018,Leicestershire,County or Unitary Authority,Sports facilities,2023-10-05,20.69,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E07000129,Blaby,Local Authority District,Sports facilities,2023-10-05,21.08,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000130,Charnwood,Local Authority District,Sports facilities,2023-10-05,20.06,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000131,Harborough,Local Authority District,Sports facilities,2023-10-05,21.1,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000132,Hinckley and Bosworth,Local Authority District,Sports facilities,2023-10-05,20.85,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000133,Melton,Local Authority District,Sports facilities,2023-10-05,22.99,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000134,North West Leicestershire,Local Authority District,Sports facilities,2023-10-05,19.48,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000135,Oadby and Wigston,Local Authority District,Sports facilities,2023-10-05,21.13,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E10000019,Lincolnshire,County or Unitary Authority,Sports facilities,2023-10-05,18.3,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E07000136,Boston,Local Authority District,Sports facilities,2023-10-05,16.17,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000137,East Lindsey,Local Authority District,Sports facilities,2023-10-05,20.03,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000138,Lincoln,Local Authority District,Sports facilities,2023-10-05,15.32,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000139,North Kesteven,Local Authority District,Sports facilities,2023-10-05,19.9,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000140,South Holland,Local Authority District,Sports facilities,2023-10-05,13.46,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000141,South Kesteven,Local Authority District,Sports facilities,2023-10-05,20.15,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000142,West Lindsey,Local Authority District,Sports facilities,2023-10-05,20.6,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E10000024,Nottinghamshire,County or Unitary Authority,Sports facilities,2023-10-05,18.59,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E07000170,Ashfield,Local Authority District,Sports facilities,2023-10-05,14.25,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000171,Bassetlaw,Local Authority District,Sports facilities,2023-10-05,20.2,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000172,Broxtowe,Local Authority District,Sports facilities,2023-10-05,17.04,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000173,Gedling,Local Authority District,Sports facilities,2023-10-05,16.29,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000174,Mansfield,Local Authority District,Sports facilities,2023-10-05,15.3,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000175,Newark and Sherwood,Local Authority District,Sports facilities,2023-10-05,21.96,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000176,Rushcliffe,Local Authority District,Sports facilities,2023-10-05,24.86,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E12000005,West Midlands,Region,Sports facilities,2023-10-05,16.25,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E06000019,"Herefordshire, County of",County or Unitary Authority,Sports facilities,2023-10-05,24.81,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000051,Shropshire,County or Unitary Authority,Sports facilities,2023-10-05,22.65,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000021,Stoke-on-Trent,County or Unitary Authority,Sports facilities,2023-10-05,13.93,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000020,Telford and Wrekin,County or Unitary Authority,Sports facilities,2023-10-05,15.47,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E10000028,Staffordshire,County or Unitary Authority,Sports facilities,2023-10-05,18.96,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E07000192,Cannock Chase,Local Authority District,Sports facilities,2023-10-05,14.03,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000193,East Staffordshire,Local Authority District,Sports facilities,2023-10-05,20.72,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000194,Lichfield,Local Authority District,Sports facilities,2023-10-05,21.14,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000195,Newcastle-under-Lyme,Local Authority District,Sports facilities,2023-10-05,18.65,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000196,South Staffordshire,Local Authority District,Sports facilities,2023-10-05,22.99,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000197,Stafford,Local Authority District,Sports facilities,2023-10-05,18.19,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000198,Staffordshire Moorlands,Local Authority District,Sports facilities,2023-10-05,21.49,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000199,Tamworth,Local Authority District,Sports facilities,2023-10-05,12.59,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E10000031,Warwickshire,County or Unitary Authority,Sports facilities,2023-10-05,21.28,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E07000218,North Warwickshire,Local Authority District,Sports facilities,2023-10-05,27.68,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000219,Nuneaton and Bedworth,Local Authority District,Sports facilities,2023-10-05,15.35,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000220,Rugby,Local Authority District,Sports facilities,2023-10-05,21.16,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000221,Stratford-on-Avon,Local Authority District,Sports facilities,2023-10-05,27.91,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000222,Warwick,Local Authority District,Sports facilities,2023-10-05,17.92,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E47000007,West Midlands,Combined Authority or City Region,Sports facilities,2023-10-05,12.36,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E08000025,Birmingham,Local Authority District,Sports facilities,2023-10-05,10.14,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000026,Coventry,Local Authority District,Sports facilities,2023-10-05,15.09,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000027,Dudley,Local Authority District,Sports facilities,2023-10-05,13.11,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000028,Sandwell,Local Authority District,Sports facilities,2023-10-05,9.86,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000029,Solihull,Local Authority District,Sports facilities,2023-10-05,19.98,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000030,Walsall,Local Authority District,Sports facilities,2023-10-05,12.78,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E08000031,Wolverhampton,Local Authority District,Sports facilities,2023-10-05,14.03,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E10000034,Worcestershire,County or Unitary Authority,Sports facilities,2023-10-05,21.3,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E07000234,Bromsgrove,Local Authority District,Sports facilities,2023-10-05,25.81,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000235,Malvern Hills,Local Authority District,Sports facilities,2023-10-05,25.66,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000236,Redditch,Local Authority District,Sports facilities,2023-10-05,12.75,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000237,Worcester,Local Authority District,Sports facilities,2023-10-05,20.31,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000238,Wychavon,Local Authority District,Sports facilities,2023-10-05,23.62,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000239,Wyre Forest,Local Authority District,Sports facilities,2023-10-05,18.8,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E12000006,East of England,Region,Sports facilities,2023-10-05,19.64,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E06000055,Bedford,County or Unitary Authority,Sports facilities,2023-10-05,21.54,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000056,Central Bedfordshire,County or Unitary Authority,Sports facilities,2023-10-05,22.06,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000032,Luton,County or Unitary Authority,Sports facilities,2023-10-05,12.03,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000031,Peterborough,County or Unitary Authority,Sports facilities,2023-10-05,15.35,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000033,Southend-on-Sea,County or Unitary Authority,Sports facilities,2023-10-05,14.0,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E06000034,Thurrock,County or Unitary Authority,Sports facilities,2023-10-05,14.55,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E10000003,Cambridgeshire,County or Unitary Authority,Sports facilities,2023-10-05,21.52,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E47000008,Cambridgeshire and Peterborough,Combined Authority or City Region,Sports facilities,2023-10-05,20.03,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E07000008,Cambridge,Local Authority District,Sports facilities,2023-10-05,23.2,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000009,East Cambridgeshire,Local Authority District,Sports facilities,2023-10-05,19.94,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000010,Fenland,Local Authority District,Sports facilities,2023-10-05,15.62,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000011,Huntingdonshire,Local Authority District,Sports facilities,2023-10-05,19.41,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E07000012,South Cambridgeshire,Local Authority District,Sports facilities,2023-10-05,26.96,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
E10000012,Essex,County or Unitary Authority,Sports facilities,2023-10-05,18.08,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,This data has been aggregated and may show differences to other published figures
E07000066,Basildon,Local Authority District,Sports facilities,2023-10-05,12.69,"Counts of sports facilities per 10,000 people","Count per 10,000 people",,,,
