AREANM,AREACD,Period,Value
Musgrave_2,95GG34S2,2008,6.112
Musgrave_3,95GG34S3,2008,134.449
New Lodge_1,95GG35S1,2008,108.851
New Lodge_2,95GG35S2,2008,2.262
New Lodge_3,95GG35S3,2008,2.634
Orangefield_1,95GG36S1,2008,18.197
Orangefield_2,95GG36S2,2008,23.169
Orangefield_3,95GG36S3,2008,26.486
Ravenhill_1,95GG37S1,2008,30.413
Ravenhill_2,95GG37S2,2008,27.504
Ravenhill_3,95GG37S3,2008,6.015
Rosetta_1,95GG38S1,2008,32.734
Rosetta_2,95GG38S2,2008,24.55
Rosetta_3,95GG38S3,2008,12.445
Shaftesbury_1,95GG39S1,2008,1999.409
Shaftesbury_2,95GG39S2,2008,447.095
Shaftesbury_3,95GG39S3,2008,169.218
Shankill_1,95GG40S1,2008,3.288
Shankill_2,95GG40S2,2008,32.891
Stormont_1,95GG41S1,2008,116.518
Stormont_2,95GG41S2,2008,40.1
Stormont_3,95GG41S3,2008,14.683
Stranmillis_1,95GG42S1,2008,19.777
Stranmillis_2,95GG42S2,2008,2.479
Stranmillis_3,95GG42S3,2008,42.599
Stranmillis_4,95GG42S4,2008,64.342
Sydenham_1,95GG43S1,2008,402.988
Sydenham_2,95GG43S2,2008,3.655
Sydenham_3,95GG43S3,2008,6.084
The Mount_1,95GG44S1,2008,25.016
The Mount_2,95GG44S2,2008,18.877
Upper Malone_1,95GG45S1,2008,90.411
Upper Malone_2,95GG45S2,2008,6.15
Upper Malone_3,95GG45S3,2008,6.656
Upper Springfield_1,95GG46S1,2008,10.406
Upper Springfield_2,95GG46S2,2008,1.825
Upper Springfield_3,95GG46S3,2008,2.763
Water Works_1,95GG47S1,2008,77.329
Water Works_2,95GG47S2,2008,6.006
Water Works_3,95GG47S3,2008,20.441
Whiterock_1,95GG48S1,2008,9.714
Whiterock_2,95GG48S2,2008,6.655
Whiterock_3,95GG48S3,2008,4.224
Windsor_1,95GG49S1,2008,74.932
Windsor_2,95GG49S2,2008,46.983
Windsor_3,95GG49S3,2008,33.08
Windsor_4,95GG49S4,2008,7.22
Woodstock_1,95GG50S1,2008,4.133
Woodstock_2,95GG50S2,2008,22.899
Woodstock_3,95GG50S3,2008,22.379
Woodvale_1,95GG51S1,2008,1.459
Woodvale_2,95GG51S2,2008,13.89
Woodvale_3,95GG51S3,2008,1.265
Blackhead,95HH01W1,2008,9.004
Bluefield_1,95HH02S1,2008,7.276
Bluefield_2,95HH02S2,2008,0.918
Boneybefore,95HH03W1,2008,8.839
Burleigh Hill_1,95HH04S1,2008,4.144
Burleigh Hill_2,95HH04S2,2008,15.5
Clipperstown,95HH05W1,2008,12.894
Eden_1,95HH06S1,2008,63.214
Eden_2,95HH06S2,2008,12.754
Gortalee,95HH07W1,2008,1.56
Greenisland,95HH08W1,2008,114.2
Killycrot,95HH09W1,2008,67.378
Knockagh,95HH10W1,2008,11.424
Love Lane,95HH11W1,2008,3.344
Milebush,95HH12W1,2008,4.994
Northland,95HH13W1,2008,2.078
Sunnylands,95HH14W1,2008,6.057
Victoria_Carrickfergus,95HH15W1,2008,22.01
Whitehead,95HH16W1,2008,10.67
Woodburn,95HH17W1,2008,11.709
Ballyhanwood_1,95II01S1,2008,11.993
Ballyhanwood_2,95II01S2,2008,22.883
Beechill_1,95II02S1,2008,87.55
Beechill_2,95II02S2,2008,34.285
Beechill_3,95II02S3,2008,9.993
Cairnshill_1,95II03S1,2008,7.854
Cairnshill_2,95II03S2,2008,11.584
Carrowreagh_1,95II04S1,2008,43.803
Carrowreagh_2,95II04S2,2008,5.71
Carryduff East_1,95II05S1,2008,25.938
Carryduff East_2,95II05S2,2008,43.369
Carryduff West_1,95II06S1,2008,11.811
Carryduff West_2,95II06S2,2008,13.967
Cregagh,95II07W1,2008,10.297
Downshire,95II08W1,2008,55.49
Dundonald_1,95II09S1,2008,103.671
Dundonald_2,95II09S2,2008,4.559
Enler,95II10W1,2008,3.077
Galwally,95II11W1,2008,26.687
Gilnahirk,95II12W1,2008,18.933
Graham's Bridge,95II13W1,2008,75.135
Hillfoot,95II14W1,2008,10.339
Knockbracken_1,95II15S1,2008,6.885
Knockbracken_2,95II15S2,2008,5.722
Lisnasharragh,95II16W1,2008,181.36
Lower Braniel,95II17W1,2008,10.19
Minnowburn,95II18W1,2008,13.248
Moneyreagh_1,95II19S1,2008,103.671
Moneyreagh_2,95II19S2,2008,32.624
Newtownbreda,95II20W1,2008,67.946
Tullycarnet,95II21W1,2008,4.767
Upper Braniel,95II22W1,2008,6.736
Wynchurch,95II23W1,2008,12.098
Agivey,95JJ01W1,2008,28.757
Atlantic,95JJ02W1,2008,9.572
Ballysally_1,95JJ03S1,2008,3.755
Ballysally_2,95JJ03S2,2008,0.096
Castlerock_1,95JJ04S1,2008,11.759
Castlerock_2,95JJ04S2,2008,8.184
Central_Coleraine,95JJ05W1,2008,197.038
Churchland,95JJ06W1,2008,3.523
Cross Glebe,95JJ07W1,2008,29.689
Dundooan_1,95JJ08S1,2008,43.212
Dundooan_2,95JJ08S2,2008,12.447
Dunluce,95JJ09W1,2008,18.605
Garvagh,95JJ10W1,2008,44.959
Hopefield_1,95JJ11S1,2008,6.654
Hopefield_2,95JJ11S2,2008,7.692
Kilrea,95JJ12W1,2008,34.12
Knocklynn_1,95JJ13S1,2008,67.405
Knocklynn_2,95JJ13S2,2008,6.717
Macosquin,95JJ14W1,2008,18.312
Mount Sandel,95JJ15W1,2008,80.062
Portstewart,95JJ16W1,2008,57.954
Ringsend,95JJ17W1,2008,30.659
Royal Portrush,95JJ18W1,2008,37.183
Strand_1_Coleraine,95JJ19S1,2008,11.008
Strand_2_Coleraine,95JJ19S2,2008,8.968
The Cuts_1,95JJ20S1,2008,35.044
The Cuts_2,95JJ20S2,2008,4.832
University,95JJ21W1,2008,76.487
Waterside,95JJ22W1,2008,42.958
Ardboe,95KK01W1,2008,8.322
Coagh,95KK02W1,2008,49.477
Dunnamore,95KK03W1,2008,26.896
Gortalowry,95KK04W1,2008,86.488
Killycolpy,95KK05W1,2008,31.269
Killymoon,95KK06W1,2008,107.103
Lissan,95KK07W1,2008,53.784
Moneymore,95KK08W1,2008,22.994
Newbuildings,95KK09W1,2008,58.5
Oaklands,95KK10W1,2008,32.816
Oldtown,95KK11W1,2008,32.752
Pomeroy,95KK12W1,2008,38.308
Sandholes,95KK13W1,2008,63.396
Stewartstown,95KK14W1,2008,19.572
The Loop,95KK15W1,2008,43.538
Tullagh,95KK16W1,2008,42.855
Aghagallon_1,95LL01S1,2008,19.831
Aghagallon_2,95LL01S2,2008,49.269
Annagh_1,95LL02S1,2008,27.499
Annagh_2,95LL02S2,2008,70.133
Ballybay,95LL03W1,2008,37.181
Ballyoran,95LL04W1,2008,13.709
Bleary_1,95LL05S1,2008,82.979
Bleary_2,95LL05S2,2008,6.677
Brownstown_1,95LL06S1,2008,50.802
Brownstown_2,95LL06S2,2008,17.558
Church,95LL07W1,2008,23.178
Corcrain_1,95LL08S1,2008,7.026
Corcrain_2,95LL08S2,2008,20.823
Court_1,95LL09S1,2008,25.578
Court_2,95LL09S2,2008,55.976
Derrytrasna_1,95LL10S1,2008,59.137
Derrytrasna_2,95LL10S2,2008,14.801
Donaghcloney_1,95LL11S1,2008,7.445
Donaghcloney_2,95LL11S2,2008,17.758
Drumgask_1,95LL12S1,2008,15.093
Drumgask_2,95LL12S2,2008,6.677
Drumgor_1,95LL13S1,2008,60.439
Drumgor_2,95LL13S2,2008,13.69
Drumnamoe_1,95LL14S1,2008,1.111
Drumnamoe_2,95LL14S2,2008,3.955
Edenderry_1,95LL15S1,2008,54.175
Edenderry_2,95LL15S2,2008,9.614
Kernan_1,95LL16S1,2008,82.979
Kernan_2,95LL16S2,2008,417.832
Killycomain,95LL17W1,2008,16.464
Knocknashane_1,95LL18S1,2008,15.422
Knocknashane_2,95LL18S2,2008,6.814
Magheralin_1,95LL19S1,2008,16.507
Magheralin_2,95LL19S2,2008,25.857
Mourneview,95LL20W1,2008,21.177
Parklake,95LL21W1,2008,41.383
Taghnevan,95LL22W1,2008,16.683
Tavanagh,95LL23W1,2008,13.039
The Birches_1,95LL24S1,2008,16.029
The Birches_2,95LL24S2,2008,9.826
Waringstown_1,95LL25S1,2008,19.513
Waringstown_2,95LL25S2,2008,6.147
Woodville_1,95LL26S1,2008,15.01
Woodville_2,95LL26S2,2008,4.324
Altnagelvin_1,95MM01S1,2008,6.113
Altnagelvin_2,95MM01S2,2008,101.948
Altnagelvin_3,95MM01S3,2008,10.383
Ballynashallog_1,95MM02S1,2008,31.76
Ballynashallog_2,95MM02S2,2008,6.847
Banagher,95MM03W1,2008,22.017
Beechwood,95MM04W1,2008,13.144
Brandywell,95MM05W1,2008,17.204
Carn Hill_1,95MM06S1,2008,6.847
Carn Hill_2,95MM06S2,2008,21.808
Caw,95MM07W1,2008,16.156
Clondermot_1,95MM08S1,2008,20.905
Clondermot_2,95MM08S2,2008,39.748
Claudy_1,95MM09S1,2008,14.191
Claudy_2,95MM09S2,2008,11.393
Creggan Central_1,95MM10S1,2008,10.383
Creggan Central_2,95MM10S2,2008,0.153
Creggan South,95MM11W1,2008,5.172
Crevagh_1,95MM12S1,2008,10.123
Crevagh_2,95MM12S2,2008,0.065
Crevagh_3,95MM12S3,2008,6.924
Culmore_1,95MM13S1,2008,7.396
Culmore_2,95MM13S2,2008,0.251
Culmore_3,95MM13S3,2008,1.005
Culmore_4,95MM13S4,2008,2.635
Culmore_5,95MM13S5,2008,18.557
Ebrington_1,95MM14S1,2008,10.109
Ebrington_2,95MM14S2,2008,101.948
Eglinton_1,95MM15S1,2008,109.872
Eglinton_2,95MM15S2,2008,21.217
Enagh_1_Derry,95MM16S1,2008,75.917
Enagh_2_Derry,95MM16S2,2008,177.022
Foyle Springs_1,95MM17S1,2008,1.339
Foyle Springs_2,95MM17S2,2008,2.659
Holly Mount_1,95MM18S1,2008,16.51
Holly Mount_2,95MM18S2,2008,11.95
Kilfennan_1,95MM19S1,2008,8.807
Kilfennan_2,95MM19S2,2008,15.124
Lisnagelvin_1,95MM20S1,2008,7.943
Lisnagelvin_2,95MM20S2,2008,27.198
New Buildings_1,95MM21S1,2008,13.93
New Buildings_2,95MM21S2,2008,10.603
Pennyburn_1,95MM22S1,2008,61.509
Pennyburn_2,95MM22S2,2008,19.858
Rosemount,95MM23W1,2008,15.322
Shantallow East,95MM24W1,2008,12.016
Shantallow West_1,95MM25S1,2008,0.593
Shantallow West_2,95MM25S2,2008,0.251
Shantallow West_3,95MM25S3,2008,10.015
Shantallow West_4,95MM25S4,2008,11.755
Springtown_1,95MM26S1,2008,61.509
Springtown_2,95MM26S2,2008,108.284
Strand_1_Derry,95MM27S1,2008,198.593
Strand_2_Derry,95MM27S2,2008,35.429
The Diamond,95MM28W1,2008,150.056
Victoria_Derry,95MM29W1,2008,49.445
Westland,95MM30W1,2008,10.383
Ardglass_1,95NN01S1,2008,7.543
Ardglass_2,95NN01S2,2008,4.363
Audley's Acre,95NN02W1,2008,16.857
Ballymaglave_1,95NN03S1,2008,30.265
Ballymaglave_2,95NN03S2,2008,13.481
Ballymote,95NN04W1,2008,51.484
Ballynahinch East,95NN05W1,2008,39.658
Castlewellan_1,95NN06S1,2008,9.606
Castlewellan_2,95NN06S2,2008,48.968
Cathedral_1,95NN07S1,2008,11.531
Cathedral_2,95NN07S2,2008,78.756
Crossgar_1,95NN08S1,2008,9.836
Crossgar_2,95NN08S2,2008,21.585
Derryboy_1,95NN09S1,2008,6.394
Derryboy_2,95NN09S2,2008,4.279
Donard_1,95NN10S1,2008,25.741
Donard_2,95NN10S2,2008,8.832
Drumaness_1,95NN11S1,2008,13.482
Drumaness_2,95NN11S2,2008,24.183
Dundrum,95NN12W1,2008,16.441
Dunmore,95NN13W1,2008,27.073
Killough_1,95NN14S1,2008,7.115
Killough_2,95NN14S2,2008,13.949
Killyleagh,95NN15W1,2008,17.406
Kilmore_1,95NN16S1,2008,27.146
Kilmore_2,95NN16S2,2008,8.105
Murlough,95NN17W1,2008,39.883
Quoile_1,95NN18S1,2008,22.09
Quoile_2,95NN18S2,2008,26.244
Saintfield_1,95NN19S1,2008,8.016
Saintfield_2,95NN19S2,2008,34.829
Seaforde,95NN20W1,2008,24.954
Shimna,95NN21W1,2008,32.927
Strangford,95NN22W1,2008,29.453
Tollymore_1,95NN23S1,2008,15.466
Tollymore_2,95NN23S2,2008,6.323
Altmore,95OO01W1,2008,39.581
Augher,95OO02W1,2008,26.64
Aughnacloy,95OO03W1,2008,26.214
Ballygawley,95OO04W1,2008,62.142
Ballysaggart,95OO05W1,2008,26.841
Benburb,95OO06W1,2008,127.071
Caledon,95OO07W1,2008,25.612
Castlecaulfield,95OO08W1,2008,37.558
Clogher,95OO09W1,2008,24.179
Coalisland North,95OO10W1,2008,43.91
Coalisland South,95OO11W1,2008,46.43
Coalisland West and Newmills,95OO12W1,2008,75.488
Coolhill,95OO13W1,2008,65.737
Donaghmore,95OO14W1,2008,39.627
Drumglass,95OO15W1,2008,84.573
Fivemiletown,95OO16W1,2008,68.791
Killyman,95OO17W1,2008,40.24
Killymeal,95OO18W1,2008,89.996
Moy,95OO19W1,2008,52.561
Moygashel,95OO20W1,2008,46.741
Mullaghmore,95OO21W1,2008,73.571
Washing Bay,95OO22W1,2008,27.586
Ballinamallard,95PP01W1,2008,41.912
Belcoo and Garrison,95PP02W1,2008,6.652
Belleek and Boa,95PP03W1,2008,20.81
Boho Cleenish and Letterbreen,95PP04W1,2008,36.378
Brookeborough,95PP05W1,2008,13.302
Castlecoole_1,95PP06S1,2008,9.279
Castlecoole_2,95PP06S2,2008,83.631
Derrygonnelly,95PP07W1,2008,25.794
Derrylin,95PP08W1,2008,98.476
Devenish,95PP09W1,2008,35.014
Donagh,95PP10W1,2008,8.788
Erne,95PP11W1,2008,162.688
Florence Court and Kinawley,95PP12W1,2008,10.579
Irvinestown,95PP13W1,2008,33.86
Kesh Ederney and Lack_1,95PP14S1,2008,6.718
Kesh Ederney and Lack_2,95PP14S2,2008,19.938
Lisbellaw,95PP15W1,2008,25.598
Lisnarrick,95PP16W1,2008,18.096
Lisnaskea,95PP17W1,2008,40.83
Maguires Bridge,95PP18W1,2008,20.079
Newtownbutler,95PP19W1,2008,13.8
Portora,95PP20W1,2008,157.478
Rosslea,95PP21W1,2008,11.51
Rossorry,95PP22W1,2008,29.57
Tempo,95PP23W1,2008,10.539
Antiville,95QQ01W1,2008,7.472
Ballycarry,95QQ02W1,2008,13.254
Ballyloran,95QQ03W1,2008,0.221
Blackcave,95QQ04W1,2008,52.596
Carncastle,95QQ05W1,2008,10.33
Carnlough,95QQ06W1,2008,8.66
Central_Larne,95QQ07W1,2008,56.258
Craigy Hill,95QQ08W1,2008,2.583
Gardenmore,95QQ09W1,2008,10.532
Glenarm,95QQ10W1,2008,12.886
Glynn,95QQ11W1,2008,13.618
Harbour,95QQ12W1,2008,114.398
Island Magee,95QQ13W1,2008,65.32
Kilwaughter_1,95QQ14S1,2008,53.64
Kilwaughter_2,95QQ14S2,2008,29.874
Town Parks,95QQ15W1,2008,52.596
Aghanloo_1,95RR01S1,2008,11.093
Aghanloo_2,95RR01S2,2008,26.946
Ballykelly,95RR02W1,2008,13.778
Coolessan,95RR03W1,2008,11.062
Dungiven,95RR04W1,2008,30.022
Enagh_1_Limavady,95RR05S1,2008,7.247
Enagh_2_Limavady,95RR05S2,2008,11.968
Feeny,95RR06W1,2008,12.71
Forest,95RR07W1,2008,14.802
Glack,95RR08W1,2008,8.289
Gresteel_1,95RR09S1,2008,37.302
Gresteel_2,95RR09S2,2008,5.995
Greystone_Limavady,95RR10W1,2008,3.303
Magilligan,95RR11W1,2008,35.542
Rathbrady,95RR12W1,2008,3.303
Roeside,95RR13W1,2008,66.19
The Highlands,95RR14W1,2008,17.747
Upper Glenshane,95RR15W1,2008,22.672
Ballinderry_1,95SS01S1,2008,74.099
Ballinderry_2,95SS01S2,2008,12.763
Ballymacash_1,95SS02S1,2008,9.587
Ballymacash_2,95SS02S2,2008,15.247
Ballymacbrennan_1,95SS03S1,2008,15.596
Ballymacbrennan_2,95SS03S2,2008,24.844
Ballymacoss_1,95SS04S1,2008,12.166
Ballymacoss_2,95SS04S2,2008,4.426
Ballymacoss_3,95SS04S3,2008,43.541
Blaris_1,95SS05S1,2008,12.537
Blaris_2,95SS05S2,2008,115.426
Collin Glen_1,95SS06S1,2008,14.178
Collin Glen_2,95SS06S2,2008,3.011
Collin Glen_3,95SS06S3,2008,0.971
Derryaghy_1,95SS07S1,2008,7.733
Derryaghy_2,95SS07S2,2008,0.392
Derryaghy_3,95SS07S3,2008,119.649
Dromara_1,95SS08S1,2008,12.827
Dromara_2,95SS08S2,2008,25.632
Drumbo_1,95SS09S1,2008,9.825
Drumbo_2,95SS09S2,2008,19.122
Dunmurry_1,95SS10S1,2008,13.896
Dunmurry_2,95SS10S2,2008,65.766
Glenavy_1,95SS11S1,2008,14.437
Glenavy_2,95SS11S2,2008,27.844
Harmony Hill,95SS12W1,2008,23.057
Hilden_1,95SS13S1,2008,215.551
Hilden_2,95SS13S2,2008,4.752
Hillhall_1,95SS14S1,2008,24.205
Hillhall_2,95SS14S2,2008,26.981
Hillsborough_1,95SS15S1,2008,23.963
Hillsborough_2,95SS15S2,2008,94.656
Kilwee_1,95SS16S1,2008,7.246
Kilwee_2,95SS16S2,2008,14.848
Knockmore_1,95SS17S1,2008,276.333
Knockmore_2,95SS17S2,2008,1.628
Lagan Valley_1,95SS18S1,2008,1.628
Lagan Valley_2,95SS18S2,2008,77.712
Lambeg_1,95SS19S1,2008,3.253
Lambeg_2,95SS19S2,2008,11.966
Lisnagarvey,95SS20W1,2008,52.363
Maghaberry_1,95SS21S1,2008,17.341
Maghaberry_2,95SS21S2,2008,46.734
Magheralave_1,95SS22S1,2008,5.18
Magheralave_2,95SS22S2,2008,6.925
Maze_1,95SS23S1,2008,22.155
Maze_2,95SS23S2,2008,6.856
Moira_1,95SS24S1,2008,25.384
Moira_2,95SS24S2,2008,24.563
Old Warren,95SS25W1,2008,13.185
Poleglass_1,95SS26S1,2008,4.3
Poleglass_2,95SS26S2,2008,3.238
Seymour Hill,95SS27W1,2008,21.856
Tonagh,95SS28W1,2008,53.581
Twinbrook_1,95SS29S1,2008,3.011
Twinbrook_2,95SS29S2,2008,2.807
Wallace Park_1,95SS30S1,2008,40.083
Wallace Park_2,95SS30S2,2008,16.517
Ballymaguigan,95TT01W1,2008,112.267
Bellaghy,95TT02W1,2008,33.72
Castledawson_1,95TT03S1,2008,11.608
Castledawson_2,95TT03S2,2008,23.841
Draperstown,95TT04W1,2008,80.689
Glebe_1_Magherafelt,95TT05S1,2008,53.919
Glebe_2_Magherafelt,95TT05S2,2008,40.775
Gulladuff,95TT06W1,2008,33.08
Knockcloghrim,95TT07W1,2008,32.416
Lecumpher,95TT08W1,2008,38.278
Lower Glenshane_1,95TT09S1,2008,25.863
Lower Glenshane_2,95TT09S2,2008,6.922
Maghera,95TT10W1,2008,47.79
Swatragh_1,95TT11S1,2008,15.63
Swatragh_2,95TT11S2,2008,12.254
Tobermore,95TT12W1,2008,29.02
Town Parks East_1,95TT13S1,2008,19.385
Town Parks East_2,95TT13S2,2008,15.167
Town Parks West,95TT14W1,2008,31.052
Upperlands,95TT15W1,2008,17.78
Valley,95TT16W1,2008,11.88
Dalriada,95UU06W1,2008,8.876
Glenariff,95UU09W1,2008,14.97
Knocklayd,95UU14W1,2008,7.133
Armoy_&_Moss-side and Moyarget,95UU99C1,2008,8.707
Ballylough_&_Bushmills,95UU99C2,2008,21.749
Bonamargy and Rathlin_&_Glenshesk,95UU99C3,2008,28.995
Carnmoon_&_Dunseverick,95UU99C4,2008,23.507
Glenaan_&_Glendun,95UU99C5,2008,14.51
Glentaisie_&_Kinbane,95UU99C6,2008,24.008
Annalong_1,95VV01S1,2008,9.596
Annalong_2,95VV01S2,2008,6.303
Ballybot,95VV02W1,2008,30.629
Bessbrook,95VV03W1,2008,37.055
Binnian,95VV04W1,2008,24.349
Burren and Kilbroney_1,95VV05S1,2008,5.49
Burren and Kilbroney_2,95VV05S2,2008,33.86
Camlough,95VV06W1,2008,41.073
Clonallan_1,95VV07S1,2008,42.328
Clonallan_2,95VV07S2,2008,35.692
Creggan,95VV08W1,2008,11.169
Crossmaglen,95VV09W1,2008,25.144
Daisy hill_1,95VV10S1,2008,9.753
Daisy hill_2,95VV10S2,2008,127.886
Derryleckagh_1,95VV11S1,2008,7.151
Derryleckagh_2,95VV11S2,2008,23.593
Derrymore_1,95VV12S1,2008,37.055
Derrymore_2,95VV12S2,2008,9.496
Donaghmore_1,95VV13S1,2008,9.064
Donaghmore_2,95VV13S2,2008,26.63
Drumalane_1,95VV14S1,2008,62.849
Drumalane_2,95VV14S2,2008,25.73
Drumgullion_1,95VV15S1,2008,36.985
Drumgullion_2,95VV15S2,2008,87.007
Fathom,95VV16W1,2008,48.638
Forkhill_1,95VV17S1,2008,10.353
Forkhill_2,95VV17S2,2008,8.509
Kilkeel Central_1,95VV18S1,2008,45.753
Kilkeel Central_2,95VV18S2,2008,20.443
Kilkeel South_1,95VV19S1,2008,5.199
Kilkeel South_2,95VV19S2,2008,4.099
Lisnacree,95VV20W1,2008,21.281
Mayobridge_1,95VV21S1,2008,13.724
Mayobridge_2,95VV21S2,2008,8.393
Newtownhamilton,95VV22W1,2008,23.793
Rostrevor,95VV23W1,2008,26.669
Seaview_1,95VV24S1,2008,11.533
Seaview_2,95VV24S2,2008,12.054
Silver Bridge_1,95VV25S1,2008,6.818
Silver Bridge_2,95VV25S2,2008,5.742
Spelga,95VV26W1,2008,26.21
St Mary's,95VV27W1,2008,101.578
St Patrick's_1,95VV28S1,2008,9.753
St Patrick's_2,95VV28S2,2008,40.525
Tullyhappy,95VV29W1,2008,99.646
Windsor Hill_1,95VV30S1,2008,70.398
Windsor Hill_2,95VV30S2,2008,7.932
Abbey_1,95WW01S1,2008,41.212
Abbey_2,95WW01S2,2008,27.56
Ballyclare North_1,95WW02S1,2008,16.368
Ballyclare North_2,95WW02S2,2008,8.219
Ballyclare South_1,95WW03S1,2008,37.202
Ballyclare South_2,95WW03S2,2008,6.959
Ballyduff_1,95WW04S1,2008,0.232
Ballyduff_2,95WW04S2,2008,1.644
Ballyhenry_1,95WW05S1,2008,4.48
Ballyhenry_2,95WW05S2,2008,18.097
Ballynure_1,95WW06S1,2008,27.472
Ballynure_2,95WW06S2,2008,17.588
Ballyrobert_1,95WW07S1,2008,48.162
Ballyrobert_2,95WW07S2,2008,33.69
Burnthill_1,95WW08S1,2008,2.142
Burnthill_2,95WW08S2,2008,2.142
Carnmoney_1,95WW09S1,2008,7.179
Carnmoney_2,95WW09S2,2008,8.951
Cloughfern_1,95WW10S1,2008,14.327
Cloughfern_2,95WW10S2,2008,7.404
Collinbridge_1,95WW11S1,2008,9.337
Collinbridge_2,95WW11S2,2008,22.764
Coole,95WW12W1,2008,15.525
Doagh_1,95WW13S1,2008,42.732
Doagh_2,95WW13S2,2008,11.57
Dunanney,95WW14W1,2008,27.56
Glebe_1_Newtownabbey,95WW15S1,2008,30.295
Glebe_2_Newtownabbey,95WW15S2,2008,6.592
Glengormley_1,95WW16S1,2008,12.408
Glengormley_2,95WW16S2,2008,8.702
Hawthorne,95WW17W1,2008,42.331
Hightown,95WW18W1,2008,22.472
Jordanstown_1,95WW19S1,2008,10.378
Jordanstown_2,95WW19S2,2008,7.858
Jordanstown_3,95WW19S3,2008,8.854
Mallusk_1,95WW20S1,2008,33.611
Mallusk_2,95WW20S2,2008,480.968
Mallusk_3,95WW20S3,2008,52.623
Monkstown_1,95WW21S1,2008,33.168
Monkstown_2,95WW21S2,2008,7.58
Mossley_1,95WW22S1,2008,42.331
Mossley_2,95WW22S2,2008,2.446
Rostulla_1,95WW23S1,2008,12.789
Rostulla_2,95WW23S2,2008,42.331
Valley_1,95WW24S1,2008,48.219
Valley_2,95WW24S2,2008,49.853
Whitehouse,95WW25W1,2008,14.088
Ballycrochan_1,95XX01S1,2008,1.463
Ballycrochan_2,95XX01S2,2008,7.324
Ballycrochan_3,95XX01S3,2008,4.831
Ballyholme,95XX02W1,2008,23.009
Ballymaconnell_1,95XX03S1,2008,9.113
Ballymaconnell_2,95XX03S2,2008,8.279
Ballymagee_1,95XX04S1,2008,5.136
Ballymagee_2,95XX04S2,2008,6.691
Bangor Castle,95XX05W1,2008,109.856
Bloomfield_1_NorthDown,95XX06S1,2008,107.136
Bloomfield_2_NorthDown,95XX06S2,2008,15.819
Broadway_1,95XX07S1,2008,5.31
Broadway_2,95XX07S2,2008,7.306
Bryansburn_1,95XX08S1,2008,10.834
Bryansburn_2,95XX08S2,2008,21.627
Churchill_1,95XX09S1,2008,10.605
Churchill_2,95XX09S2,2008,9.139
Clandeboye_1,95XX10S1,2008,11.105
Clandeboye_2,95XX10S2,2008,34.711
Clandeboye_3,95XX10S3,2008,7.663
Conlig_1,95XX11S1,2008,11.393
Conlig_2,95XX11S2,2008,170.335
Conlig_3,95XX11S3,2008,3.568
Craigavad,95XX12W1,2008,32.004
Crawfordsburn,95XX13W1,2008,17.056
Cultra,95XX14W1,2008,27.252
Dufferin,95XX15W1,2008,7.444
Groomsport,95XX16W1,2008,9.397
Harbour_1,95XX17S1,2008,65.983
Harbour_2,95XX17S2,2008,10.604
Holywood Demesne,95XX18W1,2008,120.644
Holywood Priory,95XX19W1,2008,37.158
Loughview_1,95XX20S1,2008,6.29
Loughview_2,95XX20S2,2008,9.924
Princetown,95XX21W1,2008,17.99
Rathgael,95XX22W1,2008,9.311
Silverstream,95XX23W1,2008,10.565
Springhill_1,95XX24S1,2008,1.439
Springhill_2,95XX24S2,2008,9.319
Whitehill,95XX25W1,2008,4.333
Beragh,95YY01W1,2008,74.962
Camowen,95YY02W1,2008,18.673
Clanabogan,95YY03W1,2008,14.059
Coolnagard,95YY04W1,2008,53.865
Dergmoney,95YY05W1,2008,100.534
Dromore,95YY06W1,2008,49.227
Drumnakilly,95YY07W1,2008,30.649
Drumquin,95YY08W1,2008,17.601
Drumragh,95YY09W1,2008,96.022
Fairy Water,95YY10W1,2008,20.96
Fintona,95YY11W1,2008,21.009
Gortin,95YY12W1,2008,47.11
Gortrush_1,95YY13S1,2008,0.784
Gortrush_2,95YY13S2,2008,44.042
Killyclogher_1,95YY14S1,2008,13.747
Killyclogher_2,95YY14S2,2008,2.971
Lisanelly_1,95YY15S1,2008,77.705
Lisanelly_2,95YY15S2,2008,5.187
Newtownsaville,95YY16W1,2008,27.815
Owenkillew,95YY17W1,2008,10.628
Sixmilecross,95YY18W1,2008,9.285
Strule,95YY19W1,2008,24.264
Termon,95YY20W1,2008,39.13
Trillick,95YY21W1,2008,18.945
Artigarvan,95ZZ01W1,2008,39.412
Ballycolman,95ZZ02W1,2008,7.069
Castlederg,95ZZ03W1,2008,16.61
Clare,95ZZ04W1,2008,26.714
Dunnamanagh,95ZZ05W1,2008,13.127
East,95ZZ06W1,2008,17.628
Finn,95ZZ07W1,2008,10.519
Glenderg,95ZZ08W1,2008,14.234
Newtownstewart,95ZZ09W1,2008,24.958
North,95ZZ10W1,2008,74.483
Plumbridge,95ZZ11W1,2008,8.973
Sion Mills,95ZZ12W1,2008,10.406
Slievekirk,95ZZ13W1,2008,13.565
South_1,95ZZ14S1,2008,41.246
South_2,95ZZ14S2,2008,7.397
Victoria Bridge,95ZZ15W1,2008,21.464
West_1,95ZZ16S1,2008,6.519
West_2,95ZZ16S2,2008,17.896
Aldergrove_1,95AA01S1,2009,122.201
Aldergrove_2,95AA01S2,2009,47.825
Aldergrove_3,95AA01S3,2009,58.495
Balloo,95AA02W1,2009,4.476
