AREANM,AREACD,Period,Value
Northland,95HH13W1,2017,2.808
Sunnylands,95HH14W1,2017,5.409
Victoria_Carrickfergus,95HH15W1,2017,26.985
Whitehead,95HH16W1,2017,11.826
Woodburn,95HH17W1,2017,13.619
Ballyhanwood_1,95II01S1,2017,30.148
Ballyhanwood_2,95II01S2,2017,32.839
Beechill_1,95II02S1,2017,123.784
Beechill_2,95II02S2,2017,69.776
Beechill_3,95II02S3,2017,10.28
Cairnshill_1,95II03S1,2017,7.728
Cairnshill_2,95II03S2,2017,11.93
Carrowreagh_1,95II04S1,2017,60.008
Carrowreagh_2,95II04S2,2017,5.637
Carryduff East_1,95II05S1,2017,41.528
Carryduff East_2,95II05S2,2017,55.65
Carryduff West_1,95II06S1,2017,16.443
Carryduff West_2,95II06S2,2017,11.328
Cregagh,95II07W1,2017,10.898
Downshire,95II08W1,2017,16.85
Dundonald_1,95II09S1,2017,137.735
Dundonald_2,95II09S2,2017,3.619
Enler,95II10W1,2017,2.989
Galwally,95II11W1,2017,34.517
Gilnahirk,95II12W1,2017,26.456
Graham's Bridge,95II13W1,2017,137.735
Hillfoot,95II14W1,2017,10.151
Knockbracken_1,95II15S1,2017,8.43
Knockbracken_2,95II15S2,2017,12.645
Lisnasharragh,95II16W1,2017,249.186
Lower Braniel,95II17W1,2017,10.952
Minnowburn,95II18W1,2017,20.445
Moneyreagh_1,95II19S1,2017,67.156
Moneyreagh_2,95II19S2,2017,55.678
Newtownbreda,95II20W1,2017,102.868
Tullycarnet,95II21W1,2017,5.095
Upper Braniel,95II22W1,2017,6.924
Wynchurch,95II23W1,2017,12.981
Agivey,95JJ01W1,2017,36.165
Atlantic,95JJ02W1,2017,11.812
Ballysally_1,95JJ03S1,2017,4.568
Ballysally_2,95JJ03S2,2017,3.614
Castlerock_1,95JJ04S1,2017,7.943
Castlerock_2,95JJ04S2,2017,10.308
Central_Coleraine,95JJ05W1,2017,296.349
Churchland,95JJ06W1,2017,7.925
Cross Glebe,95JJ07W1,2017,49.406
Dundooan_1,95JJ08S1,2017,78.209
Dundooan_2,95JJ08S2,2017,19.985
Dunluce,95JJ09W1,2017,19.33
Garvagh,95JJ10W1,2017,67.307
Hopefield_1,95JJ11S1,2017,6.605
Hopefield_2,95JJ11S2,2017,8.517
Kilrea,95JJ12W1,2017,40.393
Knocklynn_1,95JJ13S1,2017,77.392
Knocklynn_2,95JJ13S2,2017,5.84
Macosquin,95JJ14W1,2017,29.023
Mount Sandel,95JJ15W1,2017,106.562
Portstewart,95JJ16W1,2017,22.519
Ringsend,95JJ17W1,2017,36.958
Royal Portrush,95JJ18W1,2017,49.649
Strand_1_Coleraine,95JJ19S1,2017,12.367
Strand_2_Coleraine,95JJ19S2,2017,10.077
The Cuts_1,95JJ20S1,2017,39.935
The Cuts_2,95JJ20S2,2017,4.655
University,95JJ21W1,2017,66.177
Waterside,95JJ22W1,2017,54.144
Ardboe,95KK01W1,2017,15.451
Coagh,95KK02W1,2017,70.554
Dunnamore,95KK03W1,2017,28.256
Gortalowry,95KK04W1,2017,141.899
Killycolpy,95KK05W1,2017,26.994
Killymoon,95KK06W1,2017,72.103
Lissan,95KK07W1,2017,76.024
Moneymore,95KK08W1,2017,27.044
Newbuildings,95KK09W1,2017,57.741
Oaklands,95KK10W1,2017,33.162
Oldtown,95KK11W1,2017,73.96
Pomeroy,95KK12W1,2017,50.193
Sandholes,95KK13W1,2017,91.97
Stewartstown,95KK14W1,2017,20.61
The Loop,95KK15W1,2017,31.505
Tullagh,95KK16W1,2017,45.215
Aghagallon_1,95LL01S1,2017,28.99
Aghagallon_2,95LL01S2,2017,55.624
Annagh_1,95LL02S1,2017,35.767
Annagh_2,95LL02S2,2017,93.231
Ballybay,95LL03W1,2017,51.504
Ballyoran,95LL04W1,2017,12.472
Bleary_1,95LL05S1,2017,26.617
Bleary_2,95LL05S2,2017,22.21
Brownstown_1,95LL06S1,2017,62.707
Brownstown_2,95LL06S2,2017,21.885
Church,95LL07W1,2017,25.324
Corcrain_1,95LL08S1,2017,7.809
Corcrain_2,95LL08S2,2017,26.0
Court_1,95LL09S1,2017,33.087
Court_2,95LL09S2,2017,65.623
Derrytrasna_1,95LL10S1,2017,168.589
Derrytrasna_2,95LL10S2,2017,19.778
Donaghcloney_1,95LL11S1,2017,14.614
Donaghcloney_2,95LL11S2,2017,20.622
Drumgask_1,95LL12S1,2017,7.29
Drumgask_2,95LL12S2,2017,7.29
Drumgor_1,95LL13S1,2017,85.214
Drumgor_2,95LL13S2,2017,16.181
Drumnamoe_1,95LL14S1,2017,3.625
Drumnamoe_2,95LL14S2,2017,6.801
Edenderry_1,95LL15S1,2017,81.993
Edenderry_2,95LL15S2,2017,13.465
Kernan_1,95LL16S1,2017,200.762
Kernan_2,95LL16S2,2017,570.097
Killycomain,95LL17W1,2017,21.689
Knocknashane_1,95LL18S1,2017,19.328
Knocknashane_2,95LL18S2,2017,6.181
Magheralin_1,95LL19S1,2017,34.482
Magheralin_2,95LL19S2,2017,48.731
Mourneview,95LL20W1,2017,16.715
Parklake,95LL21W1,2017,55.977
Taghnevan,95LL22W1,2017,11.317
Tavanagh,95LL23W1,2017,18.847
The Birches_1,95LL24S1,2017,16.653
The Birches_2,95LL24S2,2017,26.0
Waringstown_1,95LL25S1,2017,25.203
Waringstown_2,95LL25S2,2017,6.377
Woodville_1,95LL26S1,2017,13.554
Woodville_2,95LL26S2,2017,9.416
Altnagelvin_1,95MM01S1,2017,9.723
Altnagelvin_2,95MM01S2,2017,136.869
Altnagelvin_3,95MM01S3,2017,7.803
Ballynashallog_1,95MM02S1,2017,24.855
Ballynashallog_2,95MM02S2,2017,5.571
Banagher,95MM03W1,2017,27.98
Beechwood,95MM04W1,2017,14.449
Brandywell,95MM05W1,2017,20.362
Carn Hill_1,95MM06S1,2017,12.706
Carn Hill_2,95MM06S2,2017,17.89
Caw,95MM07W1,2017,16.372
Clondermot_1,95MM08S1,2017,54.856
Clondermot_2,95MM08S2,2017,27.81
Claudy_1,95MM09S1,2017,23.436
Claudy_2,95MM09S2,2017,13.213
Creggan Central_1,95MM10S1,2017,9.348
Creggan Central_2,95MM10S2,2017,3.071
Creggan South,95MM11W1,2017,0.501
Crevagh_1,95MM12S1,2017,13.877
Crevagh_2,95MM12S2,2017,0.467
Crevagh_3,95MM12S3,2017,5.191
Culmore_1,95MM13S1,2017,12.706
Culmore_2,95MM13S2,2017,0.324
Culmore_3,95MM13S3,2017,1.679
Culmore_4,95MM13S4,2017,9.49
Culmore_5,95MM13S5,2017,19.325
Ebrington_1,95MM14S1,2017,10.061
Ebrington_2,95MM14S2,2017,54.62
Eglinton_1,95MM15S1,2017,120.023
Eglinton_2,95MM15S2,2017,13.519
Enagh_1_Derry,95MM16S1,2017,112.563
Enagh_2_Derry,95MM16S2,2017,164.961
Foyle Springs_1,95MM17S1,2017,1.076
Foyle Springs_2,95MM17S2,2017,4.736
Holly Mount_1,95MM18S1,2017,16.613
Holly Mount_2,95MM18S2,2017,12.115
Kilfennan_1,95MM19S1,2017,2.198
Kilfennan_2,95MM19S2,2017,20.728
Lisnagelvin_1,95MM20S1,2017,7.484
Lisnagelvin_2,95MM20S2,2017,32.477
New Buildings_1,95MM21S1,2017,17.016
New Buildings_2,95MM21S2,2017,7.619
Pennyburn_1,95MM22S1,2017,101.952
Pennyburn_2,95MM22S2,2017,24.083
Rosemount,95MM23W1,2017,16.206
Shantallow East,95MM24W1,2017,9.614
Shantallow West_1,95MM25S1,2017,0.661
Shantallow West_2,95MM25S2,2017,0.324
Shantallow West_3,95MM25S3,2017,24.991
Shantallow West_4,95MM25S4,2017,17.533
Springtown_1,95MM26S1,2017,101.952
Springtown_2,95MM26S2,2017,166.225
Strand_1_Derry,95MM27S1,2017,243.387
Strand_2_Derry,95MM27S2,2017,46.121
The Diamond,95MM28W1,2017,229.677
Victoria_Derry,95MM29W1,2017,136.869
Westland,95MM30W1,2017,15.434
Ardglass_1,95NN01S1,2017,13.836
Ardglass_2,95NN01S2,2017,8.711
Audley's Acre,95NN02W1,2017,14.622
Ballymaglave_1,95NN03S1,2017,35.831
Ballymaglave_2,95NN03S2,2017,12.693
Ballymote,95NN04W1,2017,76.703
Ballynahinch East,95NN05W1,2017,37.551
Castlewellan_1,95NN06S1,2017,18.311
Castlewellan_2,95NN06S2,2017,51.292
Cathedral_1,95NN07S1,2017,11.116
Cathedral_2,95NN07S2,2017,97.348
Crossgar_1,95NN08S1,2017,13.092
Crossgar_2,95NN08S2,2017,12.364
Derryboy_1,95NN09S1,2017,14.317
Derryboy_2,95NN09S2,2017,9.502
Donard_1,95NN10S1,2017,31.213
Donard_2,95NN10S2,2017,7.2
Drumaness_1,95NN11S1,2017,11.42
Drumaness_2,95NN11S2,2017,17.983
Dundrum,95NN12W1,2017,14.515
Dunmore,95NN13W1,2017,25.937
Killough_1,95NN14S1,2017,12.448
Killough_2,95NN14S2,2017,19.826
Killyleagh,95NN15W1,2017,16.254
Kilmore_1,95NN16S1,2017,17.152
Kilmore_2,95NN16S2,2017,20.842
Murlough,95NN17W1,2017,41.152
Quoile_1,95NN18S1,2017,36.101
Quoile_2,95NN18S2,2017,42.733
Saintfield_1,95NN19S1,2017,13.279
Saintfield_2,95NN19S2,2017,35.201
Seaforde,95NN20W1,2017,25.736
Shimna,95NN21W1,2017,36.721
Strangford,95NN22W1,2017,41.359
Tollymore_1,95NN23S1,2017,30.813
Tollymore_2,95NN23S2,2017,8.732
Altmore,95OO01W1,2017,52.877
Augher,95OO02W1,2017,59.962
Aughnacloy,95OO03W1,2017,28.348
Ballygawley,95OO04W1,2017,70.914
Ballysaggart,95OO05W1,2017,30.89
Benburb,95OO06W1,2017,270.851
Caledon,95OO07W1,2017,37.515
Castlecaulfield,95OO08W1,2017,44.846
Clogher,95OO09W1,2017,26.701
Coalisland North,95OO10W1,2017,57.831
Coalisland South,95OO11W1,2017,76.153
Coalisland West and Newmills,95OO12W1,2017,149.42
Coolhill,95OO13W1,2017,108.455
Donaghmore,95OO14W1,2017,51.248
Drumglass,95OO15W1,2017,44.925
Fivemiletown,95OO16W1,2017,51.189
Killyman,95OO17W1,2017,52.332
Killymeal,95OO18W1,2017,93.655
Moy,95OO19W1,2017,78.73
Moygashel,95OO20W1,2017,58.038
Mullaghmore,95OO21W1,2017,84.715
Washing Bay,95OO22W1,2017,31.075
Ballinamallard,95PP01W1,2017,63.006
Belcoo and Garrison,95PP02W1,2017,13.994
Belleek and Boa,95PP03W1,2017,20.266
Boho Cleenish and Letterbreen,95PP04W1,2017,45.807
Brookeborough,95PP05W1,2017,22.184
Castlecoole_1,95PP06S1,2017,7.781
Castlecoole_2,95PP06S2,2017,102.011
Derrygonnelly,95PP07W1,2017,25.801
Derrylin,95PP08W1,2017,97.918
Devenish,95PP09W1,2017,54.412
Donagh,95PP10W1,2017,19.901
Erne,95PP11W1,2017,122.442
Florence Court and Kinawley,95PP12W1,2017,13.954
Irvinestown,95PP13W1,2017,28.407
Kesh Ederney and Lack_1,95PP14S1,2017,8.708
Kesh Ederney and Lack_2,95PP14S2,2017,36.878
Lisbellaw,95PP15W1,2017,19.75
Lisnarrick,95PP16W1,2017,24.501
Lisnaskea,95PP17W1,2017,48.548
Maguires Bridge,95PP18W1,2017,26.702
Newtownbutler,95PP19W1,2017,21.965
Portora,95PP20W1,2017,177.214
Rosslea,95PP21W1,2017,13.552
Rossorry,95PP22W1,2017,34.182
Tempo,95PP23W1,2017,24.918
Antiville,95QQ01W1,2017,14.58
Ballycarry,95QQ02W1,2017,12.359
Ballyloran,95QQ03W1,2017,2.401
Blackcave,95QQ04W1,2017,46.463
Carncastle,95QQ05W1,2017,12.345
Carnlough,95QQ06W1,2017,15.513
Central_Larne,95QQ07W1,2017,69.959
Craigy Hill,95QQ08W1,2017,0.314
Gardenmore,95QQ09W1,2017,14.406
Glenarm,95QQ10W1,2017,46.463
Glynn,95QQ11W1,2017,10.444
Harbour,95QQ12W1,2017,112.182
Island Magee,95QQ13W1,2017,54.021
Kilwaughter_1,95QQ14S1,2017,60.521
Kilwaughter_2,95QQ14S2,2017,43.164
Town Parks,95QQ15W1,2017,49.08
Aghanloo_1,95RR01S1,2017,10.349
Aghanloo_2,95RR01S2,2017,28.952
Ballykelly,95RR02W1,2017,28.845
Coolessan,95RR03W1,2017,17.307
Dungiven,95RR04W1,2017,22.202
Enagh_1_Limavady,95RR05S1,2017,7.62
Enagh_2_Limavady,95RR05S2,2017,23.072
Feeny,95RR06W1,2017,20.594
Forest,95RR07W1,2017,13.325
Glack,95RR08W1,2017,14.978
Gresteel_1,95RR09S1,2017,36.274
Gresteel_2,95RR09S2,2017,3.767
Greystone_Limavady,95RR10W1,2017,2.837
Magilligan,95RR11W1,2017,51.421
Rathbrady,95RR12W1,2017,9.055
Roeside,95RR13W1,2017,82.154
The Highlands,95RR14W1,2017,20.153
Upper Glenshane,95RR15W1,2017,35.935
Ballinderry_1,95SS01S1,2017,93.313
Ballinderry_2,95SS01S2,2017,20.001
Ballymacash_1,95SS02S1,2017,12.547
Ballymacash_2,95SS02S2,2017,23.282
Ballymacbrennan_1,95SS03S1,2017,24.591
Ballymacbrennan_2,95SS03S2,2017,40.972
Ballymacoss_1,95SS04S1,2017,16.62
Ballymacoss_2,95SS04S2,2017,5.765
Ballymacoss_3,95SS04S3,2017,40.394
Blaris_1,95SS05S1,2017,20.757
Blaris_2,95SS05S2,2017,162.106
Collin Glen_1,95SS06S1,2017,36.603
Collin Glen_2,95SS06S2,2017,5.737
Collin Glen_3,95SS06S3,2017,3.81
Derryaghy_1,95SS07S1,2017,9.038
Derryaghy_2,95SS07S2,2017,3.971
Derryaghy_3,95SS07S3,2017,132.353
Dromara_1,95SS08S1,2017,20.838
Dromara_2,95SS08S2,2017,22.924
Drumbo_1,95SS09S1,2017,11.076
Drumbo_2,95SS09S2,2017,26.101
Dunmurry_1,95SS10S1,2017,20.251
Dunmurry_2,95SS10S2,2017,84.859
Glenavy_1,95SS11S1,2017,16.156
Glenavy_2,95SS11S2,2017,30.394
Harmony Hill,95SS12W1,2017,27.079
Hilden_1,95SS13S1,2017,217.955
Hilden_2,95SS13S2,2017,4.598
Hillhall_1,95SS14S1,2017,29.912
Hillhall_2,95SS14S2,2017,18.838
Hillsborough_1,95SS15S1,2017,23.04
Hillsborough_2,95SS15S2,2017,229.882
Kilwee_1,95SS16S1,2017,12.076
Kilwee_2,95SS16S2,2017,24.494
Knockmore_1,95SS17S1,2017,368.221
Knockmore_2,95SS17S2,2017,4.139
Lagan Valley_1,95SS18S1,2017,3.982
Lagan Valley_2,95SS18S2,2017,116.063
Lambeg_1,95SS19S1,2017,6.492
Lambeg_2,95SS19S2,2017,9.869
Lisnagarvey,95SS20W1,2017,58.128
Maghaberry_1,95SS21S1,2017,19.542
Maghaberry_2,95SS21S2,2017,61.003
Magheralave_1,95SS22S1,2017,5.804
Magheralave_2,95SS22S2,2017,7.635
Maze_1,95SS23S1,2017,42.254
Maze_2,95SS23S2,2017,11.848
Moira_1,95SS24S1,2017,38.879
Moira_2,95SS24S2,2017,35.675
Old Warren,95SS25W1,2017,16.394
Poleglass_1,95SS26S1,2017,3.201
Poleglass_2,95SS26S2,2017,7.572
Seymour Hill,95SS27W1,2017,20.617
Tonagh,95SS28W1,2017,51.52
Twinbrook_1,95SS29S1,2017,5.524
Twinbrook_2,95SS29S2,2017,0.974
Wallace Park_1,95SS30S1,2017,51.972
Wallace Park_2,95SS30S2,2017,19.439
Ballymaguigan,95TT01W1,2017,153.615
Bellaghy,95TT02W1,2017,35.607
Castledawson_1,95TT03S1,2017,9.483
Castledawson_2,95TT03S2,2017,34.436
Draperstown,95TT04W1,2017,82.599
Glebe_1_Magherafelt,95TT05S1,2017,70.968
Glebe_2_Magherafelt,95TT05S2,2017,70.674
Gulladuff,95TT06W1,2017,49.397
Knockcloghrim,95TT07W1,2017,18.7
Lecumpher,95TT08W1,2017,47.626
Lower Glenshane_1,95TT09S1,2017,19.112
Lower Glenshane_2,95TT09S2,2017,16.711
Maghera,95TT10W1,2017,62.182
Swatragh_1,95TT11S1,2017,20.063
Swatragh_2,95TT11S2,2017,15.799
Tobermore,95TT12W1,2017,31.955
Town Parks East_1,95TT13S1,2017,16.014
Town Parks East_2,95TT13S2,2017,17.941
Town Parks West,95TT14W1,2017,38.676
Upperlands,95TT15W1,2017,18.507
Valley,95TT16W1,2017,26.668
Dalriada,95UU06W1,2017,9.91
Glenariff,95UU09W1,2017,15.757
Knocklayd,95UU14W1,2017,6.247
Armoy_&_Moss-side and Moyarget,95UU99C1,2017,13.717
Ballylough_&_Bushmills,95UU99C2,2017,29.464
Bonamargy and Rathlin_&_Glenshesk,95UU99C3,2017,32.252
Carnmoon_&_Dunseverick,95UU99C4,2017,22.026
Glenaan_&_Glendun,95UU99C5,2017,18.592
Glentaisie_&_Kinbane,95UU99C6,2017,30.456
Annalong_1,95VV01S1,2017,12.697
Annalong_2,95VV01S2,2017,12.317
Ballybot,95VV02W1,2017,35.938
Bessbrook,95VV03W1,2017,12.318
Binnian,95VV04W1,2017,28.276
Burren and Kilbroney_1,95VV05S1,2017,16.395
Burren and Kilbroney_2,95VV05S2,2017,51.789
Camlough,95VV06W1,2017,43.486
Clonallan_1,95VV07S1,2017,97.175
Clonallan_2,95VV07S2,2017,32.097
Creggan,95VV08W1,2017,20.527
Crossmaglen,95VV09W1,2017,55.658
Daisy hill_1,95VV10S1,2017,8.193
Daisy hill_2,95VV10S2,2017,173.571
Derryleckagh_1,95VV11S1,2017,13.903
Derryleckagh_2,95VV11S2,2017,23.285
Derrymore_1,95VV12S1,2017,55.658
Derrymore_2,95VV12S2,2017,9.461
Donaghmore_1,95VV13S1,2017,16.098
Donaghmore_2,95VV13S2,2017,78.278
Drumalane_1,95VV14S1,2017,68.012
Drumalane_2,95VV14S2,2017,48.523
Drumgullion_1,95VV15S1,2017,56.571
Drumgullion_2,95VV15S2,2017,109.021
Fathom,95VV16W1,2017,59.99
Forkhill_1,95VV17S1,2017,16.045
Forkhill_2,95VV17S2,2017,12.006
Kilkeel Central_1,95VV18S1,2017,154.368
Kilkeel Central_2,95VV18S2,2017,31.114
Kilkeel South_1,95VV19S1,2017,11.597
Kilkeel South_2,95VV19S2,2017,17.02
Lisnacree,95VV20W1,2017,25.501
Mayobridge_1,95VV21S1,2017,19.145
Mayobridge_2,95VV21S2,2017,9.51
Newtownhamilton,95VV22W1,2017,25.486
Rostrevor,95VV23W1,2017,31.825
Seaview_1,95VV24S1,2017,11.74
Seaview_2,95VV24S2,2017,9.194
Silver Bridge_1,95VV25S1,2017,6.307
Silver Bridge_2,95VV25S2,2017,7.486
Spelga,95VV26W1,2017,27.952
St Mary's,95VV27W1,2017,147.8
St Patrick's_1,95VV28S1,2017,17.43
St Patrick's_2,95VV28S2,2017,35.697
Tullyhappy,95VV29W1,2017,137.834
Windsor Hill_1,95VV30S1,2017,97.883
Windsor Hill_2,95VV30S2,2017,19.422
Abbey_1,95WW01S1,2017,37.98
Abbey_2,95WW01S2,2017,17.11
Ballyclare North_1,95WW02S1,2017,15.05
Ballyclare North_2,95WW02S2,2017,11.033
Ballyclare South_1,95WW03S1,2017,41.707
Ballyclare South_2,95WW03S2,2017,7.932
Ballyduff_1,95WW04S1,2017,3.928
Ballyduff_2,95WW04S2,2017,5.993
Ballyhenry_1,95WW05S1,2017,5.049
Ballyhenry_2,95WW05S2,2017,11.593
Ballynure_1,95WW06S1,2017,36.11
Ballynure_2,95WW06S2,2017,21.428
Ballyrobert_1,95WW07S1,2017,59.506
Ballyrobert_2,95WW07S2,2017,30.682
Burnthill_1,95WW08S1,2017,3.476
Burnthill_2,95WW08S2,2017,0.748
Carnmoney_1,95WW09S1,2017,5.964
Carnmoney_2,95WW09S2,2017,7.771
Cloughfern_1,95WW10S1,2017,9.073
Cloughfern_2,95WW10S2,2017,17.11
Collinbridge_1,95WW11S1,2017,8.658
Collinbridge_2,95WW11S2,2017,24.094
Coole,95WW12W1,2017,20.714
Doagh_1,95WW13S1,2017,39.692
Doagh_2,95WW13S2,2017,17.293
Dunanney,95WW14W1,2017,36.174
Glebe_1_Newtownabbey,95WW15S1,2017,50.975
Glebe_2_Newtownabbey,95WW15S2,2017,5.74
Glengormley_1,95WW16S1,2017,23.387
Glengormley_2,95WW16S2,2017,9.369
Hawthorne,95WW17W1,2017,18.698
Hightown,95WW18W1,2017,21.954
Jordanstown_1,95WW19S1,2017,14.644
Jordanstown_2,95WW19S2,2017,7.679
Jordanstown_3,95WW19S3,2017,13.086
Mallusk_1,95WW20S1,2017,49.233
Mallusk_2,95WW20S2,2017,601.185
Mallusk_3,95WW20S3,2017,50.975
Monkstown_1,95WW21S1,2017,59.925
Monkstown_2,95WW21S2,2017,6.348
Mossley_1,95WW22S1,2017,39.727
Mossley_2,95WW22S2,2017,4.259
Rostulla_1,95WW23S1,2017,20.484
Rostulla_2,95WW23S2,2017,63.585
Valley_1,95WW24S1,2017,68.422
Valley_2,95WW24S2,2017,59.228
Whitehouse,95WW25W1,2017,13.488
Ballycrochan_1,95XX01S1,2017,8.1
Ballycrochan_2,95XX01S2,2017,6.929
Ballycrochan_3,95XX01S3,2017,4.782
Ballyholme,95XX02W1,2017,18.645
Ballymaconnell_1,95XX03S1,2017,19.488
Ballymaconnell_2,95XX03S2,2017,7.705
Ballymagee_1,95XX04S1,2017,4.604
Ballymagee_2,95XX04S2,2017,7.224
Bangor Castle,95XX05W1,2017,97.048
Bloomfield_1_NorthDown,95XX06S1,2017,75.325
Bloomfield_2_NorthDown,95XX06S2,2017,20.459
Broadway_1,95XX07S1,2017,5.083
Broadway_2,95XX07S2,2017,11.078
Bryansburn_1,95XX08S1,2017,8.237
Bryansburn_2,95XX08S2,2017,21.033
Churchill_1,95XX09S1,2017,15.351
Churchill_2,95XX09S2,2017,8.742
Clandeboye_1,95XX10S1,2017,10.276
Clandeboye_2,95XX10S2,2017,31.273
Clandeboye_3,95XX10S3,2017,9.872
Conlig_1,95XX11S1,2017,13.669
Conlig_2,95XX11S2,2017,158.731
Conlig_3,95XX11S3,2017,2.766
Craigavad,95XX12W1,2017,36.411
Crawfordsburn,95XX13W1,2017,17.093
Cultra,95XX14W1,2017,35.498
Dufferin,95XX15W1,2017,10.647
Groomsport,95XX16W1,2017,11.238
Harbour_1,95XX17S1,2017,63.68
Harbour_2,95XX17S2,2017,14.776
Holywood Demesne,95XX18W1,2017,156.748
Holywood Priory,95XX19W1,2017,38.706
Loughview_1,95XX20S1,2017,10.707
Loughview_2,95XX20S2,2017,11.257
Princetown,95XX21W1,2017,20.758
Rathgael,95XX22W1,2017,10.819
Silverstream,95XX23W1,2017,15.495
Springhill_1,95XX24S1,2017,4.853
Springhill_2,95XX24S2,2017,10.797
Whitehill,95XX25W1,2017,4.04
Beragh,95YY01W1,2017,125.124
Camowen,95YY02W1,2017,28.459
Clanabogan,95YY03W1,2017,27.028
Coolnagard,95YY04W1,2017,61.088
Dergmoney,95YY05W1,2017,94.478
Dromore,95YY06W1,2017,104.093
Drumnakilly,95YY07W1,2017,32.377
Drumquin,95YY08W1,2017,24.141
Drumragh,95YY09W1,2017,107.12
Fairy Water,95YY10W1,2017,30.485
Fintona,95YY11W1,2017,18.568
Gortin,95YY12W1,2017,57.789
Gortrush_1,95YY13S1,2017,7.65
Gortrush_2,95YY13S2,2017,51.56
Killyclogher_1,95YY14S1,2017,6.312
Killyclogher_2,95YY14S2,2017,10.233
Lisanelly_1,95YY15S1,2017,88.609
Lisanelly_2,95YY15S2,2017,15.52
Newtownsaville,95YY16W1,2017,33.038
Owenkillew,95YY17W1,2017,16.455
Sixmilecross,95YY18W1,2017,18.575
Strule,95YY19W1,2017,33.337
Termon,95YY20W1,2017,47.348
Trillick,95YY21W1,2017,24.237
Artigarvan,95ZZ01W1,2017,30.494
Ballycolman,95ZZ02W1,2017,12.959
Castlederg,95ZZ03W1,2017,33.752
Clare,95ZZ04W1,2017,33.991
Dunnamanagh,95ZZ05W1,2017,12.879
East,95ZZ06W1,2017,16.954
Finn,95ZZ07W1,2017,21.164
Glenderg,95ZZ08W1,2017,19.188
Newtownstewart,95ZZ09W1,2017,39.013
North,95ZZ10W1,2017,89.647
Plumbridge,95ZZ11W1,2017,15.561
Sion Mills,95ZZ12W1,2017,12.062
Slievekirk,95ZZ13W1,2017,18.267
South_1,95ZZ14S1,2017,29.792
South_2,95ZZ14S2,2017,4.55
Victoria Bridge,95ZZ15W1,2017,38.123
West_1,95ZZ16S1,2017,5.405
West_2,95ZZ16S2,2017,54.054
Aldergrove_1,95AA01S1,2018,179.085
Aldergrove_2,95AA01S2,2018,84.179
Aldergrove_3,95AA01S3,2018,49.594
Balloo,95AA02W1,2018,25.443
Ballycraigy,95AA03W1,2018,6.187
Clady,95AA04W1,2018,75.405
Cranfield,95AA05W1,2018,17.84
Crumlin_1_Antrim,95AA06S1,2018,24.406
Crumlin_2_Antrim,95AA06S2,2018,26.789
Drumanaway,95AA07W1,2018,18.697
Farranshane,95AA08W1,2018,75.816
Fountain Hill,95AA09W1,2018,40.34
Greystone_Antrim,95AA10W1,2018,5.726
Massereene_1,95AA11S1,2018,238.505
Massereene_2,95AA11S2,2018,163.918
Parkgate,95AA12W1,2018,18.563
Randalstown_1,95AA13S1,2018,28.621
Randalstown_2,95AA13S2,2018,31.03
Shilvodan,95AA14W1,2018,19.302
Springfarm_1,95AA15S1,2018,37.748
Springfarm_2,95AA15S2,2018,238.505
Steeple,95AA16W1,2018,5.378
Stiles,95AA17W1,2018,3.988
Templepatrick,95AA18W1,2018,43.551
Toome,95AA19W1,2018,39.032
Ballygowan_1,95BB01S1,2018,13.583
Ballygowan_2,95BB01S2,2018,7.751
Ballyrainey,95BB02W1,2018,99.189
Ballywalter_1,95BB03S1,2018,8.692
Ballywalter_2,95BB03S2,2018,21.382
Bradshaw's Brae_1,95BB04S1,2018,136.286
Bradshaw's Brae_2,95BB04S2,2018,39.361
Carrowdore_1,95BB05S1,2018,16.026
Carrowdore_2,95BB05S2,2018,17.754
Central_Ards,95BB06W1,2018,139.27
Comber East_1,95BB07S1,2018,32.8
Comber East_2,95BB07S2,2018,6.23
Comber North_1,95BB08S1,2018,8.881
Comber North_2,95BB08S2,2018,4.755
Comber West_1,95BB09S1,2018,43.526
Comber West_2,95BB09S2,2018,8.037
Donaghadee North_1,95BB10S1,2018,24.852
Donaghadee North_2,95BB10S2,2018,11.045
Donaghadee South_1,95BB11S1,2018,6.956
Donaghadee South_2,95BB11S2,2018,22.057
Glen_1,95BB12S1,2018,4.73
Glen_2,95BB12S2,2018,14.523
Gregstown_1,95BB13S1,2018,1.229
Gregstown_2,95BB13S2,2018,7.742
Gregstown_3,95BB13S3,2018,4.106
Killinchy_1,95BB14S1,2018,15.579
Killinchy_2,95BB14S2,2018,23.752
Kircubbin_1,95BB15S1,2018,16.073
Kircubbin_2,95BB15S2,2018,11.295
Lisbane_1,95BB16S1,2018,12.289
Lisbane_2,95BB16S2,2018,20.13
Loughries_1,95BB17S1,2018,5.292
Loughries_2,95BB17S2,2018,13.957
Millisle_1,95BB18S1,2018,9.399
Millisle_2,95BB18S2,2018,23.632
Movilla_1,95BB19S1,2018,21.343
Movilla_2,95BB19S2,2018,5.241
Movilla_3,95BB19S3,2018,6.122
Portaferry_1,95BB20S1,2018,20.594
Portaferry_2,95BB20S2,2018,8.038
Portavogie_1,95BB21S1,2018,13.555
Portavogie_2,95BB21S2,2018,16.903
Scrabo_1,95BB22S1,2018,5.156
Scrabo_2,95BB22S2,2018,99.189
Whitespots_1,95BB23S1,2018,11.172
Whitespots_2,95BB23S2,2018,9.344
Abbey Park,95CC01W1,2018,77.609
