Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description
gross-domestic-product-per-head-at-current-market-price,Gross domestic product per head at current market price,gross-domestic-product-per-head-at-current-market-price,,0,
gross-domestic-product-per-head-in-chained-volume-measure,Gross domestic product per head in chained volume measure,gross-domestic-product-per-head-in-chained-volume-measure,,1,
