Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description
combined-authority-or-city-region,Combined Authority or City Region,combined-authority-or-city-region,,0,
country,Country,country,,1,
county-or-unitary-authority,County or Unitary Authority,county-or-unitary-authority,,2,
itl-level-1,ITL Level 1,itl-level-1,,3,
itl-level-2,ITL Level 2,itl-level-2,,4,
itl-level-3,ITL Level 3,itl-level-3,,5,
local-authority-district,Local Authority District,local-authority-district,,6,
