AREACD,AREANM,Geography,Variable Name,Indicator,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
e92000001,england,nation,Homicide Offences,Homicide Offences,2019-04-01t00-00-00/p3y,10.717378912836775,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e92000001,england,nation,Homicide Offences,Homicide Offences,2015-04-01t00-00-00/p3y,10.924408626853564,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e92000001,england,nation,Homicide Offences,Homicide Offences,2014-04-01t00-00-00/p3y,9.961926465802604,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e92000001,england,nation,Homicide Offences,Homicide Offences,2013-04-01t00-00-00/p3y,9.11649362709582,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e92000001,england,nation,Homicide Offences,Homicide Offences,2016-04-01t00-00-00/p3y,11.5127388905306,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000001,north-east,region,Homicide Offences,Homicide Offences,2021-04-01t00-00-00/p3y,11.558241044507058,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000001,north-east,region,Homicide Offences,Homicide Offences,2020-04-01t00-00-00/p3y,10.576043071690842,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000001,north-east,region,Homicide Offences,Homicide Offences,2019-04-01t00-00-00/p3y,9.478938935158748,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000001,north-east,region,Homicide Offences,Homicide Offences,2018-04-01t00-00-00/p3y,10.745853238446184,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000001,north-east,region,Homicide Offences,Homicide Offences,2017-04-01t00-00-00/p3y,10.52207359898907,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000001,north-east,region,Homicide Offences,Homicide Offences,2015-04-01t00-00-00/p3y,8.147926626392993,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000001,north-east,region,Homicide Offences,Homicide Offences,2014-04-01t00-00-00/p3y,8.933799524517665,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000001,north-east,region,Homicide Offences,Homicide Offences,2013-04-01t00-00-00/p3y,8.810633438575712,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000001,north-east,region,Homicide Offences,Homicide Offences,2016-04-01t00-00-00/p3y,10.417512295522972,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000013,cleveland,police-force-area,Homicide Offences,Homicide Offences,2018-04-01t00-00-00/p3y,19.94975010004213,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000013,cleveland,police-force-area,Homicide Offences,Homicide Offences,2021-04-01t00-00-00/p3y,17.825004456251115,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000013,cleveland,police-force-area,Homicide Offences,Homicide Offences,2020-04-01t00-00-00/p3y,14.615908539490723,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000013,cleveland,police-force-area,Homicide Offences,Homicide Offences,2017-04-01t00-00-00/p3y,17.632641546030012,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000013,cleveland,police-force-area,Homicide Offences,Homicide Offences,2019-04-01t00-00-00/p3y,15.268430757666511,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000013,cleveland,police-force-area,Homicide Offences,Homicide Offences,2015-04-01t00-00-00/p3y,7.674166688803685,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000013,cleveland,police-force-area,Homicide Offences,Homicide Offences,2013-04-01t00-00-00/p3y,9.4965577945669,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000013,cleveland,police-force-area,Homicide Offences,Homicide Offences,2016-04-01t00-00-00/p3y,14.719328892806194,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000013,cleveland,police-force-area,Homicide Offences,Homicide Offences,2014-04-01t00-00-00/p3y,8.882777537942784,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000008,durham,police-force-area,Homicide Offences,Homicide Offences,2013-04-01t00-00-00/p3y,2.690650044906949,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000008,durham,police-force-area,Homicide Offences,Homicide Offences,2014-04-01t00-00-00/p3y,2.688553644173152,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000008,durham,police-force-area,Homicide Offences,Homicide Offences,2015-04-01t00-00-00/p3y,3.759263227370444,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000008,durham,police-force-area,Homicide Offences,Homicide Offences,2016-04-01t00-00-00/p3y,6.961714852443776,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000008,durham,police-force-area,Homicide Offences,Homicide Offences,2018-04-01t00-00-00/p3y,6.932290716809525,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000008,durham,police-force-area,Homicide Offences,Homicide Offences,2019-04-01t00-00-00/p3y,5.857004951299003,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000008,durham,police-force-area,Homicide Offences,Homicide Offences,2020-04-01t00-00-00/p3y,6.882053774250636,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000008,durham,police-force-area,Homicide Offences,Homicide Offences,2021-04-01t00-00-00/p3y,7.847852121352906,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000008,durham,police-force-area,Homicide Offences,Homicide Offences,2017-04-01t00-00-00/p3y,7.489927385154002,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000007,northumbria,police-force-area,Homicide Offences,Homicide Offences,2021-04-01t00-00-00/p3y,10.692204200170805,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000007,northumbria,police-force-area,Homicide Offences,Homicide Offences,2018-04-01t00-00-00/p3y,8.775041196509196,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000007,northumbria,police-force-area,Homicide Offences,Homicide Offences,2020-04-01t00-00-00/p3y,10.591651982262206,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000007,northumbria,police-force-area,Homicide Offences,Homicide Offences,2019-04-01t00-00-00/p3y,8.773296854888516,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000007,northumbria,police-force-area,Homicide Offences,Homicide Offences,2017-04-01t00-00-00/p3y,9.032770892799077,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000007,northumbria,police-force-area,Homicide Offences,Homicide Offences,2015-04-01t00-00-00/p3y,10.235659782487575,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000007,northumbria,police-force-area,Homicide Offences,Homicide Offences,2014-04-01t00-00-00/p3y,11.663126907650197,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000007,northumbria,police-force-area,Homicide Offences,Homicide Offences,2013-04-01t00-00-00/p3y,11.193147555066789,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000007,northumbria,police-force-area,Homicide Offences,Homicide Offences,2016-04-01t00-00-00/p3y,10.219349036756675,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000002,north-west,region,Homicide Offences,Homicide Offences,2021-04-01t00-00-00/p3y,10.511304442236924,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000002,north-west,region,Homicide Offences,Homicide Offences,2020-04-01t00-00-00/p3y,11.494110435772257,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000002,north-west,region,Homicide Offences,Homicide Offences,2019-04-01t00-00-00/p3y,12.058632049811637,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000002,north-west,region,Homicide Offences,Homicide Offences,2018-04-01t00-00-00/p3y,13.35457933731499,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000002,north-west,region,Homicide Offences,Homicide Offences,2017-04-01t00-00-00/p3y,14.898615604235909,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000002,north-west,region,Homicide Offences,Homicide Offences,2015-04-01t00-00-00/p3y,12.947863010503482,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000002,north-west,region,Homicide Offences,Homicide Offences,2014-04-01t00-00-00/p3y,11.277173288803814,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000002,north-west,region,Homicide Offences,Homicide Offences,2013-04-01t00-00-00/p3y,9.989129586457503,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000002,north-west,region,Homicide Offences,Homicide Offences,2016-04-01t00-00-00/p3y,15.256127706158734,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000006,cheshire,police-force-area,Homicide Offences,Homicide Offences,2019-04-01t00-00-00/p3y,5.820671840324879,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000006,cheshire,police-force-area,Homicide Offences,Homicide Offences,2021-04-01t00-00-00/p3y,3.0051932744976595,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000006,cheshire,police-force-area,Homicide Offences,Homicide Offences,2020-04-01t00-00-00/p3y,4.553916550389998,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000006,cheshire,police-force-area,Homicide Offences,Homicide Offences,2018-04-01t00-00-00/p3y,10.756465327148671,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000006,cheshire,police-force-area,Homicide Offences,Homicide Offences,2014-04-01t00-00-00/p3y,4.428707769503475,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000006,cheshire,police-force-area,Homicide Offences,Homicide Offences,2016-04-01t00-00-00/p3y,9.350723184931123,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000006,cheshire,police-force-area,Homicide Offences,Homicide Offences,2015-04-01t00-00-00/p3y,5.024043186675232,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000006,cheshire,police-force-area,Homicide Offences,Homicide Offences,2017-04-01t00-00-00/p3y,9.905452456304571,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000006,cheshire,police-force-area,Homicide Offences,Homicide Offences,2013-04-01t00-00-00/p3y,4.77371629994978,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000002,cumbria,police-force-area,Homicide Offences,Homicide Offences,2020-04-01t00-00-00/p3y,8.65404906313262,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000002,cumbria,police-force-area,Homicide Offences,Homicide Offences,2019-04-01t00-00-00/p3y,11.36882681063614,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000002,cumbria,police-force-area,Homicide Offences,Homicide Offences,2018-04-01t00-00-00/p3y,12.01992904235222,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000002,cumbria,police-force-area,Homicide Offences,Homicide Offences,2017-04-01t00-00-00/p3y,7.34889829993259,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000002,cumbria,police-force-area,Homicide Offences,Homicide Offences,2021-04-01t00-00-00/p3y,5.301745533445067,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000002,cumbria,police-force-area,Homicide Offences,Homicide Offences,2015-04-01t00-00-00/p3y,6.680749687006878,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000002,cumbria,police-force-area,Homicide Offences,Homicide Offences,2014-04-01t00-00-00/p3y,8.688945121959371,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000002,cumbria,police-force-area,Homicide Offences,Homicide Offences,2013-04-01t00-00-00/p3y,8.696181506700407,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000002,cumbria,police-force-area,Homicide Offences,Homicide Offences,2016-04-01t00-00-00/p3y,6.684139006028425,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000005,greater-manchester,police-force-area,Homicide Offences,Homicide Offences,2021-04-01t00-00-00/p3y,13.168473209428306,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000005,greater-manchester,police-force-area,Homicide Offences,Homicide Offences,2020-04-01t00-00-00/p3y,14.17188616072336,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000005,greater-manchester,police-force-area,Homicide Offences,Homicide Offences,2019-04-01t00-00-00/p3y,14.70531597172378,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000005,greater-manchester,police-force-area,Homicide Offences,Homicide Offences,2018-04-01t00-00-00/p3y,15.332617733143865,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000005,greater-manchester,police-force-area,Homicide Offences,Homicide Offences,2017-04-01t00-00-00/p3y,19.94892602772972,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000005,greater-manchester,police-force-area,Homicide Offences,Homicide Offences,2015-04-01t00-00-00/p3y,19.632024044919987,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000005,greater-manchester,police-force-area,Homicide Offences,Homicide Offences,2014-04-01t00-00-00/p3y,14.387817701755289,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000005,greater-manchester,police-force-area,Homicide Offences,Homicide Offences,2013-04-01t00-00-00/p3y,11.948764186871356,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000005,greater-manchester,police-force-area,Homicide Offences,Homicide Offences,2016-04-01t00-00-00/p3y,21.87130661681911,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000003,lancashire,police-force-area,Homicide Offences,Homicide Offences,2018-04-01t00-00-00/p3y,13.211287459779886,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000003,lancashire,police-force-area,Homicide Offences,Homicide Offences,2020-04-01t00-00-00/p3y,10.877903366798115,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000003,lancashire,police-force-area,Homicide Offences,Homicide Offences,2019-04-01t00-00-00/p3y,12.278666080798889,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000003,lancashire,police-force-area,Homicide Offences,Homicide Offences,2017-04-01t00-00-00/p3y,11.973347328845987,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000003,lancashire,police-force-area,Homicide Offences,Homicide Offences,2021-04-01t00-00-00/p3y,11.172754636209737,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000003,lancashire,police-force-area,Homicide Offences,Homicide Offences,2015-04-01t00-00-00/p3y,8.284059968534006,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000003,lancashire,police-force-area,Homicide Offences,Homicide Offences,2013-04-01t00-00-00/p3y,8.811504300014098,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000003,lancashire,police-force-area,Homicide Offences,Homicide Offences,2016-04-01t00-00-00/p3y,10.0210241085798,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000003,lancashire,police-force-area,Homicide Offences,Homicide Offences,2014-04-01t00-00-00/p3y,9.450322019722822,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000004,merseyside,police-force-area,Homicide Offences,Homicide Offences,2013-04-01t00-00-00/p3y,11.783219541098909,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000004,merseyside,police-force-area,Homicide Offences,Homicide Offences,2014-04-01t00-00-00/p3y,13.172305491150963,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000004,merseyside,police-force-area,Homicide Offences,Homicide Offences,2015-04-01t00-00-00/p3y,12.854718824450243,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000004,merseyside,police-force-area,Homicide Offences,Homicide Offences,2016-04-01t00-00-00/p3y,15.167673895011257,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000004,merseyside,police-force-area,Homicide Offences,Homicide Offences,2018-04-01t00-00-00/p3y,11.99158331928437,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000004,merseyside,police-force-area,Homicide Offences,Homicide Offences,2019-04-01t00-00-00/p3y,11.520780666907427,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000004,merseyside,police-force-area,Homicide Offences,Homicide Offences,2020-04-01t00-00-00/p3y,13.111210693878048,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000004,merseyside,police-force-area,Homicide Offences,Homicide Offences,2021-04-01t00-00-00/p3y,12.027331648581722,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000004,merseyside,police-force-area,Homicide Offences,Homicide Offences,2017-04-01t00-00-00/p3y,14.389066196781094,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000003,yorkshire-and-the-humber,region,Homicide Offences,Homicide Offences,2021-04-01t00-00-00/p3y,11.07457104544974,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000003,yorkshire-and-the-humber,region,Homicide Offences,Homicide Offences,2018-04-01t00-00-00/p3y,9.576701848541347,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000003,yorkshire-and-the-humber,region,Homicide Offences,Homicide Offences,2020-04-01t00-00-00/p3y,10.39680216253485,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000003,yorkshire-and-the-humber,region,Homicide Offences,Homicide Offences,2019-04-01t00-00-00/p3y,9.691894668488745,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000003,yorkshire-and-the-humber,region,Homicide Offences,Homicide Offences,2017-04-01t00-00-00/p3y,10.164313475020188,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000003,yorkshire-and-the-humber,region,Homicide Offences,Homicide Offences,2015-04-01t00-00-00/p3y,15.963832735028603,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000003,yorkshire-and-the-humber,region,Homicide Offences,Homicide Offences,2014-04-01t00-00-00/p3y,16.11694854589791,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000003,yorkshire-and-the-humber,region,Homicide Offences,Homicide Offences,2013-04-01t00-00-00/p3y,10.268036833501728,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e12000003,yorkshire-and-the-humber,region,Homicide Offences,Homicide Offences,2016-04-01t00-00-00/p3y,16.642764954046314,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000012,humberside,police-force-area,Homicide Offences,Homicide Offences,2021-04-01t00-00-00/p3y,10.606444687921275,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000012,humberside,police-force-area,Homicide Offences,Homicide Offences,2020-04-01t00-00-00/p3y,9.251569386414568,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000012,humberside,police-force-area,Homicide Offences,Homicide Offences,2019-04-01t00-00-00/p3y,8.547118125446053,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000012,humberside,police-force-area,Homicide Offences,Homicide Offences,2018-04-01t00-00-00/p3y,8.903771245733758,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000012,humberside,police-force-area,Homicide Offences,Homicide Offences,2017-04-01t00-00-00/p3y,12.13082596296459,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000012,humberside,police-force-area,Homicide Offences,Homicide Offences,2015-04-01t00-00-00/p3y,10.028164817186555,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000012,humberside,police-force-area,Homicide Offences,Homicide Offences,2014-04-01t00-00-00/p3y,7.921094378399319,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000012,humberside,police-force-area,Homicide Offences,Homicide Offences,2013-04-01t00-00-00/p3y,8.290466216169941,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000012,humberside,police-force-area,Homicide Offences,Homicide Offences,2016-04-01t00-00-00/p3y,10.354428517667154,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000009,north-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2019-04-01t00-00-00/p3y,7.379456576817684,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000009,north-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2021-04-01t00-00-00/p3y,6.038567120485115,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000009,north-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2020-04-01t00-00-00/p3y,7.312810337388693,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000009,north-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2018-04-01t00-00-00/p3y,4.092304380689071,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000009,north-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2014-04-01t00-00-00/p3y,8.261837457436046,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000009,north-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2016-04-01t00-00-00/p3y,5.755369657115631,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000009,north-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2013-04-01t00-00-00/p3y,7.858923228247121,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000009,north-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2017-04-01t00-00-00/p3y,4.928287260007811,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000009,north-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2015-04-01t00-00-00/p3y,7.419663592452718,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000011,south-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2013-04-01t00-00-00/p3y,12.534192539943524,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000011,south-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2014-04-01t00-00-00/p3y,34.811856624181495,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000011,south-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2015-04-01t00-00-00/p3y,32.94121091891338,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000011,south-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2016-04-01t00-00-00/p3y,35.082923606202954,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000011,south-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2017-04-01t00-00-00/p3y,10.68592464577374,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000011,south-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2018-04-01t00-00-00/p3y,11.884094667242923,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000011,south-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2019-04-01t00-00-00/p3y,11.65318660029206,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000011,south-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2020-04-01t00-00-00/p3y,13.09288968804008,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000011,south-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2021-04-01t00-00-00/p3y,14.144803954215908,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000010,west-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2021-04-01t00-00-00/p3y,11.218632353357751,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000010,west-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2020-04-01t00-00-00/p3y,10.352816909298404,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000010,west-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2019-04-01t00-00-00/p3y,9.802183415046608,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000010,west-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2018-04-01t00-00-00/p3y,10.399771489952467,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000010,west-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2014-04-01t00-00-00/p3y,11.087035710320848,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000010,west-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2016-04-01t00-00-00/p3y,12.09408158840212,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
e23000010,west-yorkshire,police-force-area,Homicide Offences,Homicide Offences,2015-04-01t00-00-00/p3y,11.291514774078504,Homicide Offences (rate per million population),"Rate per 1,000,000 population",,,,-1,
