Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
2016-04-01t00-00-00/p1y,2016-04-01T00:00:00/P1Y,2016-04-01t00-00-00/p1y,,0,,http://reference.data.gov.uk/id/government-year/2016-04-01T00:00:00/P1Y
2017-04-01t00-00-00/p1y,2017-04-01T00:00:00/P1Y,2017-04-01t00-00-00/p1y,,1,,http://reference.data.gov.uk/id/government-year/2017-04-01T00:00:00/P1Y
2018-04-01t00-00-00/p1y,2018-04-01T00:00:00/P1Y,2018-04-01t00-00-00/p1y,,2,,http://reference.data.gov.uk/id/government-year/2018-04-01T00:00:00/P1Y
2019-04-01t00-00-00/p1y,2019-04-01T00:00:00/P1Y,2019-04-01t00-00-00/p1y,,3,,http://reference.data.gov.uk/id/government-year/2019-04-01T00:00:00/P1Y
2020-04-01t00-00-00/p1y,2020-04-01T00:00:00/P1Y,2020-04-01t00-00-00/p1y,,4,,http://reference.data.gov.uk/id/government-year/2020-04-01T00:00:00/P1Y
2021-04-01t00-00-00/p1y,2021-04-01T00:00:00/P1Y,2021-04-01t00-00-00/p1y,,5,,http://reference.data.gov.uk/id/government-year/2021-04-01T00:00:00/P1Y
2022-04-01t00-00-00/p1y,2022-04-01T00:00:00/P1Y,2022-04-01t00-00-00/p1y,,6,,http://reference.data.gov.uk/id/government-year/2022-04-01T00:00:00/P1Y
