AREACD,AREANM,Geography,Variable Name,Indicator,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
n09000002,armagh-city-banbridge-and-craigavon,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2020-08-01t00-00-00/p1y,367.6925524580601,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000003,belfast,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2022-08-01t00-00-00/p1y,259.57516316660394,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000003,belfast,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2021-08-01t00-00-00/p1y,342.23134839151265,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000003,belfast,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2020-08-01t00-00-00/p1y,305.9949144507176,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000003,belfast,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2019-08-01t00-00-00/p1y,275.77428935086976,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000004,causeway-coast-and-glens,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2022-08-01t00-00-00/p1y,355.8969041363129,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000004,causeway-coast-and-glens,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2020-08-01t00-00-00/p1y,349.549518058602,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000004,causeway-coast-and-glens,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2019-08-01t00-00-00/p1y,322.1453136563493,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000004,causeway-coast-and-glens,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2021-08-01t00-00-00/p1y,524.0373661426293,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000005,derry-city-and-strabane,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2022-08-01t00-00-00/p1y,466.0906436930532,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000005,derry-city-and-strabane,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2021-08-01t00-00-00/p1y,750.1030130258921,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000005,derry-city-and-strabane,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2020-08-01t00-00-00/p1y,835.2136867275116,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000005,derry-city-and-strabane,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2019-08-01t00-00-00/p1y,534.0981731319181,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000006,fermanagh-and-omagh,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2019-08-01t00-00-00/p1y,360.3937110753016,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000006,fermanagh-and-omagh,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2020-08-01t00-00-00/p1y,722.4740650335629,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000006,fermanagh-and-omagh,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2021-08-01t00-00-00/p1y,635.9127953033608,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000006,fermanagh-and-omagh,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2022-08-01t00-00-00/p1y,517.4040849974509,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000007,lisburn-and-castlereagh,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2020-08-01t00-00-00/p1y,285.5067322149578,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000007,lisburn-and-castlereagh,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2019-08-01t00-00-00/p1y,277.66691857651125,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000007,lisburn-and-castlereagh,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2021-08-01t00-00-00/p1y,332.4546233020468,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000007,lisburn-and-castlereagh,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2022-08-01t00-00-00/p1y,291.0867237687366,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000008,mid-and-east-antrim,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2021-08-01t00-00-00/p1y,454.9228839460806,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000008,mid-and-east-antrim,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2022-08-01t00-00-00/p1y,387.95573777719,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000008,mid-and-east-antrim,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2020-08-01t00-00-00/p1y,267.6118741692512,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000008,mid-and-east-antrim,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2019-08-01t00-00-00/p1y,335.18958606746355,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000009,mid-ulster,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2020-08-01t00-00-00/p1y,649.3506493506494,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000009,mid-ulster,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2019-08-01t00-00-00/p1y,456.6369213608477,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000009,mid-ulster,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2021-08-01t00-00-00/p1y,685.6876714219178,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000009,mid-ulster,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2022-08-01t00-00-00/p1y,636.5700915284565,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000010,newry-mourne-and-down,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2020-08-01t00-00-00/p1y,388.9289603575318,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000010,newry-mourne-and-down,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2019-08-01t00-00-00/p1y,366.7004759304049,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000010,newry-mourne-and-down,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2022-08-01t00-00-00/p1y,476.7764846524384,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000010,newry-mourne-and-down,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2021-08-01t00-00-00/p1y,582.3317180895581,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000011,ards-and-north-down,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2022-08-01t00-00-00/p1y,305.4444923378766,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000011,ards-and-north-down,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2021-08-01t00-00-00/p1y,384.5322641945316,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000011,ards-and-north-down,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2019-08-01t00-00-00/p1y,256.1263154722894,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
n09000011,ards-and-north-down,local-authority-district,Apprenticeship starts (Northern Ireland),Apprenticeships starts (Northern Ireland),2020-08-01t00-00-00/p1y,296.20186719658057,"Rate per 100,000 population","Rate per 100,000 population",,,,1,
