Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description
female-healthy-life-expectancy,Female healthy life expectancy,female-healthy-life-expectancy,,0,
male-healthy-life-expectancy,Male healthy life expectancy,male-healthy-life-expectancy,,1,
