Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
tlh2,Bedfordshire and Hertfordshire,TLH2,,0,,http://statistics.data.gov.uk/id/statistical-geography/TLH2
tlj1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ1,,1,,http://statistics.data.gov.uk/id/statistical-geography/TLJ1
e47000008,Cambridgeshire and Peterborough,E47000008,,2,,http://statistics.data.gov.uk/id/statistical-geography/E47000008
w42000001,Cardiff Capital Region,W42000001,,3,,http://statistics.data.gov.uk/id/statistical-geography/W42000001
tld6,Cheshire,TLD6,,4,,http://statistics.data.gov.uk/id/statistical-geography/TLD6
tlk3,Cornwall and Isles of Scilly,TLK3,,5,,http://statistics.data.gov.uk/id/statistical-geography/TLK3
tld1,Cumbria,TLD1,,6,,http://statistics.data.gov.uk/id/statistical-geography/TLD1
tlf1,Derbyshire and Nottinghamshire,TLF1,,7,,http://statistics.data.gov.uk/id/statistical-geography/TLF1
tlk4,Devon,TLK4,,8,,http://statistics.data.gov.uk/id/statistical-geography/TLK4
tlk2,Dorset and Somerset,TLK2,,9,,http://statistics.data.gov.uk/id/statistical-geography/TLK2
tlh1,East Anglia,TLH1,,10,,http://statistics.data.gov.uk/id/statistical-geography/TLH1
tlf,East Midlands,TLF,,11,,http://statistics.data.gov.uk/id/statistical-geography/TLF
tll2,East Wales,TLL2,,12,,http://statistics.data.gov.uk/id/statistical-geography/TLL2
tle1,East Yorkshire and Northern Lincolnshire,TLE1,,13,,http://statistics.data.gov.uk/id/statistical-geography/TLE1
tlh,East of England,TLH,,14,,http://statistics.data.gov.uk/id/statistical-geography/TLH
tlm7,Eastern Scotland,TLM7,,15,,http://statistics.data.gov.uk/id/statistical-geography/TLM7
tlh3,Essex,TLH3,,16,,http://statistics.data.gov.uk/id/statistical-geography/TLH3
tlk1,"Gloucestershire, Wiltshire and Bath/Bristol area",TLK1,,17,,http://statistics.data.gov.uk/id/statistical-geography/TLK1
e47000001,Greater Manchester (Combined Authority),E47000001,,18,,http://statistics.data.gov.uk/id/statistical-geography/E47000001
tld3,Greater Manchester (ITL2),TLD3,,19,,http://statistics.data.gov.uk/id/statistical-geography/TLD3
tlj3,Hampshire and Isle of Wight,TLJ3,,20,,http://statistics.data.gov.uk/id/statistical-geography/TLJ3
tlg1,"Herefordshire, Worcestershire and Warwickshire",TLG1,,21,,http://statistics.data.gov.uk/id/statistical-geography/TLG1
tlm6,Highlands and Islands,TLM6,,22,,http://statistics.data.gov.uk/id/statistical-geography/TLM6
tli4,Inner London - East,TLI4,,23,,http://statistics.data.gov.uk/id/statistical-geography/TLI4
tli3,Inner London - West,TLI3,,24,,http://statistics.data.gov.uk/id/statistical-geography/TLI3
tlj4,Kent,TLJ4,,25,,http://statistics.data.gov.uk/id/statistical-geography/TLJ4
tld4,Lancashire,TLD4,,26,,http://statistics.data.gov.uk/id/statistical-geography/TLD4
tlf2,"Leicestershire, Rutland and Northamptonshire",TLF2,,27,,http://statistics.data.gov.uk/id/statistical-geography/TLF2
tlf3,Lincolnshire,TLF3,,28,,http://statistics.data.gov.uk/id/statistical-geography/TLF3
e47000004,Liverpool City Region,E47000004,,29,,http://statistics.data.gov.uk/id/statistical-geography/E47000004
tli,London,TLI,,30,,http://statistics.data.gov.uk/id/statistical-geography/TLI
tld7,Merseyside,TLD7,,31,,http://statistics.data.gov.uk/id/statistical-geography/TLD7
tlc,North East,TLC,,32,,http://statistics.data.gov.uk/id/statistical-geography/TLC
tlm5,North Eastern Scotland,TLM5,,33,,http://statistics.data.gov.uk/id/statistical-geography/TLM5
tld,North West,TLD,,34,,http://statistics.data.gov.uk/id/statistical-geography/TLD
tle2,North Yorkshire,TLE2,,35,,http://statistics.data.gov.uk/id/statistical-geography/TLE2
e47000011,North of Tyne,E47000011,,36,,http://statistics.data.gov.uk/id/statistical-geography/E47000011
tln,Northern Ireland,TLN,,37,,http://statistics.data.gov.uk/id/statistical-geography/TLN
tlc2,"Northumberland, and Tyne and Wear",TLC2,,38,,http://statistics.data.gov.uk/id/statistical-geography/TLC2
tli5,Outer London - East and North East,TLI5,,39,,http://statistics.data.gov.uk/id/statistical-geography/TLI5
tli6,Outer London - South,TLI6,,40,,http://statistics.data.gov.uk/id/statistical-geography/TLI6
tli7,Outer London - West and North West,TLI7,,41,,http://statistics.data.gov.uk/id/statistical-geography/TLI7
tlm,Scotland,TLM,,42,,http://statistics.data.gov.uk/id/statistical-geography/TLM
