Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
tlg2,Shropshire and Staffordshire,TLG2,,43,,http://statistics.data.gov.uk/id/statistical-geography/TLG2
tlj,South East,TLJ,,44,,http://statistics.data.gov.uk/id/statistical-geography/TLJ
tlk,South West,TLK,,45,,http://statistics.data.gov.uk/id/statistical-geography/TLK
e47000002,South Yorkshire (Combined Authority),E47000002,,46,,http://statistics.data.gov.uk/id/statistical-geography/E47000002
tle3,South Yorkshire (ITL2),TLE3,,47,,http://statistics.data.gov.uk/id/statistical-geography/TLE3
tlm9,Southern Scotland,TLM9,,48,,http://statistics.data.gov.uk/id/statistical-geography/TLM9
tlj2,"Surrey, East and West Sussex",TLJ2,,49,,http://statistics.data.gov.uk/id/statistical-geography/TLJ2
w42000004,Swansea Bay City Region,W42000004,,50,,http://statistics.data.gov.uk/id/statistical-geography/W42000004
e47000006,Tees Valley,E47000006,,51,,http://statistics.data.gov.uk/id/statistical-geography/E47000006
tlc1,Tees Valley and Durham,TLC1,,52,,http://statistics.data.gov.uk/id/statistical-geography/TLC1
k99000001,UK not allocated,K99000001,,53,,http://statistics.data.gov.uk/id/statistical-geography/K99000001
k02000001,United Kingdom,K02000001,,54,,http://statistics.data.gov.uk/id/statistical-geography/K02000001
tll,Wales,TLL,,55,,http://statistics.data.gov.uk/id/statistical-geography/TLL
tlm8,West Central Scotland,TLM8,,56,,http://statistics.data.gov.uk/id/statistical-geography/TLM8
e47000007,West Midlands (Combined Authority),E47000007,,57,,http://statistics.data.gov.uk/id/statistical-geography/E47000007
tlg,West Midlands (ITL1),TLG,,58,,http://statistics.data.gov.uk/id/statistical-geography/TLG
tlg3,West Midlands (ITL2),TLG3,,59,,http://statistics.data.gov.uk/id/statistical-geography/TLG3
tll1,West Wales and The Valleys,TLL1,,60,,http://statistics.data.gov.uk/id/statistical-geography/TLL1
e47000003,West Yorkshire (Combined Authority),E47000003,,61,,http://statistics.data.gov.uk/id/statistical-geography/E47000003
tle4,West Yorkshire (ITL2),TLE4,,62,,http://statistics.data.gov.uk/id/statistical-geography/TLE4
e47000009,West of England,E47000009,,63,,http://statistics.data.gov.uk/id/statistical-geography/E47000009
tle,Yorkshire and The Humber,TLE,,64,,http://statistics.data.gov.uk/id/statistical-geography/TLE
