AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Value,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
k02000001,United Kingdom,Country,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2015,1083975.0,Pounds,£ million,,,,1,
k02000001,United Kingdom,Country,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2021,1769316.0,Pounds,£ million,,,,1,
k02000001,United Kingdom,Country,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2020,1753307.0,Pounds,£ million,,,,1,
k02000001,United Kingdom,Country,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2019,1651752.0,Pounds,£ million,,,,1,
k02000001,United Kingdom,Country,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2018,1453071.0,Pounds,£ million,,,,1,
k02000001,United Kingdom,Country,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2017,1369138.0,Pounds,£ million,,,,1,
k02000001,United Kingdom,Country,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2016,1274595.0,Pounds,£ million,,,,1,
k99000001,UK not allocated,ITL Level 1,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2020,3022.0,Pounds,£ million,,,,1,
k99000001,UK not allocated,ITL Level 1,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2021,2597.0,Pounds,£ million,,,,1,
k99000001,UK not allocated,ITL Level 1,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2019,46752.0,Pounds,£ million,,,,1,
k99000001,UK not allocated,ITL Level 1,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2016,27718.0,Pounds,£ million,,,,1,
k99000001,UK not allocated,ITL Level 1,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2017,24720.0,Pounds,£ million,,,,1,
k99000001,UK not allocated,ITL Level 1,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2015,16075.0,Pounds,£ million,,,,1,
k99000001,UK not allocated,ITL Level 1,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2018,34911.0,Pounds,£ million,,,,1,
tlc,North East,ITL Level 1,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2015,18069.0,Pounds,£ million,,,,1,
tlc,North East,ITL Level 1,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2016,19089.0,Pounds,£ million,,,,1,
tlc,North East,ITL Level 1,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2017,20185.0,Pounds,£ million,,,,1,
tlc,North East,ITL Level 1,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2018,21233.0,Pounds,£ million,,,,1,
tlc,North East,ITL Level 1,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2019,28638.0,Pounds,£ million,,,,1,
tlc,North East,ITL Level 1,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2020,26718.0,Pounds,£ million,,,,1,
tlc,North East,ITL Level 1,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2021,26878.0,Pounds,£ million,,,,1,
tlc1,Tees Valley and Durham,ITL Level 2,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2020,16448.0,Pounds,£ million,,,,1,
tlc1,Tees Valley and Durham,ITL Level 2,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2021,16413.0,Pounds,£ million,,,,1,
tlc1,Tees Valley and Durham,ITL Level 2,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2019,18321.0,Pounds,£ million,,,,1,
tlc1,Tees Valley and Durham,ITL Level 2,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2016,10916.0,Pounds,£ million,,,,1,
tlc1,Tees Valley and Durham,ITL Level 2,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2017,9247.0,Pounds,£ million,,,,1,
tlc1,Tees Valley and Durham,ITL Level 2,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2015,9515.0,Pounds,£ million,,,,1,
tlc1,Tees Valley and Durham,ITL Level 2,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2018,10161.0,Pounds,£ million,,,,1,
e47000006,Tees Valley,Combined Authority or City Region,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2015,4352.0,Pounds,£ million,,,,1,
e47000006,Tees Valley,Combined Authority or City Region,Outward foreign direct investment (FDI),Outward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2016,5442.0,Pounds,£ million,,,,1,
