Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
s12000033,Aberdeen City,S12000033,,0,,http://statistics.data.gov.uk/id/statistical-geography/S12000033
s12000034,Aberdeenshire,S12000034,,1,,http://statistics.data.gov.uk/id/statistical-geography/S12000034
w11000028,Aneurin Bevan University Health Board,W11000028,,2,,http://statistics.data.gov.uk/id/statistical-geography/W11000028
s12000041,Angus,S12000041,,3,,http://statistics.data.gov.uk/id/statistical-geography/S12000041
n09000001,Antrim and Newtownabbey,N09000001,,4,,http://statistics.data.gov.uk/id/statistical-geography/N09000001
n09000011,Ards and North Down,N09000011,,5,,http://statistics.data.gov.uk/id/statistical-geography/N09000011
s12000035,Argyll and Bute,S12000035,,6,,http://statistics.data.gov.uk/id/statistical-geography/S12000035
n09000002,"Armagh City, Banbridge and Craigavon",N09000002,,7,,http://statistics.data.gov.uk/id/statistical-geography/N09000002
e09000002,Barking and Dagenham,E09000002,,8,,http://statistics.data.gov.uk/id/statistical-geography/E09000002
e09000003,Barnet,E09000003,,9,,http://statistics.data.gov.uk/id/statistical-geography/E09000003
e08000016,Barnsley,E08000016,,10,,http://statistics.data.gov.uk/id/statistical-geography/E08000016
e06000022,Bath and North East Somerset,E06000022,,11,,http://statistics.data.gov.uk/id/statistical-geography/E06000022
e06000055,Bedford,E06000055,,12,,http://statistics.data.gov.uk/id/statistical-geography/E06000055
n09000003,Belfast,N09000003,,13,,http://statistics.data.gov.uk/id/statistical-geography/N09000003
w11000023,Betsi Cadwaladr University Health Board,W11000023,,14,,http://statistics.data.gov.uk/id/statistical-geography/W11000023
e09000004,Bexley,E09000004,,15,,http://statistics.data.gov.uk/id/statistical-geography/E09000004
e08000025,Birmingham,E08000025,,16,,http://statistics.data.gov.uk/id/statistical-geography/E08000025
e06000008,Blackburn with Darwen,E06000008,,17,,http://statistics.data.gov.uk/id/statistical-geography/E06000008
e06000009,Blackpool,E06000009,,18,,http://statistics.data.gov.uk/id/statistical-geography/E06000009
w06000019,Blaenau Gwent,W06000019,,19,,http://statistics.data.gov.uk/id/statistical-geography/W06000019
e08000001,Bolton,E08000001,,20,,http://statistics.data.gov.uk/id/statistical-geography/E08000001
e06000058,"Bournemouth, Christchurch and Poole",E06000058,,21,,http://statistics.data.gov.uk/id/statistical-geography/E06000058
e06000036,Bracknell Forest,E06000036,,22,,http://statistics.data.gov.uk/id/statistical-geography/E06000036
e08000032,Bradford,E08000032,,23,,http://statistics.data.gov.uk/id/statistical-geography/E08000032
e09000005,Brent,E09000005,,24,,http://statistics.data.gov.uk/id/statistical-geography/E09000005
w06000013,Bridgend,W06000013,,25,,http://statistics.data.gov.uk/id/statistical-geography/W06000013
e06000043,Brighton and Hove,E06000043,,26,,http://statistics.data.gov.uk/id/statistical-geography/E06000043
e06000023,"Bristol, City of",E06000023,,27,,http://statistics.data.gov.uk/id/statistical-geography/E06000023
e09000006,Bromley,E09000006,,28,,http://statistics.data.gov.uk/id/statistical-geography/E09000006
e06000060,Buckinghamshire,E06000060,,29,,http://statistics.data.gov.uk/id/statistical-geography/E06000060
e08000002,Bury,E08000002,,30,,http://statistics.data.gov.uk/id/statistical-geography/E08000002
w06000018,Caerphilly,W06000018,,31,,http://statistics.data.gov.uk/id/statistical-geography/W06000018
e08000033,Calderdale,E08000033,,32,,http://statistics.data.gov.uk/id/statistical-geography/E08000033
e10000003,Cambridgeshire,E10000003,,33,,http://statistics.data.gov.uk/id/statistical-geography/E10000003
e47000008,Cambridgeshire and Peterborough,E47000008,,34,,http://statistics.data.gov.uk/id/statistical-geography/E47000008
e09000007,Camden,E09000007,,35,,http://statistics.data.gov.uk/id/statistical-geography/E09000007
w06000015,Cardiff,W06000015,,36,,http://statistics.data.gov.uk/id/statistical-geography/W06000015
w11000029,Cardiff and Vale University Health Board,W11000029,,37,,http://statistics.data.gov.uk/id/statistical-geography/W11000029
w06000010,Carmarthenshire,W06000010,,38,,http://statistics.data.gov.uk/id/statistical-geography/W06000010
n09000004,Causeway Coast and Glens,N09000004,,39,,http://statistics.data.gov.uk/id/statistical-geography/N09000004
e06000056,Central Bedfordshire,E06000056,,40,,http://statistics.data.gov.uk/id/statistical-geography/E06000056
w06000008,Ceredigion,W06000008,,41,,http://statistics.data.gov.uk/id/statistical-geography/W06000008
e06000049,Cheshire East,E06000049,,42,,http://statistics.data.gov.uk/id/statistical-geography/E06000049
e06000050,Cheshire West and Chester,E06000050,,43,,http://statistics.data.gov.uk/id/statistical-geography/E06000050
s12000036,City of Edinburgh,S12000036,,44,,http://statistics.data.gov.uk/id/statistical-geography/S12000036
e09000001,City of London,E09000001,,45,,http://statistics.data.gov.uk/id/statistical-geography/E09000001
s12000005,Clackmannanshire,S12000005,,46,,http://statistics.data.gov.uk/id/statistical-geography/S12000005
w06000003,Conwy,W06000003,,47,,http://statistics.data.gov.uk/id/statistical-geography/W06000003
e06000052,Cornwall,E06000052,,48,,http://statistics.data.gov.uk/id/statistical-geography/E06000052
e06000047,County Durham,E06000047,,49,,http://statistics.data.gov.uk/id/statistical-geography/E06000047
e08000026,Coventry,E08000026,,50,,http://statistics.data.gov.uk/id/statistical-geography/E08000026
e09000008,Croydon,E09000008,,51,,http://statistics.data.gov.uk/id/statistical-geography/E09000008
e10000006,Cumbria,E10000006,,52,,http://statistics.data.gov.uk/id/statistical-geography/E10000006
w11000030,Cwm Taf Morgannwg University Health Board,W11000030,,53,,http://statistics.data.gov.uk/id/statistical-geography/W11000030
e06000005,Darlington,E06000005,,54,,http://statistics.data.gov.uk/id/statistical-geography/E06000005
w06000004,Denbighshire,W06000004,,55,,http://statistics.data.gov.uk/id/statistical-geography/W06000004
e06000015,Derby,E06000015,,56,,http://statistics.data.gov.uk/id/statistical-geography/E06000015
e10000007,Derbyshire,E10000007,,57,,http://statistics.data.gov.uk/id/statistical-geography/E10000007
n09000005,Derry City and Strabane,N09000005,,58,,http://statistics.data.gov.uk/id/statistical-geography/N09000005
e10000008,Devon,E10000008,,59,,http://statistics.data.gov.uk/id/statistical-geography/E10000008
e08000017,Doncaster,E08000017,,60,,http://statistics.data.gov.uk/id/statistical-geography/E08000017
e06000059,Dorset,E06000059,,61,,http://statistics.data.gov.uk/id/statistical-geography/E06000059
e08000027,Dudley,E08000027,,62,,http://statistics.data.gov.uk/id/statistical-geography/E08000027
s12000006,Dumfries and Galloway,S12000006,,63,,http://statistics.data.gov.uk/id/statistical-geography/S12000006
s12000042,Dundee City,S12000042,,64,,http://statistics.data.gov.uk/id/statistical-geography/S12000042
e09000009,Ealing,E09000009,,65,,http://statistics.data.gov.uk/id/statistical-geography/E09000009
