AREACD,AREANM,Geography,Variable Name,Indicator,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
e92000001,england,nation,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,9.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e12000001,north-east,region,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,6.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e06000047,county-durham,county-or-unitary-authority,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,5.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e06000005,darlington,county-or-unitary-authority,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,7.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e06000001,hartlepool,county-or-unitary-authority,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,13.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e06000002,middlesbrough,county-or-unitary-authority,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,8.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e06000057,northumberland,county-or-unitary-authority,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,9.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e06000003,redcar-and-cleveland,county-or-unitary-authority,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,7.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e06000004,stockton-on-tees,county-or-unitary-authority,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,7.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e11000007,tyne-and-wear-met-county,county-or-unitary-authority,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,5.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e08000037,gateshead,local-authority-district,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,4.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e08000021,newcastle-upon-tyne,local-authority-district,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,5.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e08000022,north-tyneside,local-authority-district,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,4.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e08000023,south-tyneside,local-authority-district,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,3.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e08000024,sunderland,local-authority-district,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,7.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e12000002,north-west,region,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,8.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e06000008,blackburn-with-darwen,county-or-unitary-authority,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,9.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e06000009,blackpool,county-or-unitary-authority,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,2.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e06000049,cheshire-east,county-or-unitary-authority,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,11.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
e06000050,cheshire-west-and-chester,county-or-unitary-authority,Net additions to the housing stock (England),"Net additions to the housing stock (rate per 1,000 stock)",2023-2024,8.0,"Net additional dwellings per 1,000 stock","Net additional dwellings per 1,000 stock",,,,1,
