Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
s12000005,S12000005,s12000005,,0,,http://statistics.data.gov.uk/id/statistical-geography/S12000005
s12000006,S12000006,s12000006,,1,,http://statistics.data.gov.uk/id/statistical-geography/S12000006
s12000008,S12000008,s12000008,,2,,http://statistics.data.gov.uk/id/statistical-geography/S12000008
s12000010,S12000010,s12000010,,3,,http://statistics.data.gov.uk/id/statistical-geography/S12000010
s12000011,S12000011,s12000011,,4,,http://statistics.data.gov.uk/id/statistical-geography/S12000011
s12000013,S12000013,s12000013,,5,,http://statistics.data.gov.uk/id/statistical-geography/S12000013
s12000014,S12000014,s12000014,,6,,http://statistics.data.gov.uk/id/statistical-geography/S12000014
s12000015,S12000015,s12000015,,7,,http://statistics.data.gov.uk/id/statistical-geography/S12000015
s12000017,S12000017,s12000017,,8,,http://statistics.data.gov.uk/id/statistical-geography/S12000017
s12000018,S12000018,s12000018,,9,,http://statistics.data.gov.uk/id/statistical-geography/S12000018
s12000019,S12000019,s12000019,,10,,http://statistics.data.gov.uk/id/statistical-geography/S12000019
s12000020,S12000020,s12000020,,11,,http://statistics.data.gov.uk/id/statistical-geography/S12000020
s12000021,S12000021,s12000021,,12,,http://statistics.data.gov.uk/id/statistical-geography/S12000021
s12000023,S12000023,s12000023,,13,,http://statistics.data.gov.uk/id/statistical-geography/S12000023
s12000024,S12000024,s12000024,,14,,http://statistics.data.gov.uk/id/statistical-geography/S12000024
s12000026,S12000026,s12000026,,15,,http://statistics.data.gov.uk/id/statistical-geography/S12000026
s12000027,S12000027,s12000027,,16,,http://statistics.data.gov.uk/id/statistical-geography/S12000027
s12000028,S12000028,s12000028,,17,,http://statistics.data.gov.uk/id/statistical-geography/S12000028
s12000029,S12000029,s12000029,,18,,http://statistics.data.gov.uk/id/statistical-geography/S12000029
s12000030,S12000030,s12000030,,19,,http://statistics.data.gov.uk/id/statistical-geography/S12000030
s12000033,S12000033,s12000033,,20,,http://statistics.data.gov.uk/id/statistical-geography/S12000033
s12000034,S12000034,s12000034,,21,,http://statistics.data.gov.uk/id/statistical-geography/S12000034
s12000035,S12000035,s12000035,,22,,http://statistics.data.gov.uk/id/statistical-geography/S12000035
s12000036,S12000036,s12000036,,23,,http://statistics.data.gov.uk/id/statistical-geography/S12000036
s12000038,S12000038,s12000038,,24,,http://statistics.data.gov.uk/id/statistical-geography/S12000038
s12000039,S12000039,s12000039,,25,,http://statistics.data.gov.uk/id/statistical-geography/S12000039
s12000040,S12000040,s12000040,,26,,http://statistics.data.gov.uk/id/statistical-geography/S12000040
s12000041,S12000041,s12000041,,27,,http://statistics.data.gov.uk/id/statistical-geography/S12000041
s12000042,S12000042,s12000042,,28,,http://statistics.data.gov.uk/id/statistical-geography/S12000042
s12000044,S12000044,s12000044,,29,,http://statistics.data.gov.uk/id/statistical-geography/S12000044
s12000045,S12000045,s12000045,,30,,http://statistics.data.gov.uk/id/statistical-geography/S12000045
s12000046,S12000046,s12000046,,31,,http://statistics.data.gov.uk/id/statistical-geography/S12000046
s12000047,S12000047,s12000047,,32,,http://statistics.data.gov.uk/id/statistical-geography/S12000047
s12000048,S12000048,s12000048,,33,,http://statistics.data.gov.uk/id/statistical-geography/S12000048
s12000049,S12000049,s12000049,,34,,http://statistics.data.gov.uk/id/statistical-geography/S12000049
s12000050,S12000050,s12000050,,35,,http://statistics.data.gov.uk/id/statistical-geography/S12000050
s92000003,S92000003,s92000003,,36,,http://statistics.data.gov.uk/id/statistical-geography/S92000003
