AREACD,AREANM,Geography,Indicator,Observation,Unit,Measure,Period,Lower_confidence_interval_95,Upper_confidence_interval_95,Observation_status
s12000041,angus,local-authority-district,apprenticeships-starts-scotland,593.9619003,"Rate per 100,000 population","Rate per 100,000 population",2022-2023,,,
s12000041,angus,local-authority-district,apprenticeships-starts-scotland,604.2203096,"Rate per 100,000 population","Rate per 100,000 population",2021-2022,,,
s12000041,angus,local-authority-district,apprenticeships-starts-scotland,441.6377745,"Rate per 100,000 population","Rate per 100,000 population",2020-2021,,,
s12000041,angus,local-authority-district,apprenticeships-starts-scotland,635.7220133,"Rate per 100,000 population","Rate per 100,000 population",2019-2020,,,
s12000041,angus,local-authority-district,apprenticeships-starts-scotland,610.6191947,"Rate per 100,000 population","Rate per 100,000 population",2018-2019,,,
s12000041,angus,local-authority-district,apprenticeships-starts-scotland,630.4403811,"Rate per 100,000 population","Rate per 100,000 population",2016-2017,,,
s12000041,angus,local-authority-district,apprenticeships-starts-scotland,661.2029163,"Rate per 100,000 population","Rate per 100,000 population",2015-2016,,,
s12000041,angus,local-authority-district,apprenticeships-starts-scotland,640.8143081,"Rate per 100,000 population","Rate per 100,000 population",2014-2015,,,
s12000041,angus,local-authority-district,apprenticeships-starts-scotland,691.9913397,"Rate per 100,000 population","Rate per 100,000 population",2013-2014,,,
s12000041,angus,local-authority-district,apprenticeships-starts-scotland,639.2279776,"Rate per 100,000 population","Rate per 100,000 population",2017-2018,,,
s12000035,argyll-and-bute,local-authority-district,apprenticeships-starts-scotland,381.5903257,"Rate per 100,000 population","Rate per 100,000 population",2020-2021,,,
s12000035,argyll-and-bute,local-authority-district,apprenticeships-starts-scotland,524.5395031,"Rate per 100,000 population","Rate per 100,000 population",2023-2024,,,
s12000035,argyll-and-bute,local-authority-district,apprenticeships-starts-scotland,394.4211768,"Rate per 100,000 population","Rate per 100,000 population",2022-2023,,,
s12000035,argyll-and-bute,local-authority-district,apprenticeships-starts-scotland,375.4455875,"Rate per 100,000 population","Rate per 100,000 population",2021-2022,,,
s12000035,argyll-and-bute,local-authority-district,apprenticeships-starts-scotland,530.3985527,"Rate per 100,000 population","Rate per 100,000 population",2019-2020,,,
s12000035,argyll-and-bute,local-authority-district,apprenticeships-starts-scotland,452.4579472,"Rate per 100,000 population","Rate per 100,000 population",2015-2016,,,
s12000035,argyll-and-bute,local-authority-district,apprenticeships-starts-scotland,556.7097098,"Rate per 100,000 population","Rate per 100,000 population",2017-2018,,,
s12000035,argyll-and-bute,local-authority-district,apprenticeships-starts-scotland,445.8753166,"Rate per 100,000 population","Rate per 100,000 population",2013-2014,,,
s12000035,argyll-and-bute,local-authority-district,apprenticeships-starts-scotland,400.9449882,"Rate per 100,000 population","Rate per 100,000 population",2014-2015,,,
s12000035,argyll-and-bute,local-authority-district,apprenticeships-starts-scotland,540.7176798,"Rate per 100,000 population","Rate per 100,000 population",2018-2019,,,
s12000035,argyll-and-bute,local-authority-district,apprenticeships-starts-scotland,456.0710226,"Rate per 100,000 population","Rate per 100,000 population",2016-2017,,,
s12000036,city-of-edinburgh,local-authority-district,apprenticeships-starts-scotland,336.4280544,"Rate per 100,000 population","Rate per 100,000 population",2023-2024,,,
s12000036,city-of-edinburgh,local-authority-district,apprenticeships-starts-scotland,362.3415035,"Rate per 100,000 population","Rate per 100,000 population",2022-2023,,,
s12000036,city-of-edinburgh,local-authority-district,apprenticeships-starts-scotland,354.2993986,"Rate per 100,000 population","Rate per 100,000 population",2021-2022,,,
s12000036,city-of-edinburgh,local-authority-district,apprenticeships-starts-scotland,378.5916302,"Rate per 100,000 population","Rate per 100,000 population",2019-2020,,,
s12000036,city-of-edinburgh,local-authority-district,apprenticeships-starts-scotland,265.7925837,"Rate per 100,000 population","Rate per 100,000 population",2020-2021,,,
s12000036,city-of-edinburgh,local-authority-district,apprenticeships-starts-scotland,389.0127174,"Rate per 100,000 population","Rate per 100,000 population",2016-2017,,,
s12000036,city-of-edinburgh,local-authority-district,apprenticeships-starts-scotland,380.4098396,"Rate per 100,000 population","Rate per 100,000 population",2015-2016,,,
s12000036,city-of-edinburgh,local-authority-district,apprenticeships-starts-scotland,358.2717641,"Rate per 100,000 population","Rate per 100,000 population",2014-2015,,,
s12000036,city-of-edinburgh,local-authority-district,apprenticeships-starts-scotland,354.7043727,"Rate per 100,000 population","Rate per 100,000 population",2013-2014,,,
s12000036,city-of-edinburgh,local-authority-district,apprenticeships-starts-scotland,380.0918287,"Rate per 100,000 population","Rate per 100,000 population",2017-2018,,,
s12000036,city-of-edinburgh,local-authority-district,apprenticeships-starts-scotland,412.046391,"Rate per 100,000 population","Rate per 100,000 population",2018-2019,,,
s12000005,clackmannanshire,local-authority-district,apprenticeships-starts-scotland,725.4542893,"Rate per 100,000 population","Rate per 100,000 population",2019-2020,,,
s12000005,clackmannanshire,local-authority-district,apprenticeships-starts-scotland,623.4910813,"Rate per 100,000 population","Rate per 100,000 population",2023-2024,,,
s12000005,clackmannanshire,local-authority-district,apprenticeships-starts-scotland,698.4975271,"Rate per 100,000 population","Rate per 100,000 population",2022-2023,,,
s12000005,clackmannanshire,local-authority-district,apprenticeships-starts-scotland,557.8604411,"Rate per 100,000 population","Rate per 100,000 population",2021-2022,,,
s12000005,clackmannanshire,local-authority-district,apprenticeships-starts-scotland,535.4657609,"Rate per 100,000 population","Rate per 100,000 population",2020-2021,,,
s12000005,clackmannanshire,local-authority-district,apprenticeships-starts-scotland,770.8628006,"Rate per 100,000 population","Rate per 100,000 population",2018-2019,,,
s12000005,clackmannanshire,local-authority-district,apprenticeships-starts-scotland,817.4644427,"Rate per 100,000 population","Rate per 100,000 population",2016-2017,,,
s12000005,clackmannanshire,local-authority-district,apprenticeships-starts-scotland,682.7147953,"Rate per 100,000 population","Rate per 100,000 population",2015-2016,,,
s12000005,clackmannanshire,local-authority-district,apprenticeships-starts-scotland,705.4129159,"Rate per 100,000 population","Rate per 100,000 population",2014-2015,,,
s12000005,clackmannanshire,local-authority-district,apprenticeships-starts-scotland,681.7102138,"Rate per 100,000 population","Rate per 100,000 population",2013-2014,,,
s12000005,clackmannanshire,local-authority-district,apprenticeships-starts-scotland,751.8265378,"Rate per 100,000 population","Rate per 100,000 population",2017-2018,,,
s12000006,dumfries-and-galloway,local-authority-district,apprenticeships-starts-scotland,565.4922642,"Rate per 100,000 population","Rate per 100,000 population",2023-2024,,,
s12000006,dumfries-and-galloway,local-authority-district,apprenticeships-starts-scotland,487.6576548,"Rate per 100,000 population","Rate per 100,000 population",2022-2023,,,
s12000006,dumfries-and-galloway,local-authority-district,apprenticeships-starts-scotland,563.1095721,"Rate per 100,000 population","Rate per 100,000 population",2021-2022,,,
s12000006,dumfries-and-galloway,local-authority-district,apprenticeships-starts-scotland,449.5368892,"Rate per 100,000 population","Rate per 100,000 population",2020-2021,,,
s12000006,dumfries-and-galloway,local-authority-district,apprenticeships-starts-scotland,499.932334,"Rate per 100,000 population","Rate per 100,000 population",2019-2020,,,
s12000006,dumfries-and-galloway,local-authority-district,apprenticeships-starts-scotland,520.8748784,"Rate per 100,000 population","Rate per 100,000 population",2018-2019,,,
s12000006,dumfries-and-galloway,local-authority-district,apprenticeships-starts-scotland,598.0652233,"Rate per 100,000 population","Rate per 100,000 population",2016-2017,,,
s12000006,dumfries-and-galloway,local-authority-district,apprenticeships-starts-scotland,607.1717701,"Rate per 100,000 population","Rate per 100,000 population",2015-2016,,,
s12000006,dumfries-and-galloway,local-authority-district,apprenticeships-starts-scotland,597.4625693,"Rate per 100,000 population","Rate per 100,000 population",2014-2015,,,
s12000006,dumfries-and-galloway,local-authority-district,apprenticeships-starts-scotland,561.0443201,"Rate per 100,000 population","Rate per 100,000 population",2013-2014,,,
s12000006,dumfries-and-galloway,local-authority-district,apprenticeships-starts-scotland,700.8026218,"Rate per 100,000 population","Rate per 100,000 population",2017-2018,,,
s12000042,dundee-city,local-authority-district,apprenticeships-starts-scotland,355.5925742,"Rate per 100,000 population","Rate per 100,000 population",2020-2021,,,
s12000042,dundee-city,local-authority-district,apprenticeships-starts-scotland,553.1544317,"Rate per 100,000 population","Rate per 100,000 population",2023-2024,,,
s12000042,dundee-city,local-authority-district,apprenticeships-starts-scotland,542.6719133,"Rate per 100,000 population","Rate per 100,000 population",2022-2023,,,
s12000042,dundee-city,local-authority-district,apprenticeships-starts-scotland,498.3227971,"Rate per 100,000 population","Rate per 100,000 population",2021-2022,,,
s12000042,dundee-city,local-authority-district,apprenticeships-starts-scotland,538.8103068,"Rate per 100,000 population","Rate per 100,000 population",2019-2020,,,
s12000042,dundee-city,local-authority-district,apprenticeships-starts-scotland,577.1147478,"Rate per 100,000 population","Rate per 100,000 population",2015-2016,,,
s12000042,dundee-city,local-authority-district,apprenticeships-starts-scotland,581.339406,"Rate per 100,000 population","Rate per 100,000 population",2017-2018,,,
s12000042,dundee-city,local-authority-district,apprenticeships-starts-scotland,574.1996188,"Rate per 100,000 population","Rate per 100,000 population",2013-2014,,,
s12000042,dundee-city,local-authority-district,apprenticeships-starts-scotland,581.1243108,"Rate per 100,000 population","Rate per 100,000 population",2014-2015,,,
s12000042,dundee-city,local-authority-district,apprenticeships-starts-scotland,513.0918595,"Rate per 100,000 population","Rate per 100,000 population",2018-2019,,,
s12000042,dundee-city,local-authority-district,apprenticeships-starts-scotland,570.6432194,"Rate per 100,000 population","Rate per 100,000 population",2016-2017,,,
s12000008,east-ayrshire,local-authority-district,apprenticeships-starts-scotland,673.9238001,"Rate per 100,000 population","Rate per 100,000 population",2013-2014,,,
s12000008,east-ayrshire,local-authority-district,apprenticeships-starts-scotland,609.1461059,"Rate per 100,000 population","Rate per 100,000 population",2014-2015,,,
s12000008,east-ayrshire,local-authority-district,apprenticeships-starts-scotland,720.7367972,"Rate per 100,000 population","Rate per 100,000 population",2015-2016,,,
s12000008,east-ayrshire,local-authority-district,apprenticeships-starts-scotland,781.6447232,"Rate per 100,000 population","Rate per 100,000 population",2016-2017,,,
s12000008,east-ayrshire,local-authority-district,apprenticeships-starts-scotland,619.1950464,"Rate per 100,000 population","Rate per 100,000 population",2017-2018,,,
s12000008,east-ayrshire,local-authority-district,apprenticeships-starts-scotland,714.8459606,"Rate per 100,000 population","Rate per 100,000 population",2018-2019,,,
s12000008,east-ayrshire,local-authority-district,apprenticeships-starts-scotland,700.2981467,"Rate per 100,000 population","Rate per 100,000 population",2019-2020,,,
s12000008,east-ayrshire,local-authority-district,apprenticeships-starts-scotland,470.5602049,"Rate per 100,000 population","Rate per 100,000 population",2020-2021,,,
s12000008,east-ayrshire,local-authority-district,apprenticeships-starts-scotland,696.4476232,"Rate per 100,000 population","Rate per 100,000 population",2021-2022,,,
s12000008,east-ayrshire,local-authority-district,apprenticeships-starts-scotland,771.5256648,"Rate per 100,000 population","Rate per 100,000 population",2022-2023,,,
s12000008,east-ayrshire,local-authority-district,apprenticeships-starts-scotland,741.8895958,"Rate per 100,000 population","Rate per 100,000 population",2023-2024,,,
s12000045,east-dunbartonshire,local-authority-district,apprenticeships-starts-scotland,466.5890883,"Rate per 100,000 population","Rate per 100,000 population",2023-2024,,,
s12000045,east-dunbartonshire,local-authority-district,apprenticeships-starts-scotland,484.4917871,"Rate per 100,000 population","Rate per 100,000 population",2022-2023,,,
s12000045,east-dunbartonshire,local-authority-district,apprenticeships-starts-scotland,455.3999015,"Rate per 100,000 population","Rate per 100,000 population",2021-2022,,,
s12000045,east-dunbartonshire,local-authority-district,apprenticeships-starts-scotland,535.6222406,"Rate per 100,000 population","Rate per 100,000 population",2019-2020,,,
s12000045,east-dunbartonshire,local-authority-district,apprenticeships-starts-scotland,343.977591,"Rate per 100,000 population","Rate per 100,000 population",2020-2021,,,
s12000045,east-dunbartonshire,local-authority-district,apprenticeships-starts-scotland,428.7028932,"Rate per 100,000 population","Rate per 100,000 population",2018-2019,,,
s12000045,east-dunbartonshire,local-authority-district,apprenticeships-starts-scotland,457.5679026,"Rate per 100,000 population","Rate per 100,000 population",2016-2017,,,
s12000045,east-dunbartonshire,local-authority-district,apprenticeships-starts-scotland,417.3452769,"Rate per 100,000 population","Rate per 100,000 population",2015-2016,,,
s12000045,east-dunbartonshire,local-authority-district,apprenticeships-starts-scotland,450.6034463,"Rate per 100,000 population","Rate per 100,000 population",2014-2015,,,
s12000045,east-dunbartonshire,local-authority-district,apprenticeships-starts-scotland,451.3563544,"Rate per 100,000 population","Rate per 100,000 population",2013-2014,,,
s12000045,east-dunbartonshire,local-authority-district,apprenticeships-starts-scotland,497.3672097,"Rate per 100,000 population","Rate per 100,000 population",2017-2018,,,
s12000010,east-lothian,local-authority-district,apprenticeships-starts-scotland,630.5844604,"Rate per 100,000 population","Rate per 100,000 population",2023-2024,,,
s12000010,east-lothian,local-authority-district,apprenticeships-starts-scotland,601.6176831,"Rate per 100,000 population","Rate per 100,000 population",2022-2023,,,
s12000010,east-lothian,local-authority-district,apprenticeships-starts-scotland,614.986965,"Rate per 100,000 population","Rate per 100,000 population",2021-2022,,,
s12000010,east-lothian,local-authority-district,apprenticeships-starts-scotland,416.104491,"Rate per 100,000 population","Rate per 100,000 population",2020-2021,,,
s12000010,east-lothian,local-authority-district,apprenticeships-starts-scotland,630.506923,"Rate per 100,000 population","Rate per 100,000 population",2019-2020,,,
s12000010,east-lothian,local-authority-district,apprenticeships-starts-scotland,641.1078343,"Rate per 100,000 population","Rate per 100,000 population",2017-2018,,,
s12000010,east-lothian,local-authority-district,apprenticeships-starts-scotland,574.6113442,"Rate per 100,000 population","Rate per 100,000 population",2016-2017,,,
s12000010,east-lothian,local-authority-district,apprenticeships-starts-scotland,597.8486955,"Rate per 100,000 population","Rate per 100,000 population",2015-2016,,,
s12000010,east-lothian,local-authority-district,apprenticeships-starts-scotland,569.1437628,"Rate per 100,000 population","Rate per 100,000 population",2014-2015,,,
s12000010,east-lothian,local-authority-district,apprenticeships-starts-scotland,504.4700645,"Rate per 100,000 population","Rate per 100,000 population",2013-2014,,,
s12000010,east-lothian,local-authority-district,apprenticeships-starts-scotland,674.4562702,"Rate per 100,000 population","Rate per 100,000 population",2018-2019,,,
s12000011,east-renfrewshire,local-authority-district,apprenticeships-starts-scotland,365.5094369,"Rate per 100,000 population","Rate per 100,000 population",2023-2024,,,
s12000011,east-renfrewshire,local-authority-district,apprenticeships-starts-scotland,391.5243434,"Rate per 100,000 population","Rate per 100,000 population",2022-2023,,,
s12000011,east-renfrewshire,local-authority-district,apprenticeships-starts-scotland,345.998257,"Rate per 100,000 population","Rate per 100,000 population",2021-2022,,,
s12000011,east-renfrewshire,local-authority-district,apprenticeships-starts-scotland,285.2880362,"Rate per 100,000 population","Rate per 100,000 population",2020-2021,,,
s12000011,east-renfrewshire,local-authority-district,apprenticeships-starts-scotland,409.1836063,"Rate per 100,000 population","Rate per 100,000 population",2019-2020,,,
s12000011,east-renfrewshire,local-authority-district,apprenticeships-starts-scotland,433.7622614,"Rate per 100,000 population","Rate per 100,000 population",2018-2019,,,
s12000011,east-renfrewshire,local-authority-district,apprenticeships-starts-scotland,377.9209028,"Rate per 100,000 population","Rate per 100,000 population",2016-2017,,,
s12000011,east-renfrewshire,local-authority-district,apprenticeships-starts-scotland,392.9773736,"Rate per 100,000 population","Rate per 100,000 population",2015-2016,,,
s12000011,east-renfrewshire,local-authority-district,apprenticeships-starts-scotland,408.3337825,"Rate per 100,000 population","Rate per 100,000 population",2014-2015,,,
s12000011,east-renfrewshire,local-authority-district,apprenticeships-starts-scotland,368.6322519,"Rate per 100,000 population","Rate per 100,000 population",2013-2014,,,
s12000011,east-renfrewshire,local-authority-district,apprenticeships-starts-scotland,408.0231345,"Rate per 100,000 population","Rate per 100,000 population",2017-2018,,,
s12000014,falkirk,local-authority-district,apprenticeships-starts-scotland,667.7382526,"Rate per 100,000 population","Rate per 100,000 population",2023-2024,,,
s12000014,falkirk,local-authority-district,apprenticeships-starts-scotland,699.2849417,"Rate per 100,000 population","Rate per 100,000 population",2022-2023,,,
s12000014,falkirk,local-authority-district,apprenticeships-starts-scotland,680.5071506,"Rate per 100,000 population","Rate per 100,000 population",2021-2022,,,
s12000014,falkirk,local-authority-district,apprenticeships-starts-scotland,462.0347619,"Rate per 100,000 population","Rate per 100,000 population",2020-2021,,,
s12000014,falkirk,local-authority-district,apprenticeships-starts-scotland,735.7505109,"Rate per 100,000 population","Rate per 100,000 population",2018-2019,,,
s12000014,falkirk,local-authority-district,apprenticeships-starts-scotland,804.3501182,"Rate per 100,000 population","Rate per 100,000 population",2019-2020,,,
s12000014,falkirk,local-authority-district,apprenticeships-starts-scotland,666.3054014,"Rate per 100,000 population","Rate per 100,000 population",2016-2017,,,
s12000014,falkirk,local-authority-district,apprenticeships-starts-scotland,705.3833505,"Rate per 100,000 population","Rate per 100,000 population",2015-2016,,,
s12000014,falkirk,local-authority-district,apprenticeships-starts-scotland,694.734239,"Rate per 100,000 population","Rate per 100,000 population",2014-2015,,,
s12000014,falkirk,local-authority-district,apprenticeships-starts-scotland,708.5703642,"Rate per 100,000 population","Rate per 100,000 population",2013-2014,,,
s12000014,falkirk,local-authority-district,apprenticeships-starts-scotland,752.6498282,"Rate per 100,000 population","Rate per 100,000 population",2017-2018,,,
s12000015,fife,local-authority-district,apprenticeships-starts-scotland,636.5744564,"Rate per 100,000 population","Rate per 100,000 population",2013-2014,,,
s12000015,fife,local-authority-district,apprenticeships-starts-scotland,517.1845109,"Rate per 100,000 population","Rate per 100,000 population",2014-2015,,,
s12000015,fife,local-authority-district,apprenticeships-starts-scotland,570.3966131,"Rate per 100,000 population","Rate per 100,000 population",2015-2016,,,
s12000015,fife,local-authority-district,apprenticeships-starts-scotland,567.3981396,"Rate per 100,000 population","Rate per 100,000 population",2016-2017,,,
s12000015,fife,local-authority-district,apprenticeships-starts-scotland,616.4577614,"Rate per 100,000 population","Rate per 100,000 population",2017-2018,,,
s12000047,fife,local-authority-district,apprenticeships-starts-scotland,562.6105128,"Rate per 100,000 population","Rate per 100,000 population",2022-2023,,,
s12000047,fife,local-authority-district,apprenticeships-starts-scotland,589.9373091,"Rate per 100,000 population","Rate per 100,000 population",2023-2024,,,
s12000047,fife,local-authority-district,apprenticeships-starts-scotland,564.5394631,"Rate per 100,000 population","Rate per 100,000 population",2021-2022,,,
s12000047,fife,local-authority-district,apprenticeships-starts-scotland,591.9912047,"Rate per 100,000 population","Rate per 100,000 population",2018-2019,,,
s12000047,fife,local-authority-district,apprenticeships-starts-scotland,580.5862821,"Rate per 100,000 population","Rate per 100,000 population",2019-2020,,,
s12000047,fife,local-authority-district,apprenticeships-starts-scotland,388.7372652,"Rate per 100,000 population","Rate per 100,000 population",2020-2021,,,
s12000046,glasgow-city,local-authority-district,apprenticeships-starts-scotland,550.3196533,"Rate per 100,000 population","Rate per 100,000 population",2013-2014,,,
s12000046,glasgow-city,local-authority-district,apprenticeships-starts-scotland,545.8005174,"Rate per 100,000 population","Rate per 100,000 population",2014-2015,,,
s12000046,glasgow-city,local-authority-district,apprenticeships-starts-scotland,532.6174117,"Rate per 100,000 population","Rate per 100,000 population",2015-2016,,,
s12000046,glasgow-city,local-authority-district,apprenticeships-starts-scotland,555.7674178,"Rate per 100,000 population","Rate per 100,000 population",2016-2017,,,
s12000046,glasgow-city,local-authority-district,apprenticeships-starts-scotland,577.3324672,"Rate per 100,000 population","Rate per 100,000 population",2017-2018,,,
s12000046,glasgow-city,local-authority-district,apprenticeships-starts-scotland,538.1102889,"Rate per 100,000 population","Rate per 100,000 population",2018-2019,,,
s12000049,glasgow-city,local-authority-district,apprenticeships-starts-scotland,461.8411244,"Rate per 100,000 population","Rate per 100,000 population",2023-2024,,,
s12000049,glasgow-city,local-authority-district,apprenticeships-starts-scotland,479.2162153,"Rate per 100,000 population","Rate per 100,000 population",2022-2023,,,
s12000049,glasgow-city,local-authority-district,apprenticeships-starts-scotland,552.1603744,"Rate per 100,000 population","Rate per 100,000 population",2019-2020,,,
s12000049,glasgow-city,local-authority-district,apprenticeships-starts-scotland,347.9320281,"Rate per 100,000 population","Rate per 100,000 population",2020-2021,,,
s12000049,glasgow-city,local-authority-district,apprenticeships-starts-scotland,492.4810696,"Rate per 100,000 population","Rate per 100,000 population",2021-2022,,,
s12000017,highland,local-authority-district,apprenticeships-starts-scotland,565.1467452,"Rate per 100,000 population","Rate per 100,000 population",2020-2021,,,
s12000017,highland,local-authority-district,apprenticeships-starts-scotland,705.2468364,"Rate per 100,000 population","Rate per 100,000 population",2023-2024,,,
s12000017,highland,local-authority-district,apprenticeships-starts-scotland,680.7382584,"Rate per 100,000 population","Rate per 100,000 population",2022-2023,,,
s12000017,highland,local-authority-district,apprenticeships-starts-scotland,648.7270545,"Rate per 100,000 population","Rate per 100,000 population",2021-2022,,,
s12000017,highland,local-authority-district,apprenticeships-starts-scotland,765.7753793,"Rate per 100,000 population","Rate per 100,000 population",2019-2020,,,
s12000017,highland,local-authority-district,apprenticeships-starts-scotland,758.90013,"Rate per 100,000 population","Rate per 100,000 population",2018-2019,,,
s12000017,highland,local-authority-district,apprenticeships-starts-scotland,776.485623,"Rate per 100,000 population","Rate per 100,000 population",2017-2018,,,
s12000017,highland,local-authority-district,apprenticeships-starts-scotland,720.2332673,"Rate per 100,000 population","Rate per 100,000 population",2016-2017,,,
s12000017,highland,local-authority-district,apprenticeships-starts-scotland,680.3877334,"Rate per 100,000 population","Rate per 100,000 population",2015-2016,,,
s12000017,highland,local-authority-district,apprenticeships-starts-scotland,657.6697037,"Rate per 100,000 population","Rate per 100,000 population",2014-2015,,,
s12000017,highland,local-authority-district,apprenticeships-starts-scotland,601.8711019,"Rate per 100,000 population","Rate per 100,000 population",2013-2014,,,
s12000018,inverclyde,local-authority-district,apprenticeships-starts-scotland,551.9123142,"Rate per 100,000 population","Rate per 100,000 population",2023-2024,,,
s12000018,inverclyde,local-authority-district,apprenticeships-starts-scotland,567.415469,"Rate per 100,000 population","Rate per 100,000 population",2022-2023,,,
s12000018,inverclyde,local-authority-district,apprenticeships-starts-scotland,584.4689394,"Rate per 100,000 population","Rate per 100,000 population",2021-2022,,,
s12000018,inverclyde,local-authority-district,apprenticeships-starts-scotland,363.5126147,"Rate per 100,000 population","Rate per 100,000 population",2020-2021,,,
s12000018,inverclyde,local-authority-district,apprenticeships-starts-scotland,598.1870331,"Rate per 100,000 population","Rate per 100,000 population",2019-2020,,,
s12000018,inverclyde,local-authority-district,apprenticeships-starts-scotland,535.6979335,"Rate per 100,000 population","Rate per 100,000 population",2018-2019,,,
s12000018,inverclyde,local-authority-district,apprenticeships-starts-scotland,495.0120347,"Rate per 100,000 population","Rate per 100,000 population",2017-2018,,,
s12000018,inverclyde,local-authority-district,apprenticeships-starts-scotland,532.3560904,"Rate per 100,000 population","Rate per 100,000 population",2016-2017,,,
s12000018,inverclyde,local-authority-district,apprenticeships-starts-scotland,580.1545075,"Rate per 100,000 population","Rate per 100,000 population",2015-2016,,,
