Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
2019-10-01t00-00-00,2019-10-01T00:00:00,2019-10-01t00-00-00,,0,,http://reference.data.gov.uk/id/gregorian-instant/2019-10-01T00:00:00
2020-01-01t00-00-00,2020-01-01T00:00:00,2020-01-01t00-00-00,,1,,http://reference.data.gov.uk/id/gregorian-instant/2020-01-01T00:00:00
2020-04-01t00-00-00,2020-04-01T00:00:00,2020-04-01t00-00-00,,2,,http://reference.data.gov.uk/id/gregorian-instant/2020-04-01T00:00:00
2020-07-01t00-00-00,2020-07-01T00:00:00,2020-07-01t00-00-00,,3,,http://reference.data.gov.uk/id/gregorian-instant/2020-07-01T00:00:00
2020-10-01t00-00-00,2020-10-01T00:00:00,2020-10-01t00-00-00,,4,,http://reference.data.gov.uk/id/gregorian-instant/2020-10-01T00:00:00
2021-01-01t00-00-00,2021-01-01T00:00:00,2021-01-01t00-00-00,,5,,http://reference.data.gov.uk/id/gregorian-instant/2021-01-01T00:00:00
2021-04-01t00-00-00,2021-04-01T00:00:00,2021-04-01t00-00-00,,6,,http://reference.data.gov.uk/id/gregorian-instant/2021-04-01T00:00:00
2021-07-01t00-00-00,2021-07-01T00:00:00,2021-07-01t00-00-00,,7,,http://reference.data.gov.uk/id/gregorian-instant/2021-07-01T00:00:00
2021-10-01t00-00-00,2021-10-01T00:00:00,2021-10-01t00-00-00,,8,,http://reference.data.gov.uk/id/gregorian-instant/2021-10-01T00:00:00
2022-01-01t00-00-00,2022-01-01T00:00:00,2022-01-01t00-00-00,,9,,http://reference.data.gov.uk/id/gregorian-instant/2022-01-01T00:00:00
2022-04-01t00-00-00,2022-04-01T00:00:00,2022-04-01t00-00-00,,10,,http://reference.data.gov.uk/id/gregorian-instant/2022-04-01T00:00:00
2022-07-01t00-00-00,2022-07-01T00:00:00,2022-07-01t00-00-00,,11,,http://reference.data.gov.uk/id/gregorian-instant/2022-07-01T00:00:00
2022-10-01t00-00-00,2022-10-01T00:00:00,2022-10-01t00-00-00,,12,,http://reference.data.gov.uk/id/gregorian-instant/2022-10-01T00:00:00
2023-01-01t00-00-00,2023-01-01T00:00:00,2023-01-01t00-00-00,,13,,http://reference.data.gov.uk/id/gregorian-instant/2023-01-01T00:00:00
2023-04-01t00-00-00,2023-04-01T00:00:00,2023-04-01t00-00-00,,14,,http://reference.data.gov.uk/id/gregorian-instant/2023-04-01T00:00:00
2023-07-01t00-00-00,2023-07-01T00:00:00,2023-07-01t00-00-00,,15,,http://reference.data.gov.uk/id/gregorian-instant/2023-07-01T00:00:00
2023-10-01t00-00-00,2023-10-01T00:00:00,2023-10-01t00-00-00,,16,,http://reference.data.gov.uk/id/gregorian-instant/2023-10-01T00:00:00
2024-01-01t00-00-00,2024-01-01T00:00:00,2024-01-01t00-00-00,,17,,http://reference.data.gov.uk/id/gregorian-instant/2024-01-01T00:00:00
2024-04-01t00-00-00,2024-04-01T00:00:00,2024-04-01t00-00-00,,18,,http://reference.data.gov.uk/id/gregorian-instant/2024-04-01T00:00:00
2024-07-01t00-00-00,2024-07-01T00:00:00,2024-07-01t00-00-00,,19,,http://reference.data.gov.uk/id/gregorian-instant/2024-07-01T00:00:00
2024-10-01t00-00-00,2024-10-01T00:00:00,2024-10-01t00-00-00,,20,,http://reference.data.gov.uk/id/gregorian-instant/2024-10-01T00:00:00
2025-01-01t00-00-00,2025-01-01T00:00:00,2025-01-01t00-00-00,,21,,http://reference.data.gov.uk/id/gregorian-instant/2025-01-01T00:00:00
2025-04-01t00-00-00,2025-04-01T00:00:00,2025-04-01t00-00-00,,22,,http://reference.data.gov.uk/id/gregorian-instant/2025-04-01T00:00:00
