AREACD,AREANM,Geography,Variable Name,Indicator,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
k02000001,united-kingdom,country,Value of UK exports,Value of UK exports,2019,689023.0,Pounds,£ million,,,,1,
k02000001,united-kingdom,country,Value of UK exports,Value of UK exports,2020,609667.0,Pounds,£ million,,,,1,
k02000001,united-kingdom,country,Value of UK exports,Value of UK exports,2021,654014.0,Pounds,£ million,,,,1,
k02000001,united-kingdom,country,Value of UK exports,Value of UK exports,2022,848051.0,Pounds,£ million,,,,1,
e92000001,england,nation,Value of UK exports,Value of UK exports,2019,548072.0,Pounds,£ million,,,,1,
e92000001,england,nation,Value of UK exports,Value of UK exports,2020,490922.0,Pounds,£ million,,,,1,
e92000001,england,nation,Value of UK exports,Value of UK exports,2021,539232.0,Pounds,£ million,,,,1,
e92000001,england,nation,Value of UK exports,Value of UK exports,2022,656648.0,Pounds,£ million,,,,1,
tlc,north-east,itl-level-1,Value of UK exports,Value of UK exports,2021,18630.0,Pounds,£ million,,,,1,
tlc,north-east,itl-level-1,Value of UK exports,Value of UK exports,2022,19108.0,Pounds,£ million,,,,1,
tlc,north-east,itl-level-1,Value of UK exports,Value of UK exports,2019,20196.0,Pounds,£ million,,,,1,
tlc,north-east,itl-level-1,Value of UK exports,Value of UK exports,2020,17962.0,Pounds,£ million,,,,1,
tlc1,tees-valley-and-durham,itl-level-2,Value of UK exports,Value of UK exports,2019,9499.0,Pounds,£ million,,,,1,
tlc1,tees-valley-and-durham,itl-level-2,Value of UK exports,Value of UK exports,2022,,Pounds,£ million,,,x,1,
tlc1,tees-valley-and-durham,itl-level-2,Value of UK exports,Value of UK exports,2021,,Pounds,£ million,,,x,1,
tlc1,tees-valley-and-durham,itl-level-2,Value of UK exports,Value of UK exports,2020,9298.0,Pounds,£ million,,,,1,
e47000006,tees-valley,combined-authority-or-city-region,Value of UK exports,Value of UK exports,2021,,Pounds,£ million,,,x,1,
e47000006,tees-valley,combined-authority-or-city-region,Value of UK exports,Value of UK exports,2020,6340.0,Pounds,£ million,,,,1,
e47000006,tees-valley,combined-authority-or-city-region,Value of UK exports,Value of UK exports,2019,6117.0,Pounds,£ million,,,,1,
e47000006,tees-valley,combined-authority-or-city-region,Value of UK exports,Value of UK exports,2022,,Pounds,£ million,,,x,1,
tlc11,hartlepool-and-stockton-on-tees,itl-level-3,Value of UK exports,Value of UK exports,2022,3840.0,Pounds,£ million,,,,1,
tlc11,hartlepool-and-stockton-on-tees,itl-level-3,Value of UK exports,Value of UK exports,2021,4529.0,Pounds,£ million,,,,1,
tlc11,hartlepool-and-stockton-on-tees,itl-level-3,Value of UK exports,Value of UK exports,2020,5028.0,Pounds,£ million,,,,1,
tlc11,hartlepool-and-stockton-on-tees,itl-level-3,Value of UK exports,Value of UK exports,2019,4503.0,Pounds,£ million,,,,1,
tlc12,south-teesside,itl-level-3,Value of UK exports,Value of UK exports,2020,1092.0,Pounds,£ million,,,,1,
tlc12,south-teesside,itl-level-3,Value of UK exports,Value of UK exports,2021,,Pounds,£ million,,,x,1,
tlc12,south-teesside,itl-level-3,Value of UK exports,Value of UK exports,2022,,Pounds,£ million,,,x,1,
tlc12,south-teesside,itl-level-3,Value of UK exports,Value of UK exports,2019,1081.0,Pounds,£ million,,,,1,
tlc13,darlington,itl-level-3,Value of UK exports,Value of UK exports,2019,533.0,Pounds,£ million,,,,1,
tlc13,darlington,itl-level-3,Value of UK exports,Value of UK exports,2020,220.0,Pounds,£ million,,,,1,
tlc13,darlington,itl-level-3,Value of UK exports,Value of UK exports,2021,,Pounds,£ million,,,x,1,
tlc13,darlington,itl-level-3,Value of UK exports,Value of UK exports,2022,,Pounds,£ million,,,x,1,
tlc14,durham,itl-level-3,Value of UK exports,Value of UK exports,2020,2957.0,Pounds,£ million,,,,1,
tlc14,durham,itl-level-3,Value of UK exports,Value of UK exports,2021,3154.0,Pounds,£ million,,,,1,
tlc14,durham,itl-level-3,Value of UK exports,Value of UK exports,2019,3382.0,Pounds,£ million,,,,1,
tlc14,durham,itl-level-3,Value of UK exports,Value of UK exports,2022,3221.0,Pounds,£ million,,,,1,
tlc2,northumberland-and-tyne-and-wear,itl-level-2,Value of UK exports,Value of UK exports,2022,10046.0,Pounds,£ million,,,,1,
tlc2,northumberland-and-tyne-and-wear,itl-level-2,Value of UK exports,Value of UK exports,2021,,Pounds,£ million,,,x,1,
tlc2,northumberland-and-tyne-and-wear,itl-level-2,Value of UK exports,Value of UK exports,2020,8665.0,Pounds,£ million,,,,1,
tlc2,northumberland-and-tyne-and-wear,itl-level-2,Value of UK exports,Value of UK exports,2019,10696.0,Pounds,£ million,,,,1,
e47000011,north-of-tyne,combined-authority-or-city-region,Value of UK exports,Value of UK exports,2022,5356.0,Pounds,£ million,,,,1,Obsolete code since 2018 (replaced by E47000014 North East)
e47000011,north-of-tyne,combined-authority-or-city-region,Value of UK exports,Value of UK exports,2021,4689.0,Pounds,£ million,,,,1,Obsolete code since 2018 (replaced by E47000014 North East)
e47000011,north-of-tyne,combined-authority-or-city-region,Value of UK exports,Value of UK exports,2020,3770.0,Pounds,£ million,,,,1,Obsolete code since 2018 (replaced by E47000014 North East)
e47000011,north-of-tyne,combined-authority-or-city-region,Value of UK exports,Value of UK exports,2019,4374.0,Pounds,£ million,,,,1,Obsolete code since 2018 (replaced by E47000014 North East)
tlc21,northumberland,itl-level-3,Value of UK exports,Value of UK exports,2021,,Pounds,£ million,,,x,1,
