Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
2019,2019,2019,,0,,http://reference.data.gov.uk/id/year/2019
2020,2020,2020,,1,,http://reference.data.gov.uk/id/year/2020
2021,2021,2021,,2,,http://reference.data.gov.uk/id/year/2021
2022,2022,2022,,3,,http://reference.data.gov.uk/id/year/2022
